Game,numOpportunity,Event,Result,Start Pos,End Pos,Team,Player
USD,0,Pass,Unsuccessful,"[85.23809523809521, 6.476190476190482]","[97.42857142857142, 17.523809523809533]",UCSD,Enter a player
USD,0,Pass,Successful,"[52.85714285714284, 17.14285714285714]","[43.7142857142857, 6.285714285714292]",USD,Enter a player
USD,0,Shot(foot),Unsuccessful,"[13.428571428571416, 21.714285714285722]","[1.4285714285714164, 37.142857142857146]",USD,Enter a player
USD,1,Pass,Successful,"[102.19047619047618, 29.14285714285714]","[88.47619047619045, 9.714285714285722]",USD,Enter a player
USD,1,Pass,Successful,"[18.571428571428562, 69.9047619047619]","[26.761904761904752, 56.95238095238095]",USD,Enter a player
USD,1,Shot(foot),Unsuccessful,"[24.857142857142847, 52.38095238095238]","[1.809523809523796, 37.714285714285715]",USD,Enter a player
USD,1,Pass,Unsuccessful,"[50.95238095238094, 37.142857142857146]","[63.7142857142857, 20.57142857142857]",UCSD,Enter a player
USD,1,Pass,Successful,"[34.38095238095237, 29.904761904761912]","[27.90476190476189, 16.38095238095238]",USD,Enter a player
USD,1,Shot(foot),Unsuccessful,"[25.619047619047606, 25.14285714285714]","[0.0952380952380878, 31.61904761904762]",USD,Enter a player
USD,2,Pass,Unsuccessful,"[26.380952380952372, 36.19047619047619]","[34.76190476190475, 30.095238095238102]",UCSD,Enter a player
USD,2,Pass,Successful,"[29.809523809523803, 28.76190476190476]","[44.09523809523808, 14.285714285714292]",USD,Enter a player
USD,2,Shot(foot),Unsuccessful,"[34.76190476190475, 17.714285714285722]","[0.4761904761904674, 37.714285714285715]",USD,Enter a player
USD,3,Tackle,Successful,"[64.47619047619045, 68.0]","[-1, -1]",USD,Enter a player
USD,3,Pass,Successful,"[7.904761904761891, 21.523809523809533]","[24.857142857142847, 22.47619047619048]",USD,Enter a player
USD,3,Shot(foot),Unsuccessful,"[23.7142857142857, 23.61904761904762]","[0.4761904761904674, 45.523809523809526]",USD,Enter a player
USD,4,Pass,Unsuccessful,"[31.52380952380951, 67.80952380952381]","[45.04761904761903, 63.23809523809524]",UCSD,Enter a player
USD,4,Pass,Successful,"[45.23809523809522, 64.57142857142857]","[31.33333333333332, 54.285714285714285]",USD,Enter a player
USD,4,Shot(foot),Unsuccessful,"[24.28571428571427, 54.476190476190474]","[2.3809523809523725, 30.85714285714286]",USD,Enter a player
USD,5,Tackle,Successful,"[30.952380952380942, 17.904761904761912]","[46.76190476190475, 20.95238095238095]",UCSD,Enter a player
USD,5,Pass,Successful,"[45.23809523809522, 13.714285714285722]","[32.28571428571427, 13.142857142857139]",USD,Enter a player
USD,5,Shot(foot),Unsuccessful,"[25.999999999999986, 24.57142857142857]","[1.4285714285714164, 36.952380952380956]",USD,Enter a player
USD,6,Pass,Unsuccessful,"[42.57142857142856, 56.95238095238095]","[27.7142857142857, 52.76190476190476]",UCSD,Enter a player
USD,6,Pass,Successful,"[110.0, 59.23809523809524]","[107.9047619047619, 47.61904761904762]",USD,Enter a player
USD,6,Shot(foot),Unsuccessful,"[107.52380952380952, 49.523809523809526]","[111.9047619047619, 46.85714285714286]",USD,Enter a player
USD,7,Throw-in,Successful,"[75.33333333333331, 79.23809523809524]","[91.14285714285714, 73.33333333333333]",USD,Enter a player
USD,7,Pass,Successful,"[66.38095238095238, 4.761904761904759]","[82.76190476190476, 11.80952380952381]",USD,Enter a player
USD,7,Shot(foot),Unsuccessful,"[97.8095238095238, 23.04761904761905]","[118.57142857142856, 45.142857142857146]",USD,Enter a player
USD,8,Tackle,Successful,"[93.42857142857142, 63.23809523809524]","[81.04761904761904, 56.57142857142857]",UCSD,Enter a player
USD,8,Pass,Successful,"[85.42857142857142, 33.333333333333336]","[102.95238095238093, 19.80952380952381]",USD,Enter a player
USD,8,Shot(foot),Successful,"[113.61904761904762, 22.095238095238102]","[119.33333333333331, 40.19047619047619]",USD,Enter a player
USD,9,Tackle,Successful,"[85.42857142857142, 33.333333333333336]","[85.42857142857142, 33.333333333333336]",USD,Enter a player
USD,9,Pass,Successful,"[107.33333333333331, 44.38095238095238]","[107.52380952380952, 33.904761904761905]",USD,Enter a player
USD,9,Shot(foot),Unsuccessful,"[105.42857142857142, 34.095238095238095]","[118.38095238095238, 38.285714285714285]",USD,Enter a player
USD,10,Tackle,Successful,"[41.99999999999999, 18.66666666666667]","[-1, -1]",USD,Enter a player
USD,10,Pass,Successful,"[99.9047619047619, 49.142857142857146]","[100.09523809523807, 37.523809523809526]",USD,Enter a player
USD,10,Shot(foot),Unsuccessful,"[101.23809523809524, 41.523809523809526]","[119.33333333333331, 33.523809523809526]",USD,Enter a player
USD,11,Throw-in,Successful,"[33.61904761904761, 79.61904761904762]","[69.23809523809521, 69.52380952380952]",USD,Enter a player
USD,11,Pass,Successful,"[58.19047619047618, 3.238095238095241]","[86.19047619047618, 20.19047619047619]",USD,Enter a player
USD,11,Shot(foot),Successful,"[94.19047619047618, 24.0]","[119.33333333333331, 42.666666666666664]",USD,Enter a player
USD,12,Set Piece,Unsuccessful,"[88.28571428571428, 51.42857142857143]","[119.52380952380952, 34.476190476190474]",USD,Enter a player
USD,12,Shot(head),Unsuccessful,"[93.23809523809524, 50.095238095238095]","[119.33333333333331, 32.57142857142857]",USD,Enter a player
USD,13,Set Piece,Successful,"[119.52380952380952, 0.7619047619047592]","[108.47619047619045, 4.571428571428569]",USD,Enter a player
USD,13,Pass,Successful,"[107.52380952380952, 5.142857142857153]","[96.85714285714286, 14.095238095238102]",USD,Enter a player
USD,13,Shot(foot),Unsuccessful,"[112.09523809523807, 20.19047619047619]","[119.14285714285714, 38.285714285714285]",USD,Enter a player
