Game,numOpportunity,Event,Result,Start Pos,End Pos,Team,Player
USD,4,Pass,Successful,"[82.38095238095238, 22.85714285714286]","[87.7142857142857, 8.57142857142857]",USD,Enter a player
,,,,,,,
USD,4,Pass,Successful,"[88.66666666666666, 4.571428571428569]","[107.9047619047619, 48.19047619047619]",USD,Enter a player
,,,,,,,
USD,4,Pass,Successful,"[108.85714285714286, 47.23809523809524]","[108.28571428571428, 38.285714285714285]",USD,Enter a player
,,,,,,,
USD,4,Shot(foot),Unsuccessful,"[107.14285714285714, 36.761904761904766]","[118.38095238095238, 36.761904761904766]",USD,Enter a player
,,,,,,,
USD,5,1st Ball,Successful,"[39.52380952380951, 69.71428571428572]","[-1, -1]",USD,Enter a player
,,,,,,,
USD,5,2nd Ball,Successful,"[70.76190476190476, 70.28571428571428]","[70.76190476190476, 70.28571428571428]",USD,Enter a player
,,,,,,,
USD,5,1st Ball,Successful,"[36.28571428571427, 62.666666666666664]","[36.28571428571427, 62.666666666666664]",USD,Enter a player
,,,,,,,
USD,5,2nd Ball,Successful,"[53.6190476190476, 64.76190476190476]","[53.80952380952379, 64.76190476190476]",UCSD,Enter a player
,,,,,,,
USD,5,1st Ball,Successful,"[91.9047619047619, 22.285714285714292]","[91.9047619047619, 22.285714285714292]",UCSD,Enter a player
,,,,,,,
USD,5,2nd Ball,Successful,"[81.04761904761904, 42.476190476190474]","[81.04761904761904, 42.476190476190474]",UCSD,Enter a player
,,,,,,,
USD,5,1st Ball,Successful,"[77.99999999999997, 38.285714285714285]","[77.99999999999997, 38.285714285714285]",UCSD,Enter a player
,,,,,,,
USD,5,2nd Ball,Successful,"[50.95238095238094, 34.66666666666667]","[50.95238095238094, 34.66666666666667]",UCSD,Enter a player
,,,,,,,
USD,5,1st Ball,Successful,"[71.52380952380952, 18.285714285714292]","[71.52380952380952, 18.285714285714292]",USD,Enter a player
,,,,,,,
USD,5,2nd Ball,Successful,"[84.85714285714283, 16.95238095238095]","[84.85714285714283, 16.38095238095238]",USD,Enter a player
,,,,,,,
USD,5,1st Ball,Successful,"[18.380952380952372, 8.0]","[18.380952380952372, 8.0]",USD,Enter a player
,,,,,,,
USD,5,2nd Ball,Successful,"[33.04761904761903, 10.095238095238102]","[33.04761904761903, 10.095238095238102]",UCSD,Enter a player
,,,,,,,
USD,5,Tackle,Successful,"[19.7142857142857, 11.61904761904762]","[36.47619047619046, 14.095238095238102]",USD,Enter a player
,,,,,,,
USD,5,Pass,Successful,"[34.95238095238094, 16.76190476190476]","[37.23809523809522, 32.952380952380956]",UCSD,Enter a player
,,,,,,,
USD,5,Pass,Successful,"[21.809523809523796, 53.523809523809526]","[9.047619047619037, 66.47619047619048]",UCSD,Enter a player
,,,,,,,
USD,5,Pass,Successful,"[10.380952380952372, 69.14285714285714]","[5.238095238095227, 36.38095238095238]",UCSD,Enter a player
,,,,,,,
USD,5,Tackle,Successful,"[4.095238095238088, 36.57142857142857]","[14.571428571428562, 33.523809523809526]",USD,Enter a player
,,,,,,,
USD,5,Shot(foot),Successful,"[15.714285714285701, 33.142857142857146]","[1.0476190476190368, 42.095238095238095]",UCSD,Enter a player
,,,,,,,
USD,6,1st Ball,Successful,"[91.52380952380952, 8.0]","[-1, -1]",USD,Enter a player
,,,,,,,
USD,6,Tackle,Successful,"[36.47619047619046, 18.095238095238102]","[36.47619047619046, 18.095238095238102]",USD,Enter a player
,,,,,,,
USD,6,Pass,Successful,"[30.571428571428562, 16.57142857142857]","[44.28571428571427, 34.095238095238095]",USD,Enter a player
,,,,,,,
USD,6,Pass,Successful,"[47.52380952380951, 41.333333333333336]","[61.42857142857141, 63.42857142857143]",USD,Enter a player
,,,,,,,
USD,6,Pass,Successful,"[56.85714285714284, 62.285714285714285]","[70.19047619047618, 50.095238095238095]",USD,Enter a player
,,,,,,,
USD,6,Pass,Successful,"[73.61904761904759, 51.04761904761905]","[65.61904761904759, 59.23809523809524]",USD,Enter a player
,,,,,,,
USD,6,Pass,Successful,"[71.52380952380952, 56.0]","[96.85714285714286, 45.904761904761905]",USD,Enter a player
,,,,,,,
USD,6,Pass,Successful,"[100.09523809523807, 48.76190476190476]","[99.9047619047619, 37.904761904761905]",USD,Enter a player
,,,,,,,
USD,6,Shot(foot),Unsuccessful,"[99.9047619047619, 38.85714285714286]","[118.95238095238093, 32.38095238095238]",USD,Enter a player
,,,,,,,
USD,6,1st Ball,Successful,"[34.95238095238094, 22.66666666666667]","[-1, -1]",USD,Enter a player
