Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Shots / on target,,,Passes / accurate,,,"Possession, %",Losses / Low / Medium / High,,,,Recoveries / Low / Medium / High,,,,Duels / won,,,Shots from outside penalty area / on target,,,Positional attacks / with shots,,,Counterattacks / with shots,,,Corners / with shots,,,Free kicks / with shots,,,Penalties / converted,,,Crosses / accurate,,,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),,,Touches in penalty area,Offensive duels / won,,,Offsides,Conceded goals,Shots against / on target,,,Defensive duels / won,,,Aerial duels / won,,,Sliding tackles / successful,,,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes / accurate,,,Back passes / accurate,,,Lateral passes / accurate,,,Long passes / accurate,,,Passes to final third / accurate,,,Progressive passes / accurate,,,Smart passes / accurate,,,Throw ins / accurate,,,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA
2021-10-31,UC Riverside Highlanders - UC San Diego Tritons 1:2,United States. NCAA D1 Big West,101,UC San Diego Tritons,4-4-2 (100.0%),2,1.47,12,4,33.33,367,301,82.02,39.69,94,16,31,47,95,50,34,11,230,106,46.09,9,3,33.33,34,10,29.41,3,0,0,2,0,0,3,0,0,1,1,100,6,1,16.67,1,5,17,2,5,6,76,25,32.89,2,1,4,3,75,97,59,60.82,25,10,40,6,3,50,44,17,17,4,0,132,93,70.45,48,44,91.67,122,108,88.52,52,25,48.08,59,36,61.02,70,50,71.43,9,6,66.67,21,16,76.19,3,15.64,3.28,14.17,21.05,19.71,12.42
2021-10-31,UC Riverside Highlanders - UC San Diego Tritons 1:2,United States. NCAA D1 Big West,101,UC Riverside Highlanders,3-4-2-1 (19.34%),1,0.31,4,2,50,546,452,82.78,60.31,113,13,33,67,75,36,27,12,230,115,50,2,1,50,28,2,7.14,0,0,0,3,1,33.33,4,1,25,0,0,0,11,0,0,0,2,19,0,6,7,97,38,39.18,2,2,12,4,33.33,76,51,67.11,25,11,44,3,2,66.67,32,11,11,0,1,158,112,70.89,57,52,91.23,246,225,91.46,49,19,38.78,74,50,67.57,78,55,70.51,6,0,0,25,24,96,13,15.31,5.06,8.97,17.96,21.04,11.17
2021-10-24,UC San Diego Tritons - CSU Bakersfield Roadrunners 0:2,United States. NCAA D1 Big West,102,UC San Diego Tritons,4-2-3-1 (87.95%),0,0.58,10,4,40,338,257,76.04,47.7,126,14,47,65,90,47,35,8,267,119,44.57,4,1,25,37,6,16.22,4,3,75,5,1,20,2,0,0,0,0,0,11,4,36.36,5,3,17,3,5,14,103,44,42.72,1,2,12,6,50,76,46,60.53,50,20,40,3,2,66.67,31,11,17,2,0,144,96,66.67,49,44,89.8,110,92,83.64,50,26,52,61,39,63.93,74,56,75.68,1,0,0,43,40,93.02,8,13.86,2.5,14.79,18.09,22.58,11.9
2021-10-24,UC San Diego Tritons - CSU Bakersfield Roadrunners 0:2,United States. NCAA D1 Big West,102,CSU Bakersfield Roadrunners,4-2-3-1 (93.5%),2,0.82,12,6,50,450,364,80.89,52.3,135,24,43,68,99,45,46,8,267,134,50.19,9,3,33.33,27,9,33.33,1,1,100,3,0,0,2,0,0,0,0,0,13,4,30.77,3,4,19,1,10,10,76,30,39.47,0,0,10,4,40,103,59,57.28,50,22,44,16,4,25,32,31,11,1,0,158,104,65.82,57,51,89.47,174,157,90.23,46,23,50,77,44,57.14,68,54,79.41,9,3,33.33,26,26,100,8,16.83,3.72,10.22,24.58,19.85,6.91
2021-10-21,UC Irvine Anteaters - UC San Diego Tritons 2:0,United States. NCAA D1 Big West,95,UC San Diego Tritons,4-4-2 (88.52%),0,0.58,9,4,44.44,314,238,75.8,37.71,107,15,43,49,85,43,31,11,247,128,51.82,4,1,25,35,8,22.86,0,0,0,7,1,14.29,1,0,0,0,0,0,15,5,33.33,5,5,20,4,11,12,79,28,35.44,3,2,12,6,50,86,62,72.09,48,22,45.83,3,2,66.67,52,7,8,1,1,123,81,65.85,55,48,87.27,113,96,84.96,48,26,54.17,49,27,55.1,72,47,65.28,1,0,0,34,29,85.29,13,15.01,2.85,15.29,20.36,24.9,8.75
2021-10-21,UC Irvine Anteaters - UC San Diego Tritons 2:0,United States. NCAA D1 Big West,95,UC Irvine Anteaters,4-2-3-1 (100.0%),2,1.91,12,6,50,501,431,86.03,62.29,109,19,32,58,83,34,38,11,247,108,43.72,7,3,42.86,31,8,25.81,1,0,0,5,3,60,1,0,0,0,0,0,10,3,30,2,5,21,0,9,7,86,24,27.91,0,0,9,4,44.44,79,51,64.56,48,25,52.08,6,3,50,38,36,7,0,0,137,99,72.26,79,77,97.47,240,218,90.83,50,24,48,81,57,70.37,62,52,83.87,0,0,0,19,18,94.74,7,14.5,4.55,9.98,21.88,21.66,6.58
2021-10-17,Sacramento State Hornets - UC San Diego Tritons 2:1 (E),United States. NCAA D1 Big West,100,UC San Diego Tritons,4-4-2 (100.0%),1,2.61,16,6,37.5,322,250,77.64,42.11,141,44,41,56,96,57,20,19,325,139,42.77,3,2,66.67,32,9,28.13,2,2,100,3,2,66.67,4,0,0,0,0,0,9,6,66.67,7,7,19,7,5,23,104,34,32.69,2,2,19,7,36.84,109,68,62.39,71,23,32.39,3,1,33.33,29,23,3,1,0,121,78,64.46,42,38,90.48,105,90,85.71,52,32,61.54,48,30,62.5,76,51,67.11,6,2,33.33,24,18,75,15,12.92,2.66,16.15,16.54,20.45,18.17
2021-10-17,Sacramento State Hornets - UC San Diego Tritons 2:1 (E),United States. NCAA D1 Big West,100,Sacramento State Hornets,4-1-4-1 (100.0%),2,1.48,19,7,36.84,484,394,81.4,57.89,132,19,33,80,103,39,44,20,325,168,51.69,9,1,11.11,48,14,29.17,0,0,0,8,3,37.5,1,0,0,0,0,0,18,9,50,8,14,33,7,8,28,109,41,37.61,2,1,16,6,37.5,104,70,67.31,71,42,59.15,5,2,40,48,11,9,0,0,161,112,69.57,58,52,89.66,210,189,90,66,35,53.03,86,60,69.77,99,78,78.79,7,5,71.43,17,16,94.12,12,14.13,4.03,13.64,19.11,22.61,6.71
2021-10-14,UC San Diego Tritons - UC Santa Barbara Gauchos 0:1,United States. NCAA D1 Big West,101,UC San Diego Tritons,4-4-2 (100.0%),0,0.32,5,3,60,340,263,77.35,35.92,110,24,43,43,97,50,38,9,230,112,48.7,4,2,50,28,3,10.71,2,2,100,1,1,100,1,0,0,0,0,0,9,1,11.11,1,2,16,1,6,7,72,28,38.89,2,1,14,4,28.57,78,48,61.54,37,16,43.24,4,4,100,41,7,7,0,0,125,80,64,62,58,93.55,113,95,84.07,43,26,60.47,53,33,62.26,75,47,62.67,2,0,0,24,19,79.17,10,14.68,3.18,12.65,25.69,20.82,25.63
2021-10-14,UC San Diego Tritons - UC Santa Barbara Gauchos 0:1,United States. NCAA D1 Big West,101,UC Santa Barbara Gauchos,4-2-3-1 (100.0%),1,1.4,14,2,14.29,738,655,88.75,64.08,101,13,32,56,96,39,39,18,230,115,50,9,1,11.11,39,12,30.77,1,1,100,4,1,25,0,0,0,0,0,0,11,2,18.18,1,16,32,7,10,23,78,30,38.46,0,0,5,3,60,72,44,61.11,37,19,51.35,6,3,50,43,16,8,0,0,194,154,79.38,103,100,97.09,340,316,92.94,41,21,51.22,85,64,75.29,82,69,84.15,9,3,33.33,22,22,100,8,17.86,6.71,5.56,21.35,18.23,6.22
