game,x1,y1,won,player,Side
USD,73.2,76.0,True,8,Right
USD,38.4,24.0,False,23,Left
USD,75.6,74.4,False,23,Right
Lipscomb,4.8,12.8,False,10,Left
Lipscomb,45.6,4.8,True,17,Left
Lipscomb,73.2,24.0,True,8,Left
Lipscomb,93.60000000000001,9.6,False,23,Left
Lipscomb,86.39999999999999,16.8,True,8,Left
Lipscomb,102.0,4.8,False,17,Left
Lipscomb,63.6,8.0,True,17,Left
Lipscomb,109.2,76.8,False,12,Right
Lipscomb,112.8,70.4,False,12,Right
Lipscomb,81.60000000000001,28.0,True,8,Left
Lipscomb,90.0,18.400000000000002,True,8,Left
Lipscomb,57.599999999999994,66.39999999999999,False,19,Right
Lipscomb,67.2,66.39999999999999,False,19,Right
Lipscomb,40.800000000000004,66.39999999999999,False,20,Right
Lipscomb,50.4,6.4,True,10,Left
Lipscomb,90.0,71.2,False,20,Right
Lipscomb,93.60000000000001,56.8,False,23,Right
Lipscomb,46.800000000000004,66.39999999999999,False,20,Right
Lipscomb,49.199999999999996,52.800000000000004,True,23,Right
Lipscomb,81.60000000000001,55.199999999999996,True,8,Right
Lipscomb,106.8,22.400000000000002,True,17,Left
Lipscomb,98.39999999999999,71.2,False,8,Right
Lipscomb,88.8,71.2,False,20,Right
Lipscomb,93.60000000000001,8.0,False,11,Left
Lipscomb,85.19999999999999,9.6,False,11,Left
Lipscomb,99.6,75.19999999999999,True,20,Right
Lipscomb,66.0,64.0,True,23,Right
Lipscomb,109.2,53.6,True,23,Right
Lipscomb,97.2,73.60000000000001,False,12,Right
Lipscomb,87.6,31.200000000000003,True,23,Left
Lipscomb,88.8,43.2,True,23,Right
Lipscomb,93.60000000000001,51.2,True,23,Right
Lipscomb,63.6,4.0,True,10,Left
Lipscomb,72.0,53.6,True,19,Right
Lipscomb,75.6,20.8,True,17,Left
Lipscomb,78.0,36.0,True,17,Left
Lipscomb,104.4,73.60000000000001,True,7,Right
Lipscomb,36.0,36.800000000000004,False,19,Left
Lipscomb,64.80000000000001,7.199999999999999,True,10,Left
Lipscomb,78.0,15.2,False,7,Left
Lipscomb,100.8,12.8,False,7,Left
Lipscomb,86.39999999999999,6.4,True,8,Left
Lipscomb,109.2,72.8,False,22,Right
Lipscomb,88.8,8.0,False,7,Left
Lipscomb,93.60000000000001,7.199999999999999,False,7,Left
Lipscomb,84.0,21.6,True,29,Left
Lipscomb,46.800000000000004,28.0,False,8,Left
Lipscomb,25.2,68.0,True,22,Right
Lipscomb,25.2,4.8,False,10,Left
Lipscomb,91.2,9.6,False,29,Left
Lipscomb,93.60000000000001,3.2,False,29,Left
Lipscomb,78.0,5.6000000000000005,True,8,Left
Lipscomb,81.60000000000001,75.19999999999999,False,22,Right
Lipscomb,80.4,69.6,True,22,Right
Lipscomb,66.0,44.800000000000004,False,19,Right
Lipscomb,88.8,19.2,True,29,Left
Lipscomb,104.4,36.800000000000004,True,23,Left
Lipscomb,100.8,68.8,False,22,Right
Lipscomb,52.8,72.8,False,20,Right
Lipscomb,72.0,66.39999999999999,False,11,Right
Lipscomb,80.4,73.60000000000001,False,29,Right
Lipscomb,38.4,76.0,True,12,Right
Lipscomb,110.4,64.0,True,11,Right
Lipscomb,96.0,71.2,False,20,Right
Lipscomb,98.39999999999999,62.400000000000006,False,20,Right
Lipscomb,79.2,27.200000000000003,False,29,Left
Lipscomb,84.0,12.0,False,7,Left
Lipscomb,69.6,10.4,True,8,Left
Lipscomb,80.4,12.8,True,8,Left
Lipscomb,91.2,36.800000000000004,False,11,Left
