Date,Match,Competition,Duration,Team,Scheme,Points,Aerial duels,Aerial duels accuracy,Aerial duels won,Average pass length,Average passes per possession,Average shot distance,Back passes,Back passes accuracy,Back passes accurate,Back passes percentage,Clearances,Conceded goals,Corners,Corners with shots,Corners with shots percentage,Counterattacks,Counterattacks with shots,Counterattacks with shots percentage,Crosses,Crosses accurate,Crossing accuracy,Deep completed crosses,Deep completed passes,Defensive duels,Defensive duels accuracy,Defensive duels won,Difference in Goals and xG,Duels,Duels accuracy,Duels won,Forward passes,Forward passes accuracy,Forward passes accurate,Forward passes percentage,Fouls,Free kicks,Free kicks with shots,Goal differential,Goal kicks,Goals,Interceptions,Lateral passes,Lateral passes accuracy,Lateral passes accurate,Lateral passes percentage,Long pass %,Long passes,Long passes accuracy,Long passes accurate,Long passes percentage,Losses,Losses High,Losses Low,Losses Medium,Match tempo,Offensive duels,Offensive duels accuracy,Offensive duels won,Offsides,PPDA,Passes,Passes accuracy,Passes accurate,Passes to final third,Passes to final third accuracy,Passes to final third accurate,Passes to final third percentage,Penalties,Penalties converted,Penalty area entries (runs,Penalty area entries (runs crosses),Penalty conversion percentage,Positional attacks,Positional attacks with shots,Positional attacks with shots percentage,"Possession, %",Progressive passes,Progressive passes accuracy,Progressive passes accurate,Progressive passes percentage,Recoveries,Recoveries High,Recoveries Low,Recoveries Medium,Red cards,Shots,Shots against,Shots against on target,Shots against on target accuracy,Shots from outside penalty area,Shots from outside penalty area on target,Shots from outside penalty area on target accuracy,Shots from outside penalty area on target percentage,Shots on target,Shots on target accuracy,Sliding tackle percentage,Sliding tackles,Sliding tackles successful,Smart passes,Smart passes accuracy,Smart passes accurate,Smart passes percentage,Throw in percentage,Throw ins,Throw ins accurate,Touches in penalty area,Yellow cards,xG
2023-09-05,UCLA Bruins - CSUN Matadors 1:1,United States. NCAA D1 Non-conference matches,102,UCLA Bruins,4-1-4-1 (100.0%),1,47,0.5531914893617021,26,19.3,6.19,15.89,92,0.9239130434782609,85,0.1349206349206349,21,1,8,3,0.375,1,0,0.0,19,7,0.3684210526315789,7,13,45,0.6,27,-2.91,219,0.4748858447488584,104,184,0.8369565217391305,154,0.24444444444444444,8,4,4,0,3,1,26,338,0.9378698224852071,317,0.5031746031746032,3.82,27,0.48148148148148145,13,0.020634920634920634,98,59,14,25,18.43,85,0.38823529411764707,33,2,8.05,706,0.8923512747875354,630,73,0.7945205479452054,58,0.09206349206349207,1,0,31,5,0.0,53,17,0.32075471698113206,70.49,80,0.875,70,0.1111111111111111,92,24,32,36,0,23,7,3,0.42857142857142855,9,3,0.3333333333333333,0.3333333333333333,9,0.391304347826087,0.7777777777777778,9,7,5,0.6,3,0.004761904761904762,1.0,21,21,33,0,3.91
2023-09-07,LMU Lions - UC Davis Aggies 1:1,United States. NCAA D1 Non-conference matches,99,LMU Lions,3-4-1-2 (100.0%),1,57,0.40350877192982454,23,22.18,2.89,20.91,54,0.9629629629629629,52,0.1750841750841751,16,1,6,1,0.16666666666666666,1,0,0.0,24,6,0.25,6,7,72,0.6111111111111112,44,0.47,259,0.5135135135135135,133,148,0.6959459459459459,103,0.3468013468013468,18,0,0,0,7,1,44,136,0.8161764705882353,111,0.37373737373737376,12.7,48,0.5416666666666666,26,0.08754208754208755,111,56,21,34,13.49,106,0.5188679245283019,55,3,10.87,378,0.7857142857142857,297,55,0.6181818181818182,34,0.11447811447811448,0,0,31,10,,40,8,0.2,51.46,82,0.6585365853658537,54,0.18181818181818182,82,10,49,23,0,10,8,4,0.5,4,4,1.0,0.6666666666666666,6,0.6,0.3333333333333333,3,1,2,0.5,1,0.003367003367003367,0.8709677419354839,31,27,24,3,0.53
2023-09-07,LMU Lions - UC Davis Aggies 1:1,United States. NCAA D1 Non-conference matches,99,UC Davis Aggies,4-2-3-1 (90.6%),1,57,0.47368421052631576,27,22.16,2.97,19.47,51,0.9215686274509803,47,0.16262975778546712,27,1,7,2,0.2857142857142857,1,0,0.0,11,3,0.2727272727272727,3,3,106,0.4811320754716981,51,0.44999999999999996,259,0.42857142857142855,111,128,0.6640625,85,0.29411764705882354,20,8,1,0,4,1,46,148,0.8716216216216216,129,0.4463667820069204,16.02,58,0.5172413793103449,30,0.10380622837370242,112,71,14,27,13.69,72,0.3888888888888889,28,1,6.02,362,0.7983425414364641,289,71,0.6338028169014085,45,0.15570934256055363,0,0,23,4,,35,2,0.05714285714285714,48.54,71,0.8028169014084507,57,0.1972318339100346,83,14,41,28,0,8,10,6,0.6,4,3,0.75,0.75,4,0.5,0.2,5,1,1,0.0,0,0.0,0.9545454545454546,22,21,11,2,0.55
2023-09-08,CSUN Matadors - UNLV Rebels 3:1,United States. NCAA D1 Non-conference matches,98,CSUN Matadors,4-1-4-1 (47.5%),3,35,0.4,14,23.21,2.93,18.72,41,0.9024390243902439,37,0.13703703703703704,9,1,3,0,0.0,1,1,1.0,23,4,0.17391304347826086,2,7,73,0.6712328767123288,49,0.04999999999999982,217,0.5391705069124424,117,130,0.6538461538461539,85,0.3148148148148148,14,3,2,2,11,3,30,150,0.82,123,0.45555555555555555,16.48,58,0.5689655172413793,33,0.12222222222222222,96,41,16,39,13.46,79,0.5316455696202531,42,1,10.81,352,0.7670454545454546,270,50,0.66,33,0.12222222222222222,1,1,33,10,1.0,38,10,0.2631578947368421,49.52,85,0.6588235294117647,56,0.2074074074074074,78,14,37,27,0,17,12,3,0.25,6,1,0.16666666666666666,0.125,8,0.47058823529411764,0.0,2,0,0,,0,0.0,0.8461538461538461,26,22,18,2,2.95
2023-09-08,CSUN Matadors - UNLV Rebels 3:1,United States. NCAA D1 Non-conference matches,98,UNLV Rebels,4-4-2 (21.63%),0,35,0.4857142857142857,17,22.51,2.95,22.44,48,0.9375,45,0.1505016722408027,20,3,4,1,0.25,1,0,0.0,10,2,0.2,2,2,79,0.46835443037974683,37,0.09999999999999998,217,0.41935483870967744,91,139,0.6618705035971223,92,0.3076923076923077,17,2,0,-2,10,1,35,151,0.8940397350993378,135,0.451505016722408,11.83,44,0.4772727272727273,21,0.07023411371237458,110,56,21,33,13.96,73,0.3287671232876712,24,0,10.91,372,0.803763440860215,299,62,0.5645161290322581,35,0.11705685618729098,0,0,14,2,,23,6,0.2608695652173913,50.48,61,0.7377049180327869,45,0.1505016722408027,74,11,31,32,0,12,17,8,0.47058823529411764,8,1,0.125,0.3333333333333333,3,0.25,0.3333333333333333,3,1,0,,0,0.0,0.7857142857142857,28,22,6,1,0.9
2023-09-08,Gonzaga Bulldogs - Cal State Fullerton Titans 1:1,United States. NCAA D1 Non-conference matches,103,Cal State Fullerton Titans,4-2-3-1 (100.0%),1,48,0.4375,21,20.7,2.34,22.1,30,0.8333333333333334,25,0.11574074074074074,12,1,12,7,0.5833333333333334,0,0,,18,7,0.3888888888888889,9,5,88,0.6363636363636364,56,-0.99,279,0.46236559139784944,129,124,0.6854838709677419,85,0.39351851851851855,17,4,0,0,3,1,28,94,0.8297872340425532,78,0.3611111111111111,10.03,30,0.5333333333333333,16,0.07407407407407407,120,66,16,38,14.47,114,0.3508771929824561,40,3,8.05,299,0.7224080267558528,216,48,0.7083333333333334,34,0.1574074074074074,1,1,25,5,1.0,47,13,0.2765957446808511,43.74,78,0.6794871794871795,53,0.24537037037037038,94,22,39,33,0,24,7,2,0.2857142857142857,14,4,0.2857142857142857,0.5714285714285714,7,0.2916666666666667,0.7142857142857143,7,5,2,1.0,2,0.009259259259259259,0.9,30,27,17,2,1.99
2023-09-08,Gonzaga Bulldogs - Cal State Fullerton Titans 1:1,United States. NCAA D1 Non-conference matches,103,Gonzaga Bulldogs,3-5-2 (100.0%),1,48,0.4791666666666667,23,18.56,3.31,18.3,79,0.9113924050632911,72,0.2236024844720497,32,1,4,0,0.0,0,0,,9,2,0.2222222222222222,2,4,114,0.6491228070175439,74,-0.17999999999999994,279,0.5161290322580645,144,143,0.6713286713286714,96,0.2981366459627329,15,7,1,0,13,1,46,113,0.8141592920353983,92,0.2857142857142857,10.07,41,0.36585365853658536,15,0.046583850931677016,132,59,34,39,15.31,88,0.36363636363636365,32,3,7.37,407,0.7911547911547911,322,52,0.4807692307692308,25,0.07763975155279502,0,0,16,1,,29,2,0.06896551724137931,56.26,66,0.5909090909090909,39,0.12111801242236025,96,12,49,35,0,7,24,7,0.2916666666666667,3,0,0.0,0.0,2,0.2857142857142857,0.3333333333333333,6,2,3,0.3333333333333333,1,0.003105590062111801,0.8947368421052632,19,17,8,2,1.18
2023-09-08,Pacific Tigers - Sacramento State Hornets 2:5,United States. NCAA D1 Non-conference matches,105,Pacific Tigers,4-2-3-1 (68.17%),0,24,0.4583333333333333,11,18.81,5.27,18.37,75,0.9466666666666667,71,0.16247139588100687,15,5,3,1,0.3333333333333333,0,0,,14,4,0.2857142857142857,3,7,84,0.5357142857142857,45,0.06000000000000005,233,0.48068669527896996,112,193,0.7512953367875648,145,0.3318077803203661,12,2,0,-3,10,2,33,177,0.903954802259887,160,0.36613272311212813,8.72,45,0.4888888888888889,22,0.05034324942791762,94,55,16,23,16.71,100,0.48,48,2,9.69,516,0.8468992248062015,437,70,0.6571428571428571,46,0.10526315789473684,0,0,30,5,,34,13,0.38235294117647056,53.54,78,0.717948717948718,56,0.12814645308924486,80,12,39,29,1,18,15,7,0.4666666666666667,8,5,0.625,0.45454545454545453,11,0.6111111111111112,0.3333333333333333,6,2,1,0.0,0,0.0,0.9090909090909091,11,10,23,0,1.94
2023-09-08,Pacific Tigers - Sacramento State Hornets 2:5,United States. NCAA D1 Non-conference matches,105,Sacramento State Hornets,4-2-3-1 (100.0%),3,24,0.5,12,20.5,3.48,18.35,49,0.9387755102040817,46,0.1464968152866242,11,2,8,5,0.625,3,2,0.6666666666666666,15,5,0.3333333333333333,5,6,100,0.52,52,3.95,233,0.5021459227467812,117,143,0.7552447552447552,108,0.34394904458598724,11,4,1,3,8,5,43,146,0.8561643835616438,125,0.3980891719745223,12.01,46,0.5869565217391305,27,0.08598726114649681,93,39,26,28,14.29,84,0.4642857142857143,39,0,14.92,383,0.8198433420365535,314,49,0.7142857142857143,35,0.11146496815286625,0,0,23,9,,26,4,0.15384615384615385,46.46,70,0.6714285714285714,47,0.14968152866242038,77,12,44,21,0,15,18,11,0.6111111111111112,6,1,0.16666666666666666,0.14285714285714285,7,0.4666666666666667,0.0,1,0,1,0.0,0,0.0,0.7894736842105263,19,15,23,1,1.05
2023-09-08,San Francisco Dons - CSU Bakersfield Roadrunners 0:1,United States. NCAA D1 Non-conference matches,104,CSU Bakersfield Roadrunners,4-1-4-1 (83.27%),3,81,0.41975308641975306,34,21.81,1.95,23.79,29,0.896551724137931,26,0.15476190476190477,32,0,2,1,0.5,2,0,0.0,2,0,0.0,0,1,127,0.6299212598425197,80,0.6,369,0.43902439024390244,162,112,0.6607142857142857,74,0.44047619047619047,31,5,0,1,11,1,61,52,0.8076923076923077,42,0.25,20.35,46,0.5217391304347826,24,0.14285714285714285,132,35,38,59,14.65,97,0.26804123711340205,26,0,6.77,226,0.7433628318584071,168,32,0.46875,15,0.08928571428571429,0,0,4,1,,19,3,0.15789473684210525,33.35,59,0.6440677966101694,38,0.2261904761904762,103,3,66,34,0,6,17,8,0.47058823529411764,5,2,0.4,1.0,2,0.3333333333333333,0.3333333333333333,9,3,1,1.0,1,0.005952380952380952,0.8,25,20,2,3,0.4
2023-09-08,San Francisco Dons - CSU Bakersfield Roadrunners 0:1,United States. NCAA D1 Non-conference matches,104,San Francisco Dons,3-4-1-2 (100.0%),0,81,0.41975308641975306,34,20.47,3.04,17.89,63,0.9682539682539683,61,0.1752873563218391,6,1,5,1,0.2,0,0,,15,5,0.3333333333333333,4,6,98,0.7244897959183674,71,-1.86,369,0.48509485094850946,179,170,0.711764705882353,121,0.34770114942528735,15,12,3,-1,5,0,26,145,0.8827586206896552,128,0.367816091954023,10.72,46,0.45652173913043476,21,0.0603448275862069,125,79,10,36,13.91,126,0.36507936507936506,46,1,5.32,429,0.8111888111888111,348,70,0.6285714285714286,44,0.12643678160919541,0,0,21,1,,42,8,0.19047619047619047,66.65,72,0.8055555555555556,58,0.16666666666666666,105,18,32,55,0,17,6,2,0.3333333333333333,6,2,0.3333333333333333,0.3333333333333333,6,0.35294117647058826,0.0,1,0,4,0.0,0,0.0,0.8947368421052632,38,34,21,3,1.86
2023-09-09,Denver Pioneers - UC San Diego Tritons 4:0,United States. NCAA D1 Non-conference matches,95,Denver Pioneers,4-1-3-2 (100.0%),3,17,0.4117647058823529,7,18.12,8.73,17.09,113,0.9911504424778761,112,0.14933333333333335,8,0,5,3,0.6,1,0,0.0,17,8,0.47058823529411764,7,7,54,0.5740740740740741,31,1.88,144,0.4722222222222222,68,216,0.8379629629629629,181,0.24133333333333334,9,0,0,4,7,4,28,361,0.9390581717451524,339,0.452,4.38,36,0.4722222222222222,17,0.02266666666666667,92,52,9,31,19.45,52,0.36538461538461536,19,1,9.56,821,0.9135200974421437,750,79,0.810126582278481,64,0.08533333333333333,0,0,26,5,,33,11,0.3333333333333333,68.0,99,0.8484848484848485,84,0.112,79,19,29,31,0,16,7,0,0.0,5,2,0.4,0.25,8,0.5,,0,0,5,0.4,2,0.0026666666666666666,0.9583333333333334,24,23,21,0,2.12
2023-09-09,Denver Pioneers - UC San Diego Tritons 4:0,United States. NCAA D1 Non-conference matches,95,UC San Diego Tritons,5-3-2 (52.02%),0,17,0.35294117647058826,6,21.46,3.24,17.05,49,0.9795918367346939,48,0.21238938053097345,6,4,2,1,0.5,2,2,1.0,7,1,0.14285714285714285,1,2,52,0.6346153846153846,33,-0.66,144,0.4722222222222222,68,111,0.5765765765765766,64,0.2831858407079646,7,1,0,-4,9,0,45,98,0.8775510204081632,86,0.3805309734513274,15.59,46,0.34782608695652173,16,0.07079646017699115,95,39,19,37,14.85,54,0.42592592592592593,23,1,25.28,295,0.7661016949152543,226,36,0.4166666666666667,15,0.06637168141592921,0,0,13,3,,17,3,0.17647058823529413,32.0,45,0.4888888888888889,22,0.09734513274336283,67,4,34,29,0,7,16,8,0.5,2,0,0.0,,0,0.0,0.0,5,0,2,0.5,1,0.004424778761061947,0.9444444444444444,18,17,8,0,0.66
2023-09-09,San Diego Toreros - UC Riverside Highlanders 0:0,United States. NCAA D1 Non-conference matches,104,San Diego Toreros,3-4-1-2 (58.79%),1,43,0.32558139534883723,14,22.23,3.15,23.02,45,0.9555555555555556,43,0.16666666666666666,11,0,8,3,0.375,2,0,0.0,14,6,0.42857142857142855,9,5,58,0.7586206896551724,44,-0.66,217,0.4608294930875576,100,115,0.6782608695652174,78,0.3023255813953488,11,3,0,0,9,0,46,114,0.8508771929824561,97,0.375968992248062,15.12,49,0.4489795918367347,22,0.08527131782945736,107,56,13,38,13.74,75,0.3466666666666667,26,3,9.54,324,0.7962962962962963,258,54,0.6851851851851852,37,0.1434108527131783,0,0,24,8,,35,9,0.2571428571428571,42.76,74,0.7162162162162162,53,0.2054263565891473,93,22,24,47,1,14,11,4,0.36363636363636365,6,2,0.3333333333333333,0.6666666666666666,3,0.21428571428571427,0.6666666666666666,3,2,2,0.5,1,0.003875968992248062,0.7368421052631579,19,14,18,3,0.66
2023-09-09,San Diego Toreros - UC Riverside Highlanders 0:0,United States. NCAA D1 Non-conference matches,104,UC Riverside Highlanders,4-2-3-1 (100.0%),1,43,0.627906976744186,27,18.88,5.23,21.63,59,0.8983050847457628,53,0.11963882618510158,15,0,2,2,1.0,0,0,,12,4,0.3333333333333333,4,4,75,0.6533333333333333,49,-0.62,217,0.48847926267281105,106,145,0.6758620689655173,98,0.22121896162528218,9,2,1,0,16,0,37,238,0.9327731092436975,222,0.5011286681715575,8.9,47,0.5319148936170213,25,0.056433408577878104,120,36,28,56,16.73,58,0.2413793103448276,14,0,8.13,528,0.8390151515151515,443,51,0.6666666666666666,34,0.07674943566591422,0,0,19,2,,22,7,0.3181818181818182,57.24,66,0.5303030303030303,35,0.07900677200902935,92,7,46,39,0,11,14,3,0.21428571428571427,6,2,0.3333333333333333,0.5,4,0.36363636363636365,0.6,10,6,5,0.4,2,0.004514672686230248,1.0,13,13,16,3,0.62
2023-09-09,UC Irvine Anteaters - Stanford Cardinal 1:2,United States. NCAA D1 Non-conference matches,103,Stanford Cardinal,4-4-2 (100.0%),3,38,0.5526315789473685,21,19.28,3.1,11.96,48,0.9375,45,0.16483516483516483,24,1,4,2,0.5,2,0,0.0,28,8,0.2857142857142857,7,16,72,0.4583333333333333,33,0.09000000000000008,205,0.4682926829268293,96,144,0.6736111111111112,97,0.3553113553113553,14,1,0,1,8,2,36,117,0.7948717948717948,93,0.34065934065934067,12.32,44,0.5681818181818182,25,0.09157509157509157,124,62,23,39,16.15,55,0.4909090909090909,27,1,10.62,357,0.7647058823529411,273,49,0.6326530612244898,31,0.11355311355311355,0,0,33,1,,41,9,0.21951219512195122,46.9,70,0.7285714285714285,51,0.18681318681318682,90,25,26,39,0,12,15,4,0.26666666666666666,2,1,0.5,0.25,4,0.3333333333333333,0.6666666666666666,3,2,2,0.0,0,0.0,0.90625,32,29,27,1,1.91
2023-09-09,UC Irvine Anteaters - Stanford Cardinal 1:2,United States. NCAA D1 Non-conference matches,103,UC Irvine Anteaters,5-4-1 (25.86%),0,38,0.3684210526315789,14,19.21,3.35,18.64,67,0.8656716417910447,58,0.1762917933130699,27,2,5,1,0.2,2,1,0.5,9,4,0.4444444444444444,4,7,55,0.509090909090909,28,-0.99,205,0.47804878048780486,98,142,0.676056338028169,96,0.2917933130699088,9,3,1,-1,15,1,47,140,0.8857142857142857,124,0.3768996960486322,12.5,52,0.46153846153846156,24,0.0729483282674772,123,47,29,47,16.63,72,0.5416666666666666,39,2,7.96,416,0.7908653846153846,329,38,0.7894736842105263,30,0.0911854103343465,0,0,21,2,,33,11,0.3333333333333333,53.1,71,0.5633802816901409,40,0.12158054711246201,82,11,43,28,0,15,12,4,0.3333333333333333,5,0,0.0,0.0,3,0.2,0.6666666666666666,3,2,1,0.0,0,0.0,0.8076923076923077,26,21,17,1,1.99
2023-09-10,UC Santa Barbara Gauchos - Utah Valley Wolverines 5:2,United States. NCAA D1 Non-conference matches,106,UC Santa Barbara Gauchos,4-1-4-1 (100.0%),3,35,0.4,14,20.17,4.12,13.68,72,0.9583333333333334,69,0.15898617511520738,7,2,5,2,0.4,1,1,1.0,15,6,0.4,7,10,53,0.5660377358490566,30,2.81,196,0.4642857142857143,91,156,0.717948717948718,112,0.25806451612903225,15,1,0,3,10,5,38,208,0.9182692307692307,191,0.4400921658986175,10.6,55,0.6,33,0.07603686635944701,120,61,16,43,17.07,79,0.4177215189873418,33,1,6.05,519,0.8362235067437379,434,66,0.696969696969697,46,0.10599078341013825,0,0,31,6,,44,7,0.1590909090909091,60.13,81,0.7530864197530864,61,0.14055299539170507,100,12,45,43,0,13,13,6,0.46153846153846156,2,2,1.0,0.2857142857142857,7,0.5384615384615384,0.5,6,3,6,0.16666666666666666,1,0.002304147465437788,0.9,40,36,28,3,2.19
2023-09-10,UC Santa Barbara Gauchos - Utah Valley Wolverines 5:2,United States. NCAA D1 Non-conference matches,106,Utah Valley Wolverines,4-2-3-1 (93.93%),0,35,0.5142857142857142,18,22.67,2.39,13.11,47,0.9148936170212766,43,0.20093457943925233,22,5,5,4,0.8,0,0,,7,2,0.2857142857142857,2,1,79,0.5822784810126582,46,-0.8199999999999998,196,0.5051020408163265,99,129,0.5736434108527132,74,0.34579439252336447,13,4,2,-3,8,2,46,96,0.875,84,0.3925233644859813,17.91,53,0.4528301886792453,24,0.11214953271028037,118,51,27,40,14.68,53,0.4339622641509434,23,0,12.4,296,0.722972972972973,214,51,0.49019607843137253,25,0.11682242990654206,0,0,15,2,,22,6,0.2727272727272727,39.87,57,0.631578947368421,36,0.16822429906542055,90,9,54,27,0,13,13,7,0.5384615384615384,3,0,0.0,0.0,6,0.46153846153846156,0.75,4,3,0,,0,0.0,0.9629629629629629,27,26,12,4,2.82
2023-09-11,CSU Bakersfield Roadrunners - Fresno Pacific Sunbird 6:1,United States. NCAA D1 Non-conference matches,103,CSU Bakersfield Roadrunners,4-1-4-1 (67.33%),3,21,0.47619047619047616,10,21.49,4.62,16.78,81,0.9506172839506173,77,0.1527777777777778,7,1,6,3,0.5,0,0,,16,7,0.4375,6,6,77,0.6493506493506493,50,1.8399999999999999,235,0.5148936170212766,121,187,0.8021390374331551,150,0.2976190476190476,18,5,2,5,3,6,23,265,0.9207547169811321,244,0.48412698412698413,6.63,38,0.5263157894736842,20,0.03968253968253968,102,71,6,25,16.06,107,0.40186915887850466,43,2,6.7,573,0.8795811518324608,504,79,0.6962025316455697,55,0.10912698412698413,0,0,26,7,,38,12,0.3157894736842105,66.15,91,0.8791208791208791,80,0.15873015873015872,84,16,24,44,0,24,2,1,0.5,9,3,0.3333333333333333,0.3,10,0.4166666666666667,0.0,3,0,5,0.4,2,0.003968253968253968,0.9666666666666667,30,29,34,4,4.16
2023-09-11,CSU Bakersfield Roadrunners - Fresno Pacific Sunbird 6:1,United States. NCAA D1 Non-conference matches,103,Fresno Pacific Sunbird,4-4-1-1 (39.22%),0,21,0.42857142857142855,9,19.35,2.82,8.98,70,0.8714285714285714,61,0.2663755458515284,22,6,1,0,0.0,0,0,,2,0,0.0,0,1,107,0.5981308411214953,64,0.4,235,0.46382978723404256,109,110,0.7363636363636363,81,0.3537117903930131,23,3,1,-5,16,1,42,70,0.8428571428571429,59,0.2576419213973799,10.69,31,0.6451612903225806,20,0.08733624454148471,85,27,23,35,15.88,77,0.35064935064935066,27,2,15.62,290,0.7896551724137931,229,33,0.6666666666666666,22,0.09606986899563319,0,0,4,3,,15,1,0.06666666666666667,33.85,61,0.5901639344262295,36,0.1572052401746725,60,2,41,17,1,2,24,10,0.4166666666666667,0,0,,0.0,1,0.5,0.6666666666666666,6,4,1,0.0,0,0.0,0.75,12,9,4,4,0.6
2023-09-11,California Baptist Lancers - CSUN Matadors 3:1,United States. NCAA D1 Non-conference matches,103,CSUN Matadors,4-4-2 (100.0%),0,49,0.40816326530612246,20,23.07,2.16,22.39,35,0.9428571428571428,33,0.16019417475728157,13,3,9,3,0.3333333333333333,0,0,,16,2,0.125,3,4,88,0.6590909090909091,58,0.12,267,0.47191011235955055,126,91,0.6593406593406593,60,0.2912621359223301,14,6,2,-2,8,1,26,112,0.7946428571428571,89,0.4320388349514563,14.77,39,0.48717948717948717,19,0.09223300970873786,98,54,17,27,12.34,97,0.36082474226804123,35,0,12.32,264,0.7803030303030303,206,48,0.6666666666666666,32,0.1553398058252427,0,0,24,4,,41,14,0.34146341463414637,40.44,51,0.803921568627451,41,0.19902912621359223,89,15,38,36,0,19,10,5,0.5,12,5,0.4166666666666667,0.8333333333333334,6,0.3157894736842105,0.5555555555555556,9,5,0,,0,0.0,0.92,25,23,14,2,0.88
2023-09-11,California Baptist Lancers - CSUN Matadors 3:1,United States. NCAA D1 Non-conference matches,103,California Baptist Lancers,4-2-3-1 (100.0%),3,49,0.5510204081632653,27,23.04,4.01,23.03,104,0.9615384615384616,100,0.23809523809523808,30,1,5,1,0.2,2,1,0.5,12,3,0.25,1,9,97,0.6391752577319587,62,2.4,267,0.5131086142322098,137,154,0.7207792207792207,111,0.2642857142857143,17,1,0,2,5,3,40,184,0.8967391304347826,165,0.39285714285714285,14.08,70,0.5714285714285714,40,0.09523809523809523,114,46,28,40,15.77,88,0.3409090909090909,30,0,6.58,497,0.8450704225352113,420,45,0.5555555555555556,25,0.05952380952380952,0,0,21,3,,29,4,0.13793103448275862,59.56,80,0.7,56,0.13333333333333333,84,13,42,29,0,10,19,6,0.3157894736842105,5,3,0.6,0.75,4,0.4,0.375,8,3,0,,0,0.0,0.9285714285714286,28,26,14,3,0.6
2023-09-11,LMU Lions - Sacramento State Hornets 2:1,United States. NCAA D1 Non-conference matches,103,LMU Lions,4-4-2 (100.0%),3,42,0.42857142857142855,18,22.12,2.95,15.91,57,0.9122807017543859,52,0.18505338078291814,2,1,8,2,0.25,1,0,0.0,20,5,0.25,5,5,55,0.5636363636363636,31,-0.5499999999999998,193,0.43523316062176165,84,157,0.6496815286624203,102,0.36298932384341637,16,4,1,1,6,2,28,117,0.8034188034188035,94,0.33451957295373663,15.75,60,0.43333333333333335,26,0.09252669039145907,119,68,11,40,15.34,85,0.36470588235294116,31,10,5.45,381,0.7375328083989501,281,66,0.5,33,0.11743772241992882,1,1,29,3,1.0,43,8,0.18604651162790697,55.52,76,0.631578947368421,48,0.1708185053380783,82,17,35,30,0,14,11,3,0.2727272727272727,4,1,0.25,0.14285714285714285,7,0.5,0.6666666666666666,3,2,9,0.2222222222222222,2,0.0071174377224199285,0.9375,32,30,15,2,2.55
2023-09-11,LMU Lions - Sacramento State Hornets 2:1,United States. NCAA D1 Non-conference matches,103,Sacramento State Hornets,4-2-3-1 (100.0%),0,42,0.5476190476190477,23,21.21,1.94,19.68,39,0.6153846153846154,24,0.1411764705882353,20,2,5,2,0.4,2,1,0.5,6,3,0.5,3,4,85,0.6352941176470588,54,0.0,193,0.5544041450777202,107,95,0.6210526315789474,59,0.34705882352941175,11,6,1,-1,17,1,48,75,0.8266666666666667,62,0.36470588235294116,19.01,46,0.3695652173913043,17,0.1,109,45,24,40,12.16,55,0.43636363636363634,24,0,10.73,242,0.7024793388429752,170,29,0.5517241379310345,16,0.09411764705882353,0,0,12,0,,19,3,0.15789473684210525,44.48,45,0.6,27,0.1588235294117647,71,5,38,28,0,11,14,8,0.5714285714285714,5,1,0.2,0.3333333333333333,3,0.2727272727272727,1.0,3,3,3,0.3333333333333333,1,0.0058823529411764705,0.7647058823529411,17,13,11,3,1.0
2023-09-11,San Diego State Aztecs - UC Riverside Highlanders 2:0,United States. NCAA D1 Non-conference matches,109,San Diego State Aztecs,4-2-3-1 (100.0%),3,49,0.5102040816326531,25,21.16,2.7,14.5,41,0.9024390243902439,37,0.15611814345991562,16,0,9,5,0.5555555555555556,0,0,,18,4,0.2222222222222222,5,15,57,0.7368421052631579,42,-0.75,185,0.5459459459459459,101,123,0.6504065040650406,80,0.33755274261603374,13,5,0,2,8,2,36,99,0.8585858585858586,85,0.35864978902953587,11.61,36,0.4166666666666667,15,0.06329113924050633,104,55,12,37,16.24,57,0.43859649122807015,25,5,8.81,310,0.7645161290322581,237,51,0.49019607843137253,25,0.10548523206751055,0,0,29,5,,38,11,0.2894736842105263,43.95,68,0.7058823529411765,48,0.20253164556962025,75,6,27,42,0,15,6,0,0.0,2,0,0.0,0.0,5,0.3333333333333333,0.3333333333333333,3,1,3,1.0,3,0.012658227848101266,0.84,25,21,30,2,2.75
2023-09-11,San Diego State Aztecs - UC Riverside Highlanders 2:0,United States. NCAA D1 Non-conference matches,109,UC Riverside Highlanders,3-5-2 (15.45%),0,49,0.3877551020408163,19,19.35,3.82,25.87,70,0.9714285714285714,68,0.2066869300911854,23,2,3,0,0.0,2,0,0.0,11,2,0.18181818181818182,3,0,57,0.5614035087719298,32,-0.16,185,0.41081081081081083,76,125,0.68,85,0.25835866261398177,11,2,0,-2,17,0,32,158,0.8734177215189873,138,0.4194528875379939,8.98,36,0.6111111111111112,22,0.0668693009118541,96,31,20,45,16.47,57,0.2631578947368421,15,1,9.16,401,0.8204488778054863,329,39,0.6923076923076923,27,0.08206686930091185,0,0,16,2,,19,4,0.21052631578947367,56.05,74,0.6756756756756757,50,0.1519756838905775,60,6,34,20,1,6,15,5,0.3333333333333333,5,0,0.0,,0,0.0,0.4444444444444444,9,4,0,,0,0.0,0.92,25,23,3,4,0.16
