Date,Match,Competition,Duration,Team,Scheme,Points,Aerial duels,Aerial duels accuracy,Aerial duels won,Average pass length,Average passes per possession,Average shot distance,Back passes,Back passes accuracy,Back passes accurate,Back passes percentage,Clearances,Conceded goals,Corners,Corners with shots,Corners with shots percentage,Counterattacks,Counterattacks with shots,Counterattacks with shots percentage,Crosses,Crosses accurate,Crossing accuracy,Deep completed crosses,Deep completed passes,Defensive duels,Defensive duels accuracy,Defensive duels won,Difference in Goals and xG,Duels,Duels accuracy,Duels won,Forward passes,Forward passes accuracy,Forward passes accurate,Forward passes percentage,Fouls,Free kicks,Free kicks with shots,Goal differential,Goal kicks,Goals,Interceptions,Lateral passes,Lateral passes accuracy,Lateral passes accurate,Lateral passes percentage,Long pass %,Long passes,Long passes accuracy,Long passes accurate,Long passes percentage,Losses,Losses High,Losses Low,Losses Medium,Match tempo,Offensive duels,Offensive duels accuracy,Offensive duels won,Offsides,PPDA,Passes,Passes accuracy,Passes accurate,Passes to final third,Passes to final third accuracy,Passes to final third accurate,Passes to final third percentage,Penalties,Penalties converted,Penalty area entries (runs,Penalty area entries (runs crosses),Penalty conversion percentage,Positional attacks,Positional attacks with shots,Positional attacks with shots percentage,"Possession, %",Progressive passes,Progressive passes accuracy,Progressive passes accurate,Progressive passes percentage,Recoveries,Recoveries High,Recoveries Low,Recoveries Medium,Red cards,Shots,Shots against,Shots against on target,Shots against on target accuracy,Shots from outside penalty area,Shots from outside penalty area on target,Shots from outside penalty area on target accuracy,Shots from outside penalty area on target percentage,Shots on target,Shots on target accuracy,Sliding tackle percentage,Sliding tackles,Sliding tackles successful,Smart passes,Smart passes accuracy,Smart passes accurate,Smart passes percentage,Throw in percentage,Throw ins,Throw ins accurate,Touches in penalty area,Yellow cards,xG
2023-10-12,Cal State Fullerton Titans - UC Irvine Anteaters 1:2,United States. NCAA D1 Big West,104,Cal State Fullerton Titans,3-5-2 (41.43%),0,45,0.37777777777777777,17,20.79,3.92,21.89,54,0.8148148148148148,44,0.11989100817438691,2,2,11,1,0.09090909090909091,2,0,0.0,21,6,0.2857142857142857,5,15,89,0.651685393258427,58,0.06999999999999995,257,0.45136186770428016,116,188,0.6861702127659575,129,0.35149863760217986,22,3,1,-1,9,1,33,182,0.8626373626373627,157,0.42779291553133514,12.86,62,0.46774193548387094,29,0.07901907356948229,140,87,15,38,16.08,77,0.3116883116883117,24,1,5.58,482,0.7614107883817427,367,77,0.6103896103896104,47,0.12806539509536785,0,0,38,7,,43,12,0.27906976744186046,61.03,93,0.6989247311827957,65,0.1771117166212534,105,25,43,37,0,18,9,6,0.6666666666666666,9,1,0.1111111111111111,0.25,4,0.2222222222222222,0.2857142857142857,7,2,3,0.3333333333333333,1,0.0027247956403269754,1.0,30,30,30,2,0.93
2023-10-12,Cal State Fullerton Titans - UC Irvine Anteaters 1:2,United States. NCAA D1 Big West,104,UC Irvine Anteaters,4-2-3-1 (81.97%),3,45,0.4444444444444444,20,18.38,2.6,23.25,51,0.8823529411764706,45,0.18218623481781376,23,1,0,0,,1,0,0.0,5,3,0.6,3,9,77,0.6883116883116883,53,1.6,257,0.48249027237354086,124,132,0.7045454545454546,93,0.3765182186234818,9,8,1,1,13,2,67,81,0.8888888888888888,72,0.291497975708502,15.38,48,0.4791666666666667,23,0.0931174089068826,130,52,35,43,16.3,89,0.34831460674157305,31,1,9.13,312,0.7916666666666666,247,49,0.6530612244897959,32,0.12955465587044535,0,0,12,2,,26,6,0.23076923076923078,38.97,76,0.5921052631578947,45,0.18218623481781376,117,16,62,39,0,9,18,4,0.2222222222222222,7,5,0.7142857142857143,1.0,5,0.5555555555555556,0.5,4,2,3,0.6666666666666666,2,0.008097165991902834,1.0,17,17,16,1,0.4
2023-10-12,Sacramento State Hornets - Cal Poly Mustangs 0:0,United States. NCAA D1 Big West,95,Cal Poly Mustangs,4-4-2 (100.0%),1,69,0.4057971014492754,28,21.29,2.37,10.09,26,0.9230769230769231,24,0.12060301507537688,23,0,10,4,0.4,1,1,1.0,26,14,0.5384615384615384,12,10,86,0.6162790697674418,53,-2.44,247,0.4534412955465587,112,134,0.6492537313432836,87,0.4371859296482412,11,2,0,0,11,0,43,82,0.7439024390243902,61,0.3065326633165829,18.12,52,0.5,26,0.1306532663316583,129,50,26,53,14.24,50,0.4,20,2,6.23,287,0.6933797909407665,199,45,0.5333333333333333,24,0.12060301507537688,0,0,29,4,,28,8,0.2857142857142857,45.19,82,0.6341463414634146,52,0.2613065326633166,79,4,45,30,0,14,12,3,0.25,0,0,,0.0,2,0.14285714285714285,0.375,8,3,5,0.4,2,0.010050251256281407,0.9354838709677419,31,29,34,1,2.44
2023-10-12,Sacramento State Hornets - Cal Poly Mustangs 0:0,United States. NCAA D1 Big West,95,Sacramento State Hornets,4-3-1-2 (100.0%),1,69,0.4927536231884058,34,22.86,2.61,16.23,46,0.8913043478260869,41,0.1774891774891775,15,0,5,3,0.6,0,0,,13,5,0.38461538461538464,6,4,50,0.6,30,-1.56,247,0.46963562753036436,116,141,0.574468085106383,81,0.35064935064935066,12,3,0,0,11,0,43,99,0.8585858585858586,85,0.36796536796536794,18.83,61,0.5081967213114754,31,0.1341991341991342,109,59,8,42,13.25,86,0.38372093023255816,33,2,7.44,324,0.7129629629629629,231,65,0.6461538461538462,42,0.18181818181818182,0,0,24,3,,41,8,0.1951219512195122,54.81,78,0.717948717948718,56,0.24242424242424243,92,19,34,39,0,12,14,2,0.14285714285714285,4,0,0.0,0.0,2,0.16666666666666666,0.2,5,1,1,0.0,0,0.0,0.7692307692307693,26,20,16,0,1.56
2023-10-12,UC Davis Aggies - CSUN Matadors 1:1,United States. NCAA D1 Big West,94,CSUN Matadors,4-2-3-1 (100.0%),1,50,0.58,29,20.17,2.91,12.51,54,0.9259259259259259,50,0.17006802721088435,15,1,8,1,0.125,1,0,0.0,21,12,0.5714285714285714,10,8,97,0.711340206185567,69,-0.55,317,0.5362776025236593,170,145,0.6758620689655173,98,0.3333333333333333,11,3,0,0,5,1,37,121,0.8512396694214877,103,0.35034013605442177,16.09,60,0.6,36,0.12244897959183673,132,48,23,61,13.83,125,0.44,55,3,7.18,373,0.7882037533512064,294,52,0.6730769230769231,35,0.11904761904761904,0,0,30,6,,36,5,0.1388888888888889,48.28,86,0.6395348837209303,55,0.1870748299319728,103,11,52,40,0,8,10,4,0.4,0,0,,0.0,3,0.375,1.0,2,2,2,0.5,1,0.003401360544217687,0.8,35,28,25,0,1.55
2023-10-12,UC Davis Aggies - CSUN Matadors 1:1,United States. NCAA D1 Big West,94,UC Davis Aggies,4-2-3-1 (29.33%),1,50,0.34,17,21.93,3.16,17.62,67,0.9253731343283582,62,0.19314641744548286,20,1,3,1,0.3333333333333333,0,0,,13,4,0.3076923076923077,4,4,125,0.56,70,0.30000000000000004,317,0.42586750788643535,135,127,0.6692913385826772,85,0.26479750778816197,13,1,0,0,9,1,52,161,0.8571428571428571,138,0.42990654205607476,13.09,53,0.49056603773584906,26,0.08099688473520249,124,62,17,45,14.02,97,0.28865979381443296,28,0,6.21,405,0.7925925925925926,321,74,0.581081081081081,43,0.13395638629283488,0,0,18,2,,34,7,0.20588235294117646,51.72,81,0.7283950617283951,59,0.1838006230529595,101,18,32,51,0,10,8,3,0.375,3,2,0.6666666666666666,0.5,4,0.4,1.0,1,1,4,0.5,2,0.006230529595015576,0.9565217391304348,23,22,15,0,0.7
2023-10-12,UC Riverside Highlanders - UC San Diego Tritons 2:5,United States. NCAA D1 Big West,104,UC Riverside Highlanders,3-4-1-2 (20.24%),0,33,0.3939393939393939,13,19.99,4.8,16.95,72,0.9444444444444444,68,0.14977973568281938,20,5,5,1,0.2,4,3,0.75,15,5,0.3333333333333333,5,5,92,0.6630434782608695,61,0.44999999999999996,224,0.53125,119,167,0.7485029940119761,125,0.2753303964757709,19,6,2,-3,6,2,34,226,0.9247787610619469,209,0.460352422907489,6.0,32,0.375,12,0.02643171806167401,103,44,20,39,16.08,72,0.4861111111111111,35,2,6.54,533,0.851782363977486,454,45,0.6444444444444445,29,0.06387665198237885,0,0,17,6,,31,2,0.06451612903225806,63.02,78,0.6666666666666666,52,0.1145374449339207,78,11,45,22,1,10,14,8,0.5714285714285714,3,1,0.3333333333333333,0.2,5,0.5,0.4,5,2,2,0.0,0,0.0,0.9444444444444444,18,17,17,2,1.55
2023-10-12,UC Riverside Highlanders - UC San Diego Tritons 2:5,United States. NCAA D1 Big West,104,UC San Diego Tritons,4-4-2 (100.0%),3,33,0.45454545454545453,15,22.15,2.31,18.44,40,0.85,34,0.16585365853658537,9,2,4,1,0.25,0,0,,17,8,0.47058823529411764,8,8,72,0.5138888888888888,37,2.99,224,0.41964285714285715,94,112,0.7410714285714286,83,0.40487804878048783,11,8,0,3,7,5,39,74,0.7972972972972973,59,0.28780487804878047,18.15,47,0.6595744680851063,31,0.15121951219512195,90,49,15,26,13.32,92,0.33695652173913043,31,1,19.0,259,0.7915057915057915,205,52,0.6538461538461539,34,0.16585365853658537,1,1,20,3,1.0,28,8,0.2857142857142857,36.98,68,0.8235294117647058,56,0.2731707317073171,75,16,23,36,0,14,10,5,0.5,7,3,0.42857142857142855,0.375,8,0.5714285714285714,,0,0,0,,0,0.0,0.7,20,14,18,3,2.01
2023-10-12,UC Santa Barbara Gauchos - CSU Bakersfield Roadrunners 0:1,United States. NCAA D1 Big West,94,CSU Bakersfield Roadrunners,4-2-3-1 (50.13%),3,38,0.23684210526315788,9,19.63,3.27,15.45,66,0.9393939393939394,62,0.20875420875420875,21,0,2,1,0.5,1,0,0.0,10,4,0.4,3,7,110,0.6272727272727273,69,0.38,293,0.4402730375426621,129,133,0.6842105263157895,91,0.3063973063973064,16,3,1,1,8,1,44,119,0.865546218487395,103,0.3468013468013468,11.92,44,0.5454545454545454,24,0.08080808080808081,126,64,17,45,14.93,119,0.33613445378151263,40,2,7.25,369,0.8048780487804879,297,55,0.6545454545454545,36,0.12121212121212122,0,0,25,5,,36,3,0.08333333333333333,44.9,68,0.7647058823529411,52,0.1750841750841751,94,14,33,47,0,3,12,1,0.08333333333333333,1,0,0.0,0.0,1,0.3333333333333333,1.0,9,9,1,1.0,1,0.003367003367003367,0.88,25,22,11,1,0.62
2023-10-12,UC Santa Barbara Gauchos - CSU Bakersfield Roadrunners 0:1,United States. NCAA D1 Big West,94,UC Santa Barbara Gauchos,4-2-3-1 (100.0%),0,38,0.631578947368421,24,18.74,4.17,20.94,75,0.9466666666666667,71,0.16985645933014354,11,1,2,0,0.0,0,0,,16,9,0.5625,10,2,119,0.6638655462184874,79,-0.67,293,0.5324232081911263,156,172,0.75,129,0.30861244019138756,18,1,0,-1,11,0,34,188,0.9042553191489362,170,0.40669856459330145,10.0,50,0.62,31,0.07416267942583732,106,33,21,52,16.49,110,0.37272727272727274,41,1,7.41,500,0.836,418,48,0.8333333333333334,40,0.09569377990430622,0,0,18,1,,34,8,0.23529411764705882,55.1,79,0.7341772151898734,58,0.13875598086124402,86,7,47,32,0,12,3,1,0.3333333333333333,8,1,0.125,1.0,1,0.08333333333333333,1.0,1,1,0,,0,0.0,1.0,20,20,9,2,0.67
2023-10-14,Sacramento State Hornets - Cal State Fullerton Titans 0:1,United States. NCAA D1 Big West,97,Cal State Fullerton Titans,4-2-3-1 (100.0%),3,40,0.325,13,21.21,2.66,19.4,43,0.8837209302325582,38,0.1645021645021645,23,0,8,4,0.5,10,4,0.4,15,3,0.2,3,7,99,0.7171717171717171,71,-0.8,236,0.5,118,141,0.6879432624113475,97,0.4199134199134199,9,0,0,1,9,1,56,97,0.7835051546391752,76,0.329004329004329,13.18,41,0.5365853658536586,22,0.09523809523809523,99,42,19,38,15.63,62,0.3870967741935484,24,5,12.34,311,0.7427652733118971,231,47,0.6808510638297872,32,0.13852813852813853,0,0,26,6,,35,9,0.2571428571428571,36.66,85,0.6941176470588235,59,0.2554112554112554,66,7,34,25,0,17,19,5,0.2631578947368421,7,4,0.5714285714285714,0.8,5,0.29411764705882354,0.5,6,3,4,0.25,1,0.004329004329004329,0.9285714285714286,14,13,20,1,1.8
2023-10-14,Sacramento State Hornets - Cal State Fullerton Titans 0:1,United States. NCAA D1 Big West,97,Sacramento State Hornets,4-3-1-2 (100.0%),0,40,0.475,19,22.3,3.58,17.48,76,0.9342105263157895,71,0.1761786600496278,13,1,10,3,0.3,1,0,0.0,9,3,0.3333333333333333,3,11,62,0.6129032258064516,38,-0.81,236,0.4279661016949153,101,165,0.7090909090909091,117,0.2903225806451613,6,4,1,-1,10,0,36,205,0.9121951219512195,187,0.4640198511166253,12.94,63,0.5714285714285714,36,0.08933002481389578,112,55,18,39,14.17,99,0.2828282828282828,28,3,9.5,487,0.8275154004106776,403,65,0.5076923076923077,33,0.08188585607940446,0,0,25,4,,40,14,0.35,63.34,77,0.7532467532467533,58,0.14392059553349876,85,12,38,35,0,19,17,5,0.29411764705882354,5,2,0.4,0.4,5,0.2631578947368421,1.0,2,2,4,0.25,1,0.0024813895781637717,0.8285714285714286,35,29,29,1,0.81
2023-10-15,UC Davis Aggies - UC Riverside Highlanders 0:3,United States. NCAA D1 Big West,103,UC Davis Aggies,4-1-4-1 (60.27%),0,54,0.4444444444444444,24,23.22,2.74,18.62,51,0.9411764705882353,48,0.18532818532818532,12,3,4,1,0.25,1,0,0.0,22,6,0.2727272727272727,6,4,70,0.6285714285714286,44,-1.88,215,0.49767441860465117,107,141,0.6737588652482269,95,0.3667953667953668,18,6,1,-3,7,0,33,113,0.7964601769911505,90,0.3474903474903475,15.16,52,0.6153846153846154,32,0.12355212355212356,125,86,11,28,13.99,53,0.41509433962264153,22,1,5.44,343,0.7551020408163265,259,78,0.6025641025641025,47,0.18146718146718147,0,0,30,0,,47,11,0.23404255319148937,51.58,86,0.7906976744186046,68,0.2625482625482625,104,17,32,55,1,16,12,9,0.75,7,2,0.2857142857142857,0.5,4,0.25,0.2,5,1,3,0.0,0,0.0,0.85,20,17,19,3,1.88
2023-10-15,UC Davis Aggies - UC Riverside Highlanders 0:3,United States. NCAA D1 Big West,103,UC Riverside Highlanders,3-4-1-2 (100.0%),3,54,0.5555555555555556,30,20.96,2.53,16.48,40,0.925,37,0.16228070175438597,27,0,10,3,0.3,2,2,1.0,14,2,0.14285714285714285,4,8,53,0.5849056603773585,31,1.14,215,0.4790697674418605,103,138,0.6159420289855072,85,0.37280701754385964,14,1,1,3,8,3,51,101,0.7722772277227723,78,0.34210526315789475,12.03,38,0.47368421052631576,18,0.07894736842105263,131,46,35,50,13.73,70,0.37142857142857144,26,4,15.07,316,0.7215189873417721,228,39,0.5641025641025641,22,0.09649122807017543,0,0,26,7,,25,4,0.16,48.42,78,0.6025641025641025,47,0.20614035087719298,95,11,63,21,0,12,16,4,0.25,3,0,0.0,0.0,7,0.5833333333333334,0.8,5,4,3,0.3333333333333333,1,0.0043859649122807015,0.9090909090909091,22,20,16,2,1.86
2023-10-15,UC Irvine Anteaters - CSUN Matadors 0:1,United States. NCAA D1 Big West,97,CSUN Matadors,4-2-3-1 (45.1%),3,29,0.4827586206896552,14,19.96,2.82,28.4,40,0.875,35,0.16587677725118483,20,0,2,2,1.0,1,1,1.0,7,2,0.2857142857142857,0,2,87,0.6896551724137931,60,0.75,213,0.5492957746478874,117,99,0.6363636363636364,63,0.2985781990521327,12,3,0,1,13,1,52,104,0.8461538461538461,88,0.41706161137440756,17.02,48,0.5833333333333334,28,0.13270142180094788,130,39,44,47,13.55,56,0.44642857142857145,25,0,12.12,282,0.74822695035461,211,29,0.6206896551724138,18,0.08530805687203792,0,0,12,2,,8,2,0.25,36.88,63,0.5396825396825397,34,0.16113744075829384,87,11,47,29,1,6,14,4,0.2857142857142857,5,1,0.2,0.5,2,0.3333333333333333,0.3333333333333333,6,2,0,,0,0.0,0.7333333333333333,15,11,4,1,0.25
2023-10-15,UC Irvine Anteaters - CSUN Matadors 0:1,United States. NCAA D1 Big West,97,UC Irvine Anteaters,4-2-3-1 (100.0%),0,29,0.3793103448275862,11,19.73,5.39,19.26,88,0.9318181818181818,82,0.1680327868852459,17,1,5,0,0.0,0,0,,26,11,0.4230769230769231,9,17,56,0.5535714285714286,31,-1.73,213,0.4084507042253521,87,196,0.7602040816326531,149,0.305327868852459,13,2,0,-1,1,0,40,237,0.9071729957805907,215,0.4405737704918033,5.37,31,0.5161290322580645,16,0.03278688524590164,117,71,14,32,16.2,87,0.3103448275862069,27,2,5.55,577,0.8457538994800693,488,82,0.8048780487804879,66,0.13524590163934427,0,0,52,4,,50,14,0.28,63.12,105,0.8380952380952381,88,0.18032786885245902,108,31,34,43,0,14,6,3,0.5,7,2,0.2857142857142857,0.5,4,0.2857142857142857,0.4,5,2,12,0.25,3,0.006147540983606557,1.0,17,17,26,2,1.73
2023-10-15,UC San Diego Tritons - CSU Bakersfield Roadrunners 1:0,United States. NCAA D1 Big West,102,CSU Bakersfield Roadrunners,4-2-3-1 (100.0%),0,39,0.38461538461538464,15,19.22,4.44,17.59,59,0.9152542372881356,54,0.12413793103448276,11,1,4,2,0.5,1,0,0.0,11,2,0.18181818181818182,2,2,79,0.620253164556962,49,-0.43,213,0.5164319248826291,110,164,0.7073170731707317,116,0.26666666666666666,17,4,0,-1,10,0,37,244,0.9426229508196722,230,0.5287356321839081,6.92,36,0.4444444444444444,16,0.0367816091954023,120,35,26,59,16.25,60,0.4666666666666667,28,0,6.17,520,0.8365384615384616,435,39,0.717948717948718,28,0.06436781609195402,0,0,17,7,,20,3,0.15,58.74,75,0.6,45,0.10344827586206896,84,5,39,40,0,7,12,3,0.25,2,1,0.5,0.5,2,0.2857142857142857,0.4,5,2,0,,0,0.0,0.7647058823529411,17,13,19,3,0.43
2023-10-15,UC San Diego Tritons - CSU Bakersfield Roadrunners 1:0,United States. NCAA D1 Big West,102,UC San Diego Tritons,4-4-2 (100.0%),3,39,0.48717948717948717,19,20.53,3.05,16.93,49,0.9591836734693877,47,0.17343173431734318,3,0,6,0,0.0,3,1,0.3333333333333333,22,3,0.13636363636363635,3,8,60,0.5333333333333333,32,-0.6499999999999999,213,0.43661971830985913,93,136,0.7352941176470589,100,0.36900369003690037,20,4,2,1,4,1,59,100,0.81,81,0.2988929889298893,10.42,35,0.5142857142857142,18,0.06642066420664207,101,48,12,41,14.95,79,0.379746835443038,30,2,9.29,336,0.8065476190476191,271,58,0.8103448275862069,47,0.17343173431734318,0,0,37,13,,44,7,0.1590909090909091,41.26,66,0.803030303030303,53,0.19557195571955718,91,15,31,45,0,12,7,2,0.2857142857142857,6,1,0.16666666666666666,0.3333333333333333,3,0.25,0.25,4,1,1,1.0,1,0.0036900369003690036,0.7916666666666666,24,19,26,3,1.65
2023-10-16,Cal Poly Mustangs - UC Santa Barbara Gauchos 0:1,United States. NCAA D1 Big West,98,Cal Poly Mustangs,4-4-2 (100.0%),0,92,0.41304347826086957,38,25.23,2.59,18.23,49,0.9183673469387755,45,0.19736842105263158,4,1,3,1,0.3333333333333333,0,0,,22,5,0.22727272727272727,7,3,105,0.6761904761904762,71,-1.52,325,0.49230769230769234,160,147,0.564625850340136,83,0.36403508771929827,12,7,2,-1,12,0,35,100,0.77,77,0.33771929824561403,22.05,73,0.4520547945205479,33,0.14473684210526316,134,66,14,54,14.69,89,0.39325842696629215,35,0,11.12,331,0.6888217522658611,228,65,0.5076923076923077,33,0.14473684210526316,0,0,31,4,,36,6,0.16666666666666666,43.19,78,0.6794871794871795,53,0.2324561403508772,109,16,35,58,0,12,10,3,0.3,6,1,0.16666666666666666,0.5,2,0.16666666666666666,0.0,4,0,0,,0,0.0,0.9259259259259259,27,25,17,2,1.52
2023-10-16,Cal Poly Mustangs - UC Santa Barbara Gauchos 0:1,United States. NCAA D1 Big West,98,UC Santa Barbara Gauchos,4-4-2 (45.9%),3,92,0.4673913043478261,43,21.2,3.93,18.43,81,0.8765432098765432,71,0.1802030456852792,25,0,2,0,0.0,0,0,,13,5,0.38461538461538464,4,5,89,0.6067415730337079,54,-0.27,325,0.4461538461538462,145,166,0.7048192771084337,117,0.2969543147208122,18,3,0,1,14,1,40,174,0.896551724137931,156,0.39593908629441626,12.42,60,0.5833333333333334,35,0.08883248730964467,149,48,32,69,16.29,105,0.3238095238095238,34,2,7.35,483,0.8157349896480331,394,59,0.6610169491525424,39,0.09898477157360407,0,0,19,3,,31,8,0.25806451612903225,56.81,104,0.7019230769230769,73,0.18527918781725888,119,8,54,57,0,10,12,2,0.16666666666666666,4,0,0.0,0.0,3,0.3,1.0,2,2,0,,0,0.0,0.8461538461538461,26,22,10,3,1.27
2023-10-19,CSU Bakersfield Roadrunners - UC Davis Aggies 0:2,United States. NCAA D1 Big West,99,CSU Bakersfield Roadrunners,4-2-3-1 (68.37%),0,48,0.4375,21,21.03,4.0,19.55,83,0.927710843373494,77,0.18333333333333332,13,2,11,0,0.0,0,0,,21,6,0.2857142857142857,6,4,52,0.5769230769230769,30,-1.85,208,0.49038461538461536,102,176,0.7102272727272727,125,0.2976190476190476,9,5,0,-2,7,0,29,193,0.9015544041450777,174,0.4142857142857143,10.91,55,0.5636363636363636,31,0.07380952380952381,139,62,21,56,15.39,81,0.5061728395061729,41,3,21.33,504,0.8333333333333334,420,61,0.6721311475409836,41,0.09761904761904762,1,0,32,4,0.0,35,6,0.17142857142857143,62.01,84,0.7976190476190477,67,0.1595238095238095,90,13,39,38,0,12,12,2,0.16666666666666666,6,3,0.5,0.75,4,0.3333333333333333,,0,0,2,0.0,0,0.0,0.9142857142857143,35,32,12,0,1.85
2023-10-19,CSU Bakersfield Roadrunners - UC Davis Aggies 0:2,United States. NCAA D1 Big West,99,UC Davis Aggies,4-4-2 (85.53%),3,48,0.4791666666666667,23,21.22,2.65,21.46,38,1.0,38,0.18181818181818182,27,0,1,0,0.0,1,0,0.0,18,7,0.3888888888888889,3,4,81,0.49382716049382713,40,0.9299999999999999,208,0.4519230769230769,94,117,0.6239316239316239,73,0.3492822966507177,21,5,1,2,11,2,33,89,0.8089887640449438,72,0.3444976076555024,16.01,45,0.5555555555555556,25,0.11961722488038277,99,46,23,30,14.0,52,0.4230769230769231,22,1,13.07,281,0.7437722419928826,209,49,0.6326530612244898,31,0.14832535885167464,0,0,17,1,,21,8,0.38095238095238093,37.99,61,0.7049180327868853,43,0.20574162679425836,76,11,34,31,0,12,12,4,0.3333333333333333,7,0,0.0,0.0,2,0.16666666666666666,0.3333333333333333,3,1,0,,0,0.0,0.9090909090909091,11,10,11,1,1.07
2023-10-19,CSUN Matadors - UC San Diego Tritons 2:1,United States. NCAA D1 Big West,103,CSUN Matadors,4-2-3-1 (100.0%),3,48,0.5,24,20.14,3.75,19.03,45,0.9555555555555556,43,0.1264705882352941,19,1,3,0,0.0,6,2,0.3333333333333333,14,6,0.42857142857142855,6,9,77,0.6623376623376623,51,-0.7400000000000002,249,0.4979919678714859,124,150,0.6666666666666666,100,0.29411764705882354,13,0,0,1,7,2,30,171,0.9064327485380117,155,0.45588235294117646,13.8,57,0.45614035087719296,26,0.07647058823529412,108,47,25,36,13.77,79,0.4050632911392405,32,1,10.27,413,0.8232445520581114,340,59,0.5932203389830508,35,0.10294117647058823,0,0,31,5,,30,12,0.4,55.46,74,0.7162162162162162,53,0.15588235294117647,99,13,52,34,0,15,7,2,0.2857142857142857,8,1,0.125,0.2,5,0.3333333333333333,0.8571428571428571,7,6,1,0.0,0,0.0,0.9523809523809523,21,20,17,1,2.74
2023-10-19,CSUN Matadors - UC San Diego Tritons 2:1,United States. NCAA D1 Big West,103,UC San Diego Tritons,4-4-2 (100.0%),0,48,0.4375,21,21.36,3.03,17.74,43,0.8837209302325582,38,0.14785992217898833,9,2,4,0,0.0,0,0,,15,6,0.4,8,4,79,0.5949367088607594,47,-0.43999999999999995,249,0.4578313253012048,114,139,0.6618705035971223,92,0.35797665369649806,11,3,1,-1,9,1,29,108,0.8703703703703703,94,0.3657587548638132,16.52,55,0.509090909090909,28,0.10894941634241245,126,64,21,41,13.83,77,0.33766233766233766,26,0,10.83,333,0.7717717717717718,257,59,0.6271186440677966,37,0.14396887159533073,0,0,23,4,,23,4,0.17391304347826086,44.54,66,0.7272727272727273,48,0.1867704280155642,90,17,36,37,0,7,15,5,0.3333333333333333,3,0,0.0,0.0,2,0.2857142857142857,0.6666666666666666,6,4,3,0.3333333333333333,1,0.0038910505836575876,0.8666666666666667,30,26,12,3,1.44
2023-10-19,Cal State Fullerton Titans - UC Riverside Highlanders 1:1,United States. NCAA D1 Big West,104,Cal State Fullerton Titans,4-2-3-1 (94.86%),1,40,0.25,10,19.16,2.71,22.51,52,0.8653846153846154,45,0.18442622950819673,13,1,2,0,0.0,5,3,0.6,14,6,0.42857142857142855,6,10,100,0.6,60,0.33999999999999997,258,0.4883720930232558,126,135,0.7111111111111111,96,0.39344262295081966,25,5,0,0,6,1,37,90,0.7888888888888889,71,0.29098360655737704,13.35,43,0.5348837209302325,23,0.0942622950819672,117,50,19,48,16.59,85,0.49411764705882355,42,1,6.47,322,0.7577639751552795,244,40,0.825,33,0.13524590163934427,0,0,26,4,,32,5,0.15625,37.97,71,0.7605633802816901,54,0.22131147540983606,93,17,28,48,1,10,7,2,0.2857142857142857,6,3,0.5,0.6,5,0.5,0.25,4,1,3,0.3333333333333333,1,0.004098360655737705,1.0,20,20,17,3,0.66
2023-10-19,Cal State Fullerton Titans - UC Riverside Highlanders 1:1,United States. NCAA D1 Big West,104,UC Riverside Highlanders,3-4-1-2 (94.92%),1,40,0.725,29,18.49,3.74,25.94,75,0.92,69,0.1725,23,1,3,1,0.3333333333333333,2,0,0.0,7,2,0.2857142857142857,2,5,85,0.5058823529411764,43,0.38,258,0.4883720930232558,126,159,0.7358490566037735,117,0.2925,13,7,1,0,6,1,46,182,0.9175824175824175,167,0.4175,7.93,38,0.5526315789473685,21,0.0525,118,39,19,60,15.1,100,0.4,40,4,6.27,479,0.8350730688935282,400,37,0.6216216216216216,23,0.0575,0,0,16,2,,26,3,0.11538461538461539,62.03,65,0.5230769230769231,34,0.085,101,12,43,46,0,7,10,5,0.5,4,1,0.25,0.5,2,0.2857142857142857,0.5,8,4,4,0.0,0,0.0,0.9583333333333334,24,23,13,3,0.62
2023-10-19,UC Irvine Anteaters - Cal Poly Mustangs 2:0,United States. NCAA D1 Big West,101,Cal Poly Mustangs,3-4-3 (100.0%),0,53,0.49056603773584906,26,22.18,2.8,15.11,53,0.8867924528301887,47,0.17870722433460076,21,2,2,1,0.5,0,0,,9,6,0.6666666666666666,6,3,69,0.5507246376811594,38,-1.01,218,0.44036697247706424,96,147,0.6122448979591837,90,0.34220532319391633,15,3,1,-2,7,0,43,110,0.7909090909090909,87,0.33079847908745247,20.51,73,0.5342465753424658,39,0.1482889733840304,149,63,26,60,15.38,54,0.3148148148148148,17,1,9.57,356,0.7387640449438202,263,55,0.45454545454545453,25,0.09505703422053231,0,0,17,1,,28,5,0.17857142857142858,47.34,79,0.6708860759493671,53,0.20152091254752852,102,10,46,46,0,8,16,5,0.3125,1,1,1.0,0.25,4,0.5,0.5,4,2,0,,0,0.0,0.8809523809523809,42,37,14,1,1.01
