Season,Date,Match,Competition,Duration,isOpponent,Team,Aerial duels,Aerial duels accuracy,Aerial duels won,Average pass length,Average passes per possession,Average shot distance,Back passes,Back passes accuracy,Back passes accurate,Back passes percentage,Clearances,Conceded goals,Corners,Corners with shots,Corners with shots percentage,Counterattacks,Counterattacks with shots,Counterattacks with shots percentage,Crosses,Crosses accurate,Crossing accuracy,Deep completed crosses,Deep completed passes,Defensive duels,Defensive duels accuracy,Defensive duels won,Difference in Goals and xG,Duels,Duels accuracy,Duels won,Forward passes,Forward passes accuracy,Forward passes accurate,Forward passes percentage,Fouls,Free kicks,Free kicks with shots,Goal differential,Goal kicks,Goals,Interceptions,Lateral passes,Lateral passes accuracy,Lateral passes accurate,Lateral passes percentage,Long pass %,Long passes,Long passes accuracy,Long passes accurate,Long passes percentage,Losses,Losses High,Losses Low,Losses Medium,Match tempo,Offensive duels,Offensive duels accuracy,Offensive duels won,Offsides,PPDA,Passes,Passes accuracy,Passes accurate,Passes to final third,Passes to final third accuracy,Passes to final third accurate,Passes to final third percentage,Penalties,Penalties converted,Penalty area entries (runs,Penalty area entries (runs crosses),Penalty conversion percentage,Positional attacks,Positional attacks with shots,Positional attacks with shots percentage,"Possession, %",Progressive passes,Progressive passes accuracy,Progressive passes accurate,Progressive passes percentage,Recoveries,Recoveries High,Recoveries Low,Recoveries Medium,Red cards,Scheme,Shots,Shots against,Shots against on target,Shots against on target accuracy,Shots from outside penalty area,Shots from outside penalty area on target,Shots from outside penalty area on target accuracy,Shots from outside penalty area on target percentage,Shots on target,Shots on target accuracy,Sliding tackle percentage,Sliding tackles,Sliding tackles successful,Smart passes,Smart passes accuracy,Smart passes accurate,Smart passes percentage,Throw in percentage,Throw ins,Throw ins accurate,Touches in penalty area,Yellow cards,xG
2021,2021-10-10,CSUN Matadors - UC San Diego Tritons 1:0,United States. NCAA D1 Big West,99,True,CSUN Matadors,66,0.5454545454545454,36,18.73,3.69,23.86,54,0.9074074074074074,49,0.1416184971098266,27,0,1,1,1.0,1,1,1.0,9,1,0.1111111111111111,1,4,90,0.5666666666666667,51,0.48,268,0.47388059701492535,127,118,0.7033898305084746,83,0.2398843930635838,17,2,0,1,7,1,35,198,0.8686868686868687,172,0.49710982658959535,6.89,29,0.5517241379310345,16,0.046242774566473986,127,55,30,42,15.28,67,0.23880597014925373,16,0,6.14,421,0.8218527315914489,346,47,0.6595744680851063,31,0.08959537572254335,0,0,13,1,,28,7,0.25,58.03,77,0.6883116883116883,53,0.1531791907514451,91,5,43,43,0,5-4-1 (100.0%),11,9,4,0.4444444444444444,8,3,0.375,0.75,4,0.36363636363636365,0.6363636363636364,11,7,1,0.0,0,0.0,0.7083333333333334,24,17,6,4,0.52
2021,2021-10-10,CSUN Matadors - UC San Diego Tritons 1:0,United States. NCAA D1 Big West,99,False,UC San Diego Tritons,66,0.45454545454545453,30,19.97,2.4,20.2,56,0.8214285714285714,46,0.2026431718061674,14,1,4,1,0.25,2,1,0.5,8,3,0.375,3,0,67,0.7611940298507462,51,-0.46,268,0.5,134,117,0.6923076923076923,81,0.3568281938325991,14,6,1,-1,9,0,35,86,0.8488372093023255,73,0.32158590308370044,13.0,39,0.5897435897435898,23,0.1013215859030837,131,59,28,44,15.05,90,0.43333333333333335,39,1,10.93,300,0.7566666666666667,227,44,0.7045454545454546,31,0.13656387665198239,0,0,10,1,,35,6,0.17142857142857143,41.97,75,0.6533333333333333,49,0.21585903083700442,81,14,33,34,0,4-4-2 (91.82%),9,11,4,0.36363636363636365,5,1,0.2,0.25,4,0.4444444444444444,1.0,1,1,0,,0,0.0,0.775,40,31,8,1,0.46
2021,2021-10-14,UC San Diego Tritons - UC Santa Barbara Gauchos 0:1,United States. NCAA D1 Big West,101,False,UC San Diego Tritons,37,0.43243243243243246,16,20.82,3.18,25.69,62,0.9354838709677419,58,0.22053231939163498,7,1,1,1,1.0,2,2,1.0,9,1,0.1111111111111111,1,2,78,0.6153846153846154,48,-0.32,230,0.48695652173913045,112,125,0.64,80,0.3041825095057034,7,1,0,-1,10,0,41,113,0.8407079646017699,95,0.3612167300380228,12.65,43,0.6046511627906976,26,0.09885931558935361,110,43,24,43,14.68,72,0.3888888888888889,28,2,25.63,340,0.7735294117647059,263,53,0.6226415094339622,33,0.12547528517110265,0,0,16,1,,28,3,0.10714285714285714,35.92,75,0.6266666666666667,47,0.17870722433460076,97,9,50,38,0,4-4-2 (100.0%),5,14,4,0.2857142857142857,4,2,0.5,0.6666666666666666,3,0.6,1.0,4,4,2,0.0,0,0.0,0.7916666666666666,24,19,7,0,0.32
2021,2021-10-14,UC San Diego Tritons - UC Santa Barbara Gauchos 0:1,United States. NCAA D1 Big West,101,True,UC Santa Barbara Gauchos,37,0.5135135135135135,19,18.23,6.71,21.35,103,0.970873786407767,100,0.15267175572519084,16,0,4,1,0.25,1,1,1.0,11,2,0.18181818181818182,1,16,72,0.6111111111111112,44,-0.3999999999999999,230,0.5,115,194,0.7938144329896907,154,0.23511450381679388,8,0,0,1,8,1,43,340,0.9294117647058824,316,0.48244274809160304,5.56,41,0.5121951219512195,21,0.03206106870229008,101,56,13,32,17.86,78,0.38461538461538464,30,0,6.22,738,0.8875338753387534,655,85,0.7529411764705882,64,0.09770992366412214,0,0,32,7,,39,12,0.3076923076923077,64.08,82,0.8414634146341463,69,0.10534351145038168,96,18,39,39,0,4-2-3-1 (100.0%),14,5,3,0.6,9,1,0.1111111111111111,0.5,2,0.14285714285714285,0.5,6,3,9,0.3333333333333333,3,0.004580152671755725,1.0,22,22,23,0,1.4
2021,2021-10-17,Sacramento State Hornets - UC San Diego Tritons 2:1 (E),United States. NCAA D1 Big West,100,True,Sacramento State Hornets,71,0.5915492957746479,42,22.61,4.03,19.11,58,0.896551724137931,52,0.1319796954314721,11,1,8,3,0.375,0,0,,18,9,0.5,8,14,104,0.6730769230769231,70,0.52,325,0.5169230769230769,168,161,0.6956521739130435,112,0.28426395939086296,9,1,0,1,12,2,48,210,0.9,189,0.4796954314720812,13.64,66,0.5303030303030303,35,0.08883248730964467,132,80,19,33,14.13,109,0.3761467889908257,41,2,6.71,484,0.8140495867768595,394,86,0.6976744186046512,60,0.15228426395939088,0,0,33,7,,48,14,0.2916666666666667,57.89,99,0.7878787878787878,78,0.19796954314720813,103,20,39,44,0,4-1-4-1 (100.0%),19,16,6,0.375,9,1,0.1111111111111111,0.14285714285714285,7,0.3684210526315789,0.4,5,2,7,0.7142857142857143,5,0.012690355329949238,0.9411764705882353,17,16,28,0,1.48
2021,2021-10-17,Sacramento State Hornets - UC San Diego Tritons 2:1 (E),United States. NCAA D1 Big West,100,False,UC San Diego Tritons,71,0.323943661971831,23,20.45,2.66,16.54,42,0.9047619047619048,38,0.152,23,2,3,2,0.6666666666666666,2,2,1.0,9,6,0.6666666666666666,7,7,109,0.6238532110091743,68,-1.6099999999999999,325,0.4276923076923077,139,121,0.6446280991735537,78,0.312,3,4,0,-1,15,1,29,105,0.8571428571428571,90,0.36,16.15,52,0.6153846153846154,32,0.128,141,56,44,41,12.92,104,0.3269230769230769,34,2,18.17,322,0.7763975155279503,250,48,0.625,30,0.12,0,0,19,7,,32,9,0.28125,42.11,76,0.6710526315789473,51,0.204,96,19,57,20,0,4-4-2 (100.0%),16,19,7,0.3684210526315789,3,2,0.6666666666666666,0.3333333333333333,6,0.375,0.3333333333333333,3,1,6,0.3333333333333333,2,0.008,0.75,24,18,23,1,2.61
2021,2021-10-21,UC Irvine Anteaters - UC San Diego Tritons 2:0,United States. NCAA D1 Big West,95,True,UC Irvine Anteaters,48,0.5208333333333334,25,21.66,4.55,21.88,79,0.9746835443037974,77,0.17865429234338748,36,0,5,3,0.6,1,0,0.0,10,3,0.3,2,5,79,0.6455696202531646,51,0.09000000000000008,247,0.43724696356275305,108,137,0.7226277372262774,99,0.2296983758700696,7,1,0,2,7,2,38,240,0.9083333333333333,218,0.505800464037123,9.98,50,0.48,24,0.05568445475638051,109,58,19,32,14.5,86,0.27906976744186046,24,0,6.58,501,0.8602794411177644,431,81,0.7037037037037037,57,0.13225058004640372,0,0,21,0,,31,8,0.25806451612903225,62.29,62,0.8387096774193549,52,0.12064965197215777,83,11,34,38,0,4-2-3-1 (100.0%),12,9,4,0.4444444444444444,7,3,0.42857142857142855,0.5,6,0.5,0.5,6,3,0,,0,0.0,0.9473684210526315,19,18,7,0,1.91
2021,2021-10-21,UC Irvine Anteaters - UC San Diego Tritons 2:0,United States. NCAA D1 Big West,95,False,UC San Diego Tritons,48,0.4583333333333333,22,24.9,2.85,20.36,55,0.8727272727272727,48,0.20168067226890757,7,2,7,1,0.14285714285714285,0,0,,15,5,0.3333333333333333,5,5,86,0.7209302325581395,62,-0.58,247,0.5182186234817814,128,123,0.6585365853658537,81,0.3403361344537815,8,1,0,-2,13,0,52,113,0.8495575221238938,96,0.40336134453781514,15.29,48,0.5416666666666666,26,0.1092436974789916,107,49,15,43,15.01,79,0.35443037974683544,28,3,8.75,314,0.7579617834394905,238,49,0.5510204081632653,27,0.1134453781512605,0,0,20,4,,35,8,0.22857142857142856,37.71,72,0.6527777777777778,47,0.19747899159663865,85,11,43,31,1,4-4-2 (88.52%),9,12,6,0.5,4,1,0.25,0.25,4,0.4444444444444444,0.6666666666666666,3,2,1,0.0,0,0.0,0.8529411764705882,34,29,12,1,0.58
2021,2021-10-24,UC San Diego Tritons - CSU Bakersfield Roadrunners 0:2,United States. NCAA D1 Big West,102,True,CSU Bakersfield Roadrunners,50,0.44,22,19.85,3.72,24.58,57,0.8947368421052632,51,0.1401098901098901,31,0,3,0,0.0,1,1,1.0,13,4,0.3076923076923077,3,4,103,0.5728155339805825,59,1.1800000000000002,267,0.50187265917603,134,158,0.6582278481012658,104,0.2857142857142857,11,2,0,2,8,2,32,174,0.9022988505747126,157,0.43131868131868134,10.22,46,0.5,23,0.06318681318681318,135,68,24,43,16.83,76,0.39473684210526316,30,0,6.91,450,0.8088888888888889,364,77,0.5714285714285714,44,0.12087912087912088,0,0,19,1,,27,9,0.3333333333333333,52.3,68,0.7941176470588235,54,0.14835164835164835,99,8,45,46,0,4-2-3-1 (93.5%),12,10,4,0.4,9,3,0.3333333333333333,0.5,6,0.5,0.25,16,4,9,0.3333333333333333,3,0.008241758241758242,1.0,26,26,10,1,0.82
2021,2021-10-24,UC San Diego Tritons - CSU Bakersfield Roadrunners 0:2,United States. NCAA D1 Big West,102,False,UC San Diego Tritons,50,0.4,20,22.58,2.5,18.09,49,0.8979591836734694,44,0.17120622568093385,11,2,5,1,0.2,4,3,0.75,11,4,0.36363636363636365,5,3,76,0.6052631578947368,46,-0.58,267,0.44569288389513106,119,144,0.6666666666666666,96,0.3735408560311284,17,2,0,-2,8,0,31,110,0.8363636363636363,92,0.35797665369649806,14.79,50,0.52,26,0.10116731517509728,126,65,14,47,13.86,103,0.42718446601941745,44,1,11.9,338,0.7603550295857988,257,61,0.639344262295082,39,0.1517509727626459,0,0,17,3,,37,6,0.16216216216216217,47.7,74,0.7567567567567568,56,0.2178988326848249,90,8,47,35,0,4-2-3-1 (87.95%),10,12,6,0.5,4,1,0.25,0.25,4,0.4,0.6666666666666666,3,2,1,0.0,0,0.0,0.9302325581395349,43,40,14,2,0.58
2021,2021-10-31,UC Riverside Highlanders - UC San Diego Tritons 1:2,United States. NCAA D1 Big West,101,True,UC Riverside Highlanders,25,0.44,11,21.04,5.06,17.96,57,0.9122807017543859,52,0.11504424778761062,11,2,3,1,0.3333333333333333,0,0,,11,0,0.0,0,2,76,0.6710526315789473,51,0.69,230,0.5,115,158,0.7088607594936709,112,0.24778761061946902,11,4,1,-1,13,1,32,246,0.9146341463414634,225,0.497787610619469,8.97,49,0.3877551020408163,19,0.0420353982300885,113,67,13,33,15.31,97,0.3917525773195876,38,2,11.17,546,0.8278388278388278,452,74,0.6756756756756757,50,0.11061946902654868,0,0,19,0,,28,2,0.07142857142857142,60.31,78,0.7051282051282052,55,0.12168141592920353,75,12,36,27,1,3-4-2-1 (19.34%),4,12,4,0.3333333333333333,2,1,0.5,0.5,2,0.5,0.6666666666666666,3,2,6,0.0,0,0.0,0.96,25,24,7,0,0.31
2021,2021-10-31,UC Riverside Highlanders - UC San Diego Tritons 1:2,United States. NCAA D1 Big West,101,False,UC San Diego Tritons,25,0.4,10,19.71,3.28,21.05,48,0.9166666666666666,44,0.1461794019933555,17,1,2,0,0.0,3,0,0.0,6,1,0.16666666666666666,1,5,97,0.6082474226804123,59,0.53,230,0.4608695652173913,106,132,0.7045454545454546,93,0.3089700996677741,17,3,0,1,3,2,44,122,0.8852459016393442,108,0.3588039867109635,14.17,52,0.4807692307692308,25,0.08305647840531562,94,47,16,31,15.64,76,0.32894736842105265,25,2,12.42,367,0.8201634877384196,301,59,0.6101694915254238,36,0.11960132890365449,1,1,17,2,1.0,34,10,0.29411764705882354,39.69,70,0.7142857142857143,50,0.16611295681063123,95,11,50,34,0,4-4-2 (100.0%),12,4,3,0.75,9,3,0.3333333333333333,0.75,4,0.3333333333333333,0.5,6,3,9,0.6666666666666666,6,0.019933554817275746,0.7619047619047619,21,16,6,4,1.47
2022,2022-08-26,Pacific Tigers - UC San Diego Tritons 1:3,United States. NCAA D1 Non-conference matches,98,True,Pacific Tigers,30,0.5666666666666667,17,18.13,6.74,16.85,105,0.9428571428571428,99,0.15664556962025317,17,3,6,2,0.3333333333333333,0,0,,11,2,0.18181818181818182,4,11,87,0.5057471264367817,44,-0.55,250,0.432,108,177,0.807909604519774,143,0.22626582278481014,11,1,0,-2,2,1,40,319,0.9341692789968652,298,0.47151898734177217,6.99,49,0.6530612244897959,32,0.05063291139240506,95,47,17,31,18.72,97,0.36082474226804123,35,0,5.87,701,0.9015691868758916,632,75,0.8,60,0.0949367088607595,1,1,30,5,1.0,39,6,0.15384615384615385,65.95,92,0.782608695652174,72,0.11392405063291139,70,10,33,27,0,4-2-3-1 (100.0%),10,8,5,0.625,3,1,0.3333333333333333,0.16666666666666666,6,0.6,0.3333333333333333,6,2,10,0.5,5,0.007911392405063292,0.9655172413793104,29,28,22,2,1.55
2022,2022-08-26,Pacific Tigers - UC San Diego Tritons 1:3,United States. NCAA D1 Non-conference matches,98,False,UC San Diego Tritons,30,0.43333333333333335,13,20.51,3.05,14.12,47,0.9787234042553191,46,0.19742489270386265,20,1,3,0,0.0,1,1,1.0,14,3,0.21428571428571427,3,3,97,0.6391752577319587,62,0.7799999999999998,250,0.548,137,115,0.6782608695652174,78,0.33476394849785407,10,3,0,2,7,3,34,92,0.8478260869565217,78,0.33476394849785407,13.65,40,0.5,20,0.08583690987124463,94,41,20,33,15.15,87,0.4942528735632184,43,2,21.61,293,0.7952218430034129,233,52,0.6538461538461539,34,0.1459227467811159,0,0,17,3,,27,6,0.2222222222222222,34.05,56,0.7857142857142857,44,0.1888412017167382,81,11,36,34,0,4-4-2 (47.7%),8,10,6,0.6,2,1,0.5,0.2,5,0.625,1.0,3,3,1,1.0,1,0.004291845493562232,0.7777777777777778,18,14,15,1,2.22
2022,2022-08-29,Santa Clara Broncos - UC San Diego Tritons 0:2,United States. NCAA D1 Non-conference matches,100,True,Santa Clara Broncos,54,0.3888888888888889,21,19.7,3.71,20.76,71,0.971830985915493,69,0.17829457364341086,21,2,9,2,0.2222222222222222,0,0,,14,5,0.35714285714285715,5,3,88,0.6590909090909091,58,-0.69,294,0.4557823129251701,134,177,0.655367231638418,116,0.2997416020671835,15,1,1,-2,3,0,46,151,0.9072847682119205,137,0.35400516795865633,14.44,69,0.4782608695652174,33,0.08527131782945736,132,79,13,40,15.92,105,0.34285714285714286,36,0,4.33,478,0.8096234309623431,387,78,0.5769230769230769,45,0.11627906976744186,0,0,28,2,,35,6,0.17142857142857143,58.98,70,0.7571428571428571,53,0.13695090439276486,99,9,53,37,0,3-4-1-2 (100.0%),10,5,2,0.4,6,2,0.3333333333333333,1.0,2,0.2,0.7142857142857143,7,5,2,0.0,0,0.0,0.9166666666666666,24,22,7,1,0.69
2022,2022-08-29,Santa Clara Broncos - UC San Diego Tritons 0:2,United States. NCAA D1 Non-conference matches,100,False,UC San Diego Tritons,54,0.5370370370370371,29,18.59,2.31,14.88,44,0.9090909090909091,40,0.18867924528301888,14,0,2,0,0.0,2,0,0.0,9,4,0.4444444444444444,4,2,105,0.6571428571428571,69,1.28,294,0.5,147,145,0.6275862068965518,91,0.42924528301886794,13,2,0,2,6,2,50,68,0.75,51,0.24056603773584906,12.93,38,0.42105263157894735,16,0.07547169811320754,118,50,28,40,14.08,88,0.3409090909090909,30,4,10.88,294,0.7210884353741497,212,46,0.6304347826086957,29,0.13679245283018868,0,0,15,1,,31,4,0.12903225806451613,41.02,74,0.6351351351351351,47,0.22169811320754718,89,9,50,30,0,4-4-2 (35.41%),5,10,2,0.2,0,0,,0.0,2,0.4,0.2,5,1,5,0.2,1,0.0047169811320754715,0.65,40,26,7,1,0.72
2022,2022-09-03,UC San Diego Tritons - Utah Tech Trailblazers 1:0,United States. NCAA D1 Non-conference matches,96,False,UC San Diego Tritons,29,0.41379310344827586,12,21.46,3.4,15.13,55,0.9454545454545454,52,0.17105263157894737,8,0,8,0,0.0,1,0,0.0,17,3,0.17647058823529413,2,5,83,0.5783132530120482,48,0.32999999999999996,213,0.4694835680751174,100,141,0.6950354609929078,98,0.3223684210526316,18,4,0,1,6,1,46,140,0.8571428571428571,120,0.39473684210526316,10.68,41,0.5121951219512195,21,0.06907894736842106,118,76,10,32,15.57,73,0.4383561643835616,32,2,9.07,384,0.7916666666666666,304,66,0.696969696969697,46,0.1513157894736842,0,0,24,6,,35,5,0.14285714285714285,44.83,72,0.8194444444444444,59,0.19407894736842105,84,27,28,29,0,4-4-2 (100.0%),6,7,1,0.14285714285714285,2,1,0.5,0.3333333333333333,3,0.5,0.25,4,1,8,0.25,2,0.006578947368421052,0.9,30,27,16,2,0.67
2022,2022-09-03,UC San Diego Tritons - Utah Tech Trailblazers 1:0,United States. NCAA D1 Non-conference matches,96,True,Utah Tech Trailblazers,29,0.5862068965517241,17,20.5,4.42,20.59,91,0.9340659340659341,85,0.20481927710843373,32,1,1,0,0.0,0,0,,3,1,0.3333333333333333,1,5,73,0.5616438356164384,41,-0.53,213,0.49765258215962443,106,162,0.7160493827160493,116,0.27951807228915665,12,3,0,-1,9,0,51,177,0.9265536723163842,164,0.39518072289156625,10.18,50,0.56,28,0.06746987951807229,105,43,38,24,16.17,83,0.42168674698795183,35,1,15.33,491,0.845213849287169,415,60,0.6,36,0.08674698795180723,0,0,11,1,,23,6,0.2608695652173913,55.17,72,0.6666666666666666,48,0.11566265060240964,70,4,48,18,1,4-1-4-1 (43.75%),7,6,4,0.6666666666666666,4,0,0.0,0.0,1,0.14285714285714285,0.375,8,3,3,0.3333333333333333,1,0.0024096385542168677,1.0,25,25,10,1,0.53
2022,2022-09-05,UC San Diego Tritons - Berkeley Golden Bears 1:1,United States. NCAA D1 Non-conference matches,93,True,Berkeley Golden Bears,37,0.4864864864864865,18,21.74,5.1,21.39,91,0.9340659340659341,85,0.17819706498951782,18,1,7,2,0.2857142857142857,1,0,0.0,12,5,0.4166666666666667,5,5,65,0.6153846153846154,40,0.13,207,0.463768115942029,96,163,0.7361963190184049,120,0.25157232704402516,14,1,0,0,10,1,35,245,0.9306122448979591,228,0.4779874213836478,8.99,50,0.48,24,0.050314465408805034,116,50,34,32,17.08,75,0.32,24,1,7.74,556,0.8579136690647482,477,70,0.6857142857142857,48,0.10062893081761007,0,0,21,3,,29,8,0.27586206896551724,63.12,90,0.7777777777777778,70,0.14675052410901468,84,10,46,28,0,3-4-1-2 (100.0%),12,5,1,0.2,8,2,0.25,1.0,2,0.16666666666666666,0.6666666666666666,9,6,1,0.0,0,0.0,0.75,20,15,16,0,0.87
2022,2022-09-05,UC San Diego Tritons - Berkeley Golden Bears 1:1,United States. NCAA D1 Non-conference matches,93,False,UC San Diego Tritons,37,0.32432432432432434,12,21.82,2.36,19.24,40,0.825,33,0.17010309278350516,15,1,4,1,0.25,1,0,0.0,13,2,0.15384615384615385,2,0,75,0.68,51,0.08999999999999997,207,0.4782608695652174,99,110,0.6636363636363637,73,0.37628865979381443,6,4,0,0,7,1,48,79,0.7468354430379747,59,0.30412371134020616,14.13,38,0.5263157894736842,20,0.10309278350515463,120,68,19,33,14.14,65,0.38461538461538464,25,0,15.68,269,0.7211895910780669,194,46,0.6739130434782609,31,0.15979381443298968,1,1,19,0,1.0,35,2,0.05714285714285714,36.88,62,0.6774193548387096,42,0.21649484536082475,91,24,36,31,0,4-4-2 (100.0%),5,12,2,0.16666666666666666,3,0,0.0,0.0,1,0.2,0.7,10,7,1,0.0,0,0.0,0.78125,32,25,7,1,0.91
2022,2022-09-10,UC San Diego Tritons - Denver Pioneers 0:2,United States. NCAA D1 Non-conference matches,102,True,Denver Pioneers,39,0.6153846153846154,24,17.69,4.88,14.08,99,0.9696969696969697,96,0.1791044776119403,29,0,7,3,0.42857142857142855,0,0,,14,4,0.2857142857142857,3,4,75,0.6133333333333333,46,-0.20999999999999996,253,0.4782608695652174,121,207,0.7777777777777778,161,0.3003731343283582,12,3,0,2,8,2,50,222,0.8783783783783784,195,0.36380597014925375,8.49,53,0.5283018867924528,28,0.05223880597014925,123,53,20,50,18.37,111,0.3333333333333333,37,0,4.94,624,0.8589743589743589,536,67,0.6417910447761194,43,0.08022388059701492,1,1,26,2,1.0,34,2,0.058823529411764705,65.77,81,0.7160493827160493,58,0.10820895522388059,94,14,43,37,0,4-2-3-1 (93.21%),8,8,0,0.0,2,1,0.5,0.25,4,0.5,0.0,1,0,14,0.42857142857142855,6,0.011194029850746268,0.8666666666666667,30,26,18,1,2.21
2022,2022-09-10,UC San Diego Tritons - Denver Pioneers 0:2,United States. NCAA D1 Non-conference matches,102,False,UC San Diego Tritons,39,0.3333333333333333,13,22.72,2.36,19.67,43,0.9302325581395349,40,0.20833333333333334,14,2,2,1,0.5,0,0,,18,5,0.2777777777777778,5,1,111,0.6666666666666666,74,-0.57,253,0.4901185770750988,124,123,0.5691056910569106,70,0.3645833333333333,14,2,0,-2,10,0,36,76,0.8289473684210527,63,0.328125,19.71,54,0.4074074074074074,22,0.11458333333333333,113,51,15,47,15.5,75,0.38666666666666666,29,0,16.59,274,0.7007299270072993,192,56,0.5714285714285714,32,0.16666666666666666,0,0,11,2,,31,6,0.1935483870967742,34.23,68,0.5441176470588235,37,0.19270833333333334,86,16,40,30,0,4-4-2 (69.49%),8,8,4,0.5,2,0,0.0,,0,0.0,0.25,4,1,1,1.0,1,0.005208333333333333,0.6756756756756757,37,25,12,2,0.57
2022,2022-09-12,UC San Diego Tritons - UNLV Rebels 1:0,United States. NCAA D1 Non-conference matches,97,False,UC San Diego Tritons,50,0.4,20,23.17,2.11,17.51,43,0.9302325581395349,40,0.2,20,0,5,3,0.6,0,0,,19,5,0.2631578947368421,5,3,56,0.7321428571428571,41,-0.5900000000000001,213,0.4413145539906103,94,129,0.5736434108527132,74,0.37,7,1,1,1,8,1,38,89,0.8089887640449438,72,0.36,20.56,59,0.4067796610169492,24,0.12,129,70,11,48,13.78,69,0.2898550724637681,20,1,15.86,287,0.6968641114982579,200,50,0.6,30,0.15,1,1,23,6,1.0,34,9,0.2647058823529412,45.41,69,0.6086956521739131,42,0.21,87,20,30,37,0,4-3-2-1 (48.55%),13,12,3,0.25,6,1,0.16666666666666666,0.3333333333333333,3,0.23076923076923078,,0,0,0,,0,0.0,0.7948717948717948,39,31,21,1,1.59
2022,2022-09-12,UC San Diego Tritons - UNLV Rebels 1:0,United States. NCAA D1 Non-conference matches,97,True,UNLV Rebels,50,0.46,23,20.78,3.43,19.25,50,0.88,44,0.14057507987220447,18,1,4,4,1.0,0,0,,13,3,0.23076923076923078,4,8,69,0.7101449275362319,49,-0.85,213,0.49765258215962443,106,160,0.575,92,0.2939297124600639,13,0,0,-1,9,0,45,164,0.8719512195121951,143,0.45686900958466453,11.93,50,0.26,13,0.04153354632587859,132,46,35,51,16.74,56,0.26785714285714285,15,3,5.75,419,0.747016706443914,313,65,0.5692307692307692,37,0.1182108626198083,0,0,33,3,,26,6,0.23076923076923078,54.59,84,0.5833333333333334,49,0.15654952076677317,82,7,45,30,0,4-3-2-1 (100.0%),12,13,3,0.23076923076923078,4,1,0.25,0.3333333333333333,3,0.25,0.75,4,3,2,0.0,0,0.0,0.925,40,37,14,3,0.85
2022,2022-09-16,UC San Diego Tritons - San Diego Toreros 0:0,United States. NCAA D1 Non-conference matches,93,True,San Diego Toreros,55,0.5272727272727272,29,19.66,4.49,21.67,89,0.8202247191011236,73,0.17761557177615572,13,0,6,2,0.3333333333333333,0,0,,13,1,0.07692307692307693,1,10,90,0.6111111111111112,55,-0.79,254,0.5354330708661418,136,185,0.6810810810810811,126,0.30656934306569344,12,3,0,0,9,0,44,179,0.8770949720670391,157,0.3819951338199513,13.71,72,0.5138888888888888,37,0.09002433090024331,132,73,11,48,16.48,78,0.4358974358974359,34,0,4.3,525,0.7828571428571428,411,85,0.611764705882353,52,0.12652068126520682,0,0,36,4,,40,12,0.3,60.5,88,0.7386363636363636,65,0.15815085158150852,100,17,37,46,0,3-4-1-2 (100.0%),14,13,4,0.3076923076923077,8,6,0.75,0.8571428571428571,7,0.5,0.42857142857142855,7,3,0,,0,0.0,0.84,25,21,19,2,0.79
2022,2022-09-16,UC San Diego Tritons - San Diego Toreros 0:0,United States. NCAA D1 Non-conference matches,93,False,UC San Diego Tritons,55,0.36363636363636365,20,22.97,2.26,15.57,33,1.0,33,0.1683673469387755,19,0,3,2,0.6666666666666666,1,1,1.0,11,5,0.45454545454545453,4,7,78,0.5641025641025641,44,-1.39,254,0.4251968503937008,108,129,0.5658914728682171,73,0.37244897959183676,6,1,0,0,9,0,39,82,0.8292682926829268,68,0.3469387755102041,16.85,46,0.5,23,0.11734693877551021,137,43,35,59,13.12,90,0.3888888888888889,35,2,24.53,273,0.717948717948718,196,43,0.5116279069767442,22,0.11224489795918367,0,0,19,1,,24,10,0.4166666666666667,39.5,74,0.6081081081081081,45,0.22959183673469388,96,12,48,36,0,4-4-1-1 (100.0%),13,14,8,0.5714285714285714,4,1,0.25,0.3333333333333333,3,0.23076923076923078,0.5,2,1,2,0.5,1,0.00510204081632653,0.625,32,20,17,1,1.39
2022,2022-09-19,Gonzaga Bulldogs - UC San Diego Tritons 2:0,United States. NCAA D1 Non-conference matches,100,True,Gonzaga Bulldogs,35,0.4857142857142857,17,20.0,4.29,20.95,60,1.0,60,0.14354066985645933,26,0,7,2,0.2857142857142857,1,0,0.0,19,5,0.2631578947368421,6,9,75,0.6933333333333334,52,0.33000000000000007,260,0.5269230769230769,137,158,0.7848101265822784,124,0.2966507177033493,12,2,0,2,6,2,33,204,0.8823529411764706,180,0.430622009569378,11.66,57,0.6140350877192983,35,0.08373205741626795,97,46,19,32,14.63,105,0.41904761904761906,44,1,7.68,489,0.8548057259713702,418,63,0.746031746031746,47,0.11244019138755981,0,0,29,8,,37,14,0.3783783783783784,62.46,78,0.7564102564102564,59,0.14114832535885166,97,17,46,34,0,4-3-3 (36.02%),22,7,4,0.5714285714285714,11,4,0.36363636363636365,0.4444444444444444,9,0.4090909090909091,0.42857142857142855,7,3,1,1.0,1,0.0023923444976076554,0.8947368421052632,19,17,21,2,1.67
