index,Game,numOpportunity,Event,Result,Start Pos,End Pos,Team,Player,startX,startY,endX,endY,Side
1,SJS,0.0,Tackle,Successful,"[69.99999999999997, 48.952380952380956]","[-1, -1]",SJS,8.0,50.00000000000003,31.047619047619044,121.0,81.0,right
3,SJS,0.0,Pass,Successful,"[87.14285714285714, 43.42857142857143]","[91.52380952380952, 30.66666666666667]",SJS,-1.0,32.85714285714286,36.57142857142857,28.47619047619048,49.33333333333333,right
5,SJS,0.0,Shot(foot),Unsuccessful,"[92.47619047619048, 31.42857142857143]","[105.42857142857142, 31.80952380952381]",SJS,-1.0,27.52380952380952,48.57142857142857,14.571428571428584,48.19047619047619,right
7,SJS,1.0,Set Piece,Successful,"[74.38095238095238, 42.85714285714286]","[79.52380952380952, 51.04761904761905]",SJS,-1.0,45.61904761904762,37.14285714285714,40.47619047619048,28.95238095238095,right
9,SJS,1.0,Pass,Successful,"[93.04761904761904, 36.761904761904766]","[97.42857142857142, 27.04761904761905]",SJS,-1.0,26.952380952380963,43.238095238095234,22.571428571428584,52.95238095238095,right
11,SJS,1.0,Shot(foot),Unsuccessful,"[97.42857142857142, 28.38095238095238]","[118.76190476190476, 36.38095238095238]",SJS,-1.0,22.571428571428584,51.61904761904762,1.2380952380952408,43.61904761904762,right
13,SJS,2.0,Pass,Successful,"[3.3333333333333215, 36.57142857142857]","[17.238095238095227, 24.0]",SJS,-1.0,116.66666666666669,43.42857142857143,102.76190476190477,56.0,right
15,SJS,2.0,Pass,Successful,"[117.42857142857142, 21.33333333333333]","[105.8095238095238, 29.14285714285714]",SJS,-1.0,2.5714285714285836,58.66666666666667,14.190476190476204,50.85714285714286,right
17,SJS,2.0,Shot(foot),Unsuccessful,"[103.9047619047619, 28.38095238095238]","[119.52380952380952, 43.04761904761905]",SJS,-1.0,16.095238095238102,51.61904761904762,0.4761904761904816,36.95238095238095,right
19,SJS,3.0,Pass,Unsuccessful,"[90.57142857142856, 29.14285714285714]","[73.99999999999997, 56.38095238095238]",UCSD,6.0,29.428571428571445,50.85714285714286,46.00000000000003,23.61904761904762,right
21,SJS,3.0,Pass,Successful,"[86.57142857142856, 57.523809523809526]","[96.09523809523807, 40.57142857142857]",SJS,-1.0,33.428571428571445,22.476190476190474,23.904761904761926,39.42857142857143,right
23,SJS,3.0,Shot(foot),Unsuccessful,"[112.85714285714286, 22.285714285714292]","[119.14285714285714, 39.42857142857143]",SJS,-1.0,7.142857142857139,57.71428571428571,0.8571428571428612,40.57142857142857,right
25,SJS,4.0,Throw-in,Successful,"[81.04761904761904, 79.61904761904762]","[102.38095238095238, 66.28571428571428]",SJS,-1.0,38.95238095238096,0.3809523809523796,17.61904761904762,13.714285714285722,right
27,SJS,4.0,Pass,Successful,"[97.42857142857142, 66.66666666666667]","[94.57142857142856, 49.523809523809526]",SJS,-1.0,22.571428571428584,13.333333333333329,25.428571428571445,30.476190476190474,right
29,SJS,4.0,Shot(foot),Unsuccessful,"[95.33333333333331, 50.095238095238095]","[118.19047619047618, 40.38095238095238]",SJS,-1.0,24.666666666666686,29.904761904761905,1.8095238095238244,39.61904761904762,right
31,SJS,5.0,Pass,Successful,"[11.904761904761891, 24.38095238095238]","[33.61904761904761, 18.47619047619048]",SJS,-1.0,108.0952380952381,55.61904761904762,86.38095238095238,61.52380952380952,right
33,SJS,5.0,Pass,Successful,"[52.09523809523808, 48.19047619047619]","[91.14285714285714, 6.476190476190482]",SJS,-1.0,67.90476190476193,31.80952380952381,28.85714285714286,73.52380952380952,right
35,SJS,5.0,Shot(foot),Unsuccessful,"[105.8095238095238, 26.095238095238102]","[111.33333333333331, 28.95238095238095]",SJS,-1.0,14.190476190476204,53.9047619047619,8.666666666666686,51.04761904761905,right
37,SJS,6.0,Pass,Successful,"[115.14285714285714, 32.38095238095238]","[103.52380952380952, 20.38095238095238]",SJS,-1.0,115.14285714285714,32.38095238095238,103.52380952380952,20.38095238095238,left
39,SJS,6.0,Pass,Successful,"[32.85714285714284, 53.523809523809526]","[36.28571428571427, 42.095238095238095]",SJS,-1.0,32.85714285714284,53.523809523809526,36.28571428571427,42.095238095238095,left
41,SJS,6.0,Shot(foot),Successful,"[31.14285714285713, 41.523809523809526]","[1.4285714285714164, 37.523809523809526]",SJS,-1.0,31.14285714285713,41.523809523809526,1.4285714285714164,37.523809523809526,left
43,SJS,7.0,Set Piece,Successful,"[0.4761904761904674, 78.85714285714286]","[17.238095238095227, 36.952380952380956]",SJS,-1.0,0.4761904761904674,78.85714285714286,17.238095238095227,36.952380952380956,left
45,SJS,7.0,Pass,Successful,"[53.99999999999999, 20.76190476190476]","[38.76190476190475, 22.66666666666667]",SJS,-1.0,53.99999999999999,20.76190476190476,38.76190476190475,22.66666666666667,left
47,SJS,7.0,Shot(foot),Unsuccessful,"[35.33333333333332, 23.42857142857143]","[0.6666666666666572, 31.80952380952381]",SJS,-1.0,35.33333333333332,23.42857142857143,0.6666666666666572,31.80952380952381,left
49,SJS,8.0,Pass,Unsuccessful,"[27.14285714285713, 10.285714285714292]","[43.14285714285713, 14.285714285714292]",UCSD,10.0,27.14285714285713,10.285714285714292,43.14285714285713,14.285714285714292,left
51,SJS,8.0,Tackle,Successful,"[6.761904761904752, 33.333333333333336]","[20.28571428571427, 32.761904761904766]",UCSD,2.0,6.761904761904752,33.333333333333336,20.28571428571427,32.761904761904766,left
53,SJS,8.0,Shot(foot),Unsuccessful,"[19.7142857142857, 31.23809523809524]","[1.4285714285714164, 37.904761904761905]",SJS,-1.0,19.7142857142857,31.23809523809524,1.4285714285714164,37.904761904761905,left
