index,Game,numOpportunity,Event,Result,Start Pos,End Pos,Team,Player,startX,startY,endX,endY,Side
0,Fullerton,0,Pass,Unsuccessful,"[35.33333333333332, 66.28571428571428]","[91.7142857142857, 68.0]",UCSD,12,35.33333333333332,66.28571428571428,91.7142857142857,68.0,left
1,Fullerton,0,Pass,Successful,"[15.333333333333321, 50.666666666666664]","[20.476190476190467, 41.142857142857146]",Opponent,12,15.333333333333321,50.666666666666664,20.476190476190467,41.142857142857146,left
2,Fullerton,0,Shot(foot),Unsuccessful,"[21.809523809523796, 40.57142857142857]","[16.09523809523808, 40.57142857142857]",Opponent,12,21.809523809523796,40.57142857142857,16.09523809523808,40.57142857142857,left
3,Fullerton,1,Tackle,Successful,"[96.28571428571428, 19.61904761904762]","[-1, -1]",Opponent,17,96.28571428571428,19.61904761904762,-1.0,-1.0,left
4,Fullerton,1,Pass,Successful,"[68.28571428571428, 50.476190476190474]","[36.47619047619046, 69.71428571428572]",Opponent,17,68.28571428571428,50.476190476190474,36.47619047619046,69.71428571428572,left
5,Fullerton,1,Shot(foot),Unsuccessful,"[19.90476190476189, 53.142857142857146]","[0.4761904761904674, 43.42857142857143]",Opponent,17,19.90476190476189,53.142857142857146,0.4761904761904674,43.42857142857143,left
6,Fullerton,2,Pass,Unsuccessful,"[8.666666666666657, 71.04761904761905]","[48.09523809523808, 68.57142857142857]",UCSD,2,8.666666666666657,71.04761904761905,48.09523809523808,68.57142857142857,left
7,Fullerton,2,Pass,Successful,"[47.7142857142857, 68.0]","[37.61904761904761, 50.476190476190474]",Opponent,2,47.7142857142857,68.0,37.61904761904761,50.476190476190474,left
8,Fullerton,2,Shot(foot),Unsuccessful,"[24.476190476190467, 43.61904761904762]","[1.0476190476190368, 38.66666666666667]",Opponent,2,24.476190476190467,43.61904761904762,1.0476190476190368,38.66666666666667,left
9,Fullerton,3,Pass,Unsuccessful,"[24.28571428571427, 75.80952380952381]","[26.380952380952372, 61.714285714285715]",UCSD,8,24.28571428571427,75.80952380952381,26.380952380952372,61.714285714285715,left
10,Fullerton,3,Tackle,Successful,"[19.7142857142857, 33.904761904761905]","[-1, -1]",Opponent,19,19.7142857142857,33.904761904761905,-1.0,-1.0,left
11,Fullerton,3,Shot(foot),Unsuccessful,"[13.809523809523796, 28.0]","[1.2380952380952266, 37.142857142857146]",Opponent,19,13.809523809523796,28.0,1.2380952380952266,37.142857142857146,left
12,Fullerton,4,Set Piece,Successful,"[0.4761904761904674, 79.23809523809524]","[6.3809523809523725, 40.38095238095238]",Opponent,-1,0.4761904761904674,79.23809523809524,6.3809523809523725,40.38095238095238,left
13,Fullerton,4,Shot(foot),Unsuccessful,"[6.3809523809523725, 39.23809523809524]","[1.0476190476190368, 38.476190476190474]",Opponent,-1,6.3809523809523725,39.23809523809524,1.0476190476190368,38.476190476190474,left
14,Fullerton,5,Set Piece,Successful,"[0.4761904761904674, 79.23809523809524]","[5.238095238095227, 53.142857142857146]",Opponent,-1,0.4761904761904674,79.23809523809524,5.238095238095227,53.142857142857146,left
15,Fullerton,5,Pass,Successful,"[1.2380952380952266, 54.476190476190474]","[7.142857142857132, 42.666666666666664]",Opponent,-1,1.2380952380952266,54.476190476190474,7.142857142857132,42.666666666666664,left
16,Fullerton,5,Shot(foot),Unsuccessful,"[6.571428571428562, 41.714285714285715]","[1.2380952380952266, 41.142857142857146]",Opponent,-1,6.571428571428562,41.714285714285715,1.2380952380952266,41.142857142857146,left
17,Fullerton,6,Throw-in,Successful,"[37.23809523809522, 0.0]","[33.99999999999999, 11.61904761904762]",Opponent,-1,37.23809523809522,0.0,33.99999999999999,11.61904761904762,left
18,Fullerton,6,Pass,Successful,"[24.666666666666657, 63.04761904761905]","[25.619047619047606, 50.285714285714285]",Opponent,-1,24.666666666666657,63.04761904761905,25.619047619047606,50.285714285714285,left
19,Fullerton,6,Shot(foot),Unsuccessful,"[25.809523809523796, 38.476190476190474]","[18.571428571428562, 37.142857142857146]",Opponent,-1,25.809523809523796,38.476190476190474,18.571428571428562,37.142857142857146,left
20,Fullerton,7,Pass,Unsuccessful,"[6.190476190476183, 60.57142857142857]","[21.809523809523796, 54.476190476190474]",UCSD,19,113.80952380952382,19.42857142857143,98.1904761904762,25.523809523809526,right
21,Fullerton,7,Pass,Successful,"[84.47619047619045, 29.714285714285722]","[90.76190476190476, 17.904761904761912]",Opponent,19,35.52380952380955,50.28571428571428,29.23809523809524,62.09523809523809,right
22,Fullerton,7,Shot(foot),Unsuccessful,"[100.85714285714286, 28.0]","[113.04761904761904, 38.66666666666667]",Opponent,19,19.14285714285714,52.0,6.952380952380963,41.33333333333333,right
23,Fullerton,8,Throw-in,Successful,"[71.7142857142857, 0.5714285714285694]","[85.04761904761904, 5.142857142857153]",Opponent,-1,48.285714285714306,79.42857142857143,34.95238095238096,74.85714285714285,right
24,Fullerton,8,Pass,Successful,"[89.99999999999997, 4.571428571428569]","[102.76190476190476, 60.0]",Opponent,-1,30.00000000000003,75.42857142857143,17.23809523809524,20.0,right
25,Fullerton,8,Shot(foot),Unsuccessful,"[115.7142857142857, 50.095238095238095]","[119.9047619047619, 22.095238095238102]",Opponent,-1,4.285714285714306,29.904761904761905,0.095238095238102,57.9047619047619,right
26,Fullerton,9,Pass,Unsuccessful,"[113.23809523809524, 36.952380952380956]","[46.95238095238094, 23.23809523809524]",UCSD,6,6.761904761904759,43.047619047619044,73.04761904761907,56.76190476190476,right
27,Fullerton,9,Pass,Successful,"[45.8095238095238, 21.904761904761912]","[67.7142857142857, 46.095238095238095]",Opponent,6,74.1904761904762,58.09523809523809,52.285714285714306,33.904761904761905,right
28,Fullerton,9,Shot(foot),Unsuccessful,"[105.23809523809524, 36.57142857142857]","[119.7142857142857, 45.142857142857146]",Opponent,6,14.76190476190476,43.42857142857143,0.285714285714306,34.857142857142854,right
29,Fullerton,10,Set Piece,Successful,"[83.9047619047619, 15.80952380952381]","[79.9047619047619, 26.85714285714286]",Opponent,-1,36.0952380952381,64.19047619047619,40.0952380952381,53.14285714285714,right
30,Fullerton,10,Pass,Successful,"[83.14285714285714, 27.42857142857143]","[80.47619047619045, 51.04761904761905]",Opponent,-1,36.85714285714286,52.57142857142857,39.52380952380955,28.95238095238095,right
31,Fullerton,10,Shot(foot),Unsuccessful,"[87.9047619047619, 44.38095238095238]","[107.9047619047619, 42.095238095238095]",Opponent,-1,32.0952380952381,35.61904761904762,12.095238095238102,37.904761904761905,right
32,Fullerton,11,Pass,Unsuccessful,"[58.95238095238094, 41.333333333333336]","[50.19047619047618, 43.04761904761905]",UCSD,17,61.04761904761906,38.666666666666664,69.80952380952382,36.95238095238095,right
33,Fullerton,11,Pass,Successful,"[87.52380952380952, 74.66666666666666]","[98.76190476190476, 70.66666666666666]",Opponent,17,32.47619047619048,5.333333333333343,21.23809523809524,9.333333333333343,right
34,Fullerton,11,Shot(foot),Unsuccessful,"[104.09523809523807, 53.714285714285715]","[118.19047619047618, 42.476190476190474]",Opponent,17,15.904761904761926,26.285714285714285,1.8095238095238244,37.523809523809526,right
35,Fullerton,12,Tackle,Successful,"[37.8095238095238, 76.38095238095238]","[-1, -1]",Opponent,8,82.1904761904762,3.6190476190476204,121.0,81.0,right
36,Fullerton,12,Tackle,Successful,"[114.38095238095238, 44.0]","[101.23809523809524, 36.952380952380956]",UCSD,10,5.61904761904762,36.0,18.76190476190476,43.047619047619044,right
37,Fullerton,12,Shot(foot),Unsuccessful,"[102.95238095238093, 40.761904761904766]","[109.61904761904762, 40.952380952380956]",Opponent,10,17.047619047619065,39.238095238095234,10.38095238095238,39.047619047619044,right
38,Fullerton,13,Tackle,Successful,"[85.61904761904759, 28.95238095238095]","[-1, -1]",Opponent,8,34.38095238095241,51.04761904761905,121.0,81.0,right
39,Fullerton,13,Pass,Successful,"[85.23809523809521, 27.80952380952381]","[90.57142857142856, 39.04761904761905]",Opponent,8,34.76190476190479,52.19047619047619,29.428571428571445,40.95238095238095,right
40,Fullerton,13,Shot(foot),Unsuccessful,"[99.52380952380952, 45.142857142857146]","[118.76190476190476, 46.285714285714285]",Opponent,8,20.47619047619048,34.857142857142854,1.2380952380952408,33.714285714285715,right
41,Fullerton,14,Tackle,Successful,"[78.95238095238093, 12.38095238095238]","[-1, -1]",Opponent,20,41.047619047619065,67.61904761904762,121.0,81.0,right
42,Fullerton,14,Pass,Successful,"[98.19047619047618, 37.142857142857146]","[89.23809523809521, 35.80952380952381]",Opponent,20,21.809523809523824,42.857142857142854,30.761904761904788,44.19047619047619,right
43,Fullerton,14,Shot(foot),Successful,"[92.66666666666666, 35.42857142857143]","[119.7142857142857, 36.57142857142857]",Opponent,20,27.333333333333343,44.57142857142857,0.285714285714306,43.42857142857143,right
44,Fullerton,15,Set Piece,Successful,"[46.57142857142856, 49.142857142857146]","[44.28571428571427, 31.80952380952381]",Opponent,-1,73.42857142857144,30.857142857142854,75.71428571428572,48.19047619047619,right
45,Fullerton,15,Tackle,Successful,"[113.23809523809524, 40.57142857142857]","[99.52380952380952, 45.904761904761905]",UCSD,2,6.761904761904759,39.42857142857143,20.47619047619048,34.095238095238095,right
46,Fullerton,15,Shot(foot),Successful,"[98.19047619047618, 46.095238095238095]","[119.7142857142857, 42.85714285714286]",Opponent,2,21.809523809523824,33.904761904761905,0.285714285714306,37.14285714285714,right
47,Fullerton,16,Tackle,Successful,"[71.14285714285714, 67.61904761904762]","[-1, -1]",Opponent,9,48.85714285714286,12.38095238095238,121.0,81.0,right
48,Fullerton,16,Pass,Successful,"[117.61904761904762, 53.142857142857146]","[109.8095238095238, 46.095238095238095]",Opponent,9,2.3809523809523796,26.857142857142854,10.190476190476204,33.904761904761905,right
49,Fullerton,16,Shot(foot),Unsuccessful,"[110.76190476190476, 46.095238095238095]","[115.9047619047619, 41.523809523809526]",Opponent,9,9.23809523809524,33.904761904761905,4.095238095238102,38.476190476190474,right
50,Fullerton,17,Set Piece,Successful,"[77.61904761904759, 44.19047619047619]","[97.04761904761904, 11.23809523809524]",Opponent,-1,42.38095238095241,35.80952380952381,22.952380952380963,68.76190476190476,right
51,Fullerton,17,Pass,Successful,"[106.76190476190476, 15.61904761904762]","[100.09523809523807, 26.66666666666667]",Opponent,-1,13.23809523809524,64.38095238095238,19.904761904761926,53.33333333333333,right
52,Fullerton,17,Shot(foot),Successful,"[100.47619047619045, 26.66666666666667]","[119.9047619047619, 42.85714285714286]",Opponent,-1,19.523809523809547,53.33333333333333,0.095238095238102,37.14285714285714,right
53,Fullerton,18,Pass,Unsuccessful,"[94.0, 14.857142857142861]","[76.66666666666666, 16.0]",UCSD,12,26.0,65.14285714285714,43.33333333333334,64.0,right
54,Fullerton,18,Pass,Successful,"[91.52380952380952, 31.42857142857143]","[85.8095238095238, 40.57142857142857]",Opponent,12,28.47619047619048,48.57142857142857,34.190476190476204,39.42857142857143,right
55,Fullerton,18,Shot(foot),Unsuccessful,"[95.9047619047619, 49.904761904761905]","[118.95238095238093, 34.66666666666667]",Opponent,12,24.095238095238102,30.095238095238095,1.0476190476190652,45.33333333333333,right
56,Fullerton,19,Pass,Unsuccessful,"[41.04761904761903, 57.142857142857146]","[48.66666666666665, 26.47619047619048]",UCSD,29,78.95238095238096,22.857142857142854,71.33333333333334,53.52380952380952,right
57,Fullerton,19,Pass,Successful,"[89.99999999999997, 12.0]","[115.52380952380952, 28.38095238095238]",Opponent,29,30.00000000000003,68.0,4.476190476190482,51.61904761904762,right
58,Fullerton,19,Shot(foot),Successful,"[116.66666666666666, 29.714285714285722]","[119.33333333333331, 37.904761904761905]",Opponent,29,3.333333333333343,50.28571428571428,0.6666666666666856,42.095238095238095,right
