index,Game,numOpportunity,Event,Result,Start Pos,End Pos,Team,Player,startX,startY,endX,endY,Side
0,Sac State,0,Pass,Successful,"[114.76190476190476, 37.714285714285715]","[105.23809523809524, 13.904761904761912]",Opponent,-1,114.76190476190476,37.714285714285715,105.23809523809524,13.904761904761912,left
1,Sac State,0,Pass,Successful,"[59.52380952380951, 5.904761904761912]","[44.28571428571427, 20.0]",Opponent,-1,59.52380952380951,5.904761904761912,44.28571428571427,20.0,left
2,Sac State,0,Shot(foot),Unsuccessful,"[31.52380952380951, 38.476190476190474]","[0.857142857142847, 43.61904761904762]",Opponent,-1,31.52380952380951,38.476190476190474,0.857142857142847,43.61904761904762,left
3,Sac State,1,Pass,Unsuccessful,"[26.571428571428562, 17.904761904761912]","[47.90476190476189, 23.04761904761905]",UCSD,25,26.571428571428562,17.904761904761912,47.90476190476189,23.04761904761905,left
4,Sac State,1,Pass,Successful,"[25.619047619047606, 75.04761904761905]","[33.61904761904761, 59.04761904761905]",Opponent,25,25.619047619047606,75.04761904761905,33.61904761904761,59.04761904761905,left
5,Sac State,1,Shot(foot),Unsuccessful,"[24.666666666666657, 50.666666666666664]","[0.2857142857142776, 43.80952380952381]",Opponent,25,24.666666666666657,50.666666666666664,0.2857142857142776,43.80952380952381,left
6,Sac State,2,Pass,Unsuccessful,"[102.95238095238093, 18.85714285714286]","[90.38095238095238, 9.714285714285722]",UCSD,8,17.047619047619065,61.14285714285714,29.61904761904762,70.28571428571428,right
7,Sac State,2,Pass,Successful,"[116.85714285714286, 54.857142857142854]","[110.19047619047618, 50.095238095238095]",Opponent,8,3.142857142857139,25.142857142857146,9.809523809523824,29.904761904761905,right
8,Sac State,2,Shot(foot),Unsuccessful,"[109.04761904761904, 49.523809523809526]","[115.33333333333331, 42.476190476190474]",Opponent,8,10.952380952380963,30.476190476190474,4.666666666666686,37.523809523809526,right
9,Sac State,3,Tackle,Successful,"[37.23809523809522, 58.285714285714285]","[37.23809523809522, 58.285714285714285]",Opponent,9,82.76190476190479,21.714285714285715,82.76190476190479,21.714285714285715,right
10,Sac State,3,Pass,Successful,"[115.9047619047619, 56.0]","[101.8095238095238, 48.19047619047619]",Opponent,9,4.095238095238102,24.0,18.190476190476204,31.80952380952381,right
11,Sac State,3,Shot(foot),Unsuccessful,"[106.19047619047618, 50.285714285714285]","[110.95238095238093, 46.666666666666664]",Opponent,9,13.809523809523824,29.714285714285715,9.047619047619065,33.333333333333336,right
12,Sac State,4,Set Piece,Successful,"[64.66666666666666, 9.142857142857139]","[75.52380952380952, 3.4285714285714306]",Opponent,-1,55.33333333333334,70.85714285714286,44.47619047619048,76.57142857142857,right
13,Sac State,4,Pass,Successful,"[100.85714285714286, 22.095238095238102]","[98.76190476190476, 31.61904761904762]",Opponent,-1,19.14285714285714,57.9047619047619,21.23809523809524,48.38095238095238,right
14,Sac State,4,Shot(foot),Unsuccessful,"[99.7142857142857, 36.57142857142857]","[118.95238095238093, 42.85714285714286]",Opponent,-1,20.285714285714306,43.42857142857143,1.0476190476190652,37.14285714285714,right
15,Sac State,5,Set Piece,Unsuccessful,"[119.52380952380952, 0.1904761904761898]","[116.85714285714286, 32.952380952380956]",Opponent,-1,0.4761904761904816,79.80952380952381,3.142857142857139,47.047619047619044,right
16,Sac State,5,Tackle,Successful,"[118.0, 34.285714285714285]","[100.28571428571428, 26.66666666666667]",UCSD,-1,2.0,45.714285714285715,19.714285714285722,53.33333333333333,right
17,Sac State,5,Shot(foot),Unsuccessful,"[100.66666666666666, 27.04761904761905]","[119.14285714285714, 34.66666666666667]",Opponent,-1,19.333333333333343,52.95238095238095,0.8571428571428612,45.33333333333333,right
18,Sac State,6,Tackle,Successful,"[74.57142857142856, 48.19047619047619]","[-1, -1]",Opponent,19,45.428571428571445,31.80952380952381,121.0,81.0,right
19,Sac State,6,Pass,Successful,"[78.38095238095238, 26.66666666666667]","[93.61904761904762, 14.476190476190482]",Opponent,19,41.61904761904762,53.33333333333333,26.38095238095238,65.52380952380952,right
20,Sac State,6,Shot(foot),Unsuccessful,"[102.95238095238093, 22.66666666666667]","[119.52380952380952, 45.142857142857146]",Opponent,19,17.047619047619065,57.33333333333333,0.4761904761904816,34.857142857142854,right
