,Team,Season,Duration,Goals,xG,Shots,Shots on target,Passes,Passes accurate,"Possession, %",Losses,Losses Low,Losses Medium,Losses High,Recoveries,Recoveries Low,Recoveries Medium,Recoveries High,Duels,Duels won,Shots from outside penalty area,Shots from outside penalty area on target,Positional attacks,Positional attacks with shots,Counterattacks,Counterattacks with shots,Set pieces,Set pieces with shots,Corners,Corners with shots,Free kicks,Free kicks with shots,Penalties,Penalties converted,Crosses,Crosses accurate,Deep completed crosses,Deep completed passes,Penalty area entries (runs,Penalty area entries (runs crosses),Touches in penalty area,Offensive duels,Offensive duels won,Offsides,Conceded goals,Shots against,Shots against on target,Defensive duels,Defensive duels won,Aerial duels,Aerial duels won,Sliding tackles,Sliding tackles successful,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Back passes,Back passes accurate,Lateral passes,Lateral passes accurate,Long passes,Long passes accurate,Passes to final third,Passes to final third accurate,Progressive passes,Progressive passes accurate,Throw ins,Throw ins accurate,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Shots on target accuracy,Shots from outside penalty area on target percentage,Positional attacks with shots percentage,Shots from outside penalty area on target accuracy,Counterattacks with shots percentage,Corners with shots percentage,Penalty conversion percentage,Crossing accuracy,Offensive duels accuracy,Shots against on target accuracy,Defensive duels accuracy,Aerial duels accuracy,Sliding tackle percentage,Passes accuracy,Long passes percentage,Progressive passes percentage,Passes to final third percentage,Lateral passes percentage,Back passes percentage,Forward passes percentage,Duels accuracy,Forward passes accuracy,Back passes accuracy,Lateral passes accuracy,Long passes accuracy,Passes to final third accuracy,Progressive passes accuracy,Throw in percentage,Difference in Goals and xG,Points
10,Cal State Fullerton Titans,2022,98.0,1.5454545454545454,1.5572727272727271,14.545454545454545,6.0,354.27272727272725,250.1818181818182,50.25,141.27272727272728,20.09090909090909,53.09090909090909,68.0909090909091,93.72727272727273,36.63636363636363,41.0,16.09090909090909,235.72727272727272,107.36363636363636,7.545454545454546,2.727272727272727,43.54545454545455,9.727272727272727,0.6363636363636364,0.45454545454545453,27.09090909090909,3.5454545454545454,7.363636363636363,2.3636363636363638,2.3636363636363638,0.45454545454545453,0.2727272727272727,0.18181818181818182,19.363636363636363,5.181818181818182,5.454545454545454,4.363636363636363,23.272727272727273,5.090909090909091,18.272727272727273,96.9090909090909,33.63636363636363,1.5454545454545454,0.9090909090909091,12.727272727272727,5.363636363636363,77.0,47.27272727272727,24.818181818181817,11.818181818181818,2.909090909090909,1.8181818181818181,48.36363636363637,14.545454545454545,11.181818181818182,0.7272727272727273,0.0,147.45454545454547,85.0,44.54545454545455,40.18181818181818,114.54545454545455,93.9090909090909,47.72727272727273,18.727272727272727,54.18181818181818,29.272727272727273,76.36363636363636,45.72727272727273,41.0,32.63636363636363,13.719090909090909,2.4872727272727273,13.682727272727272,19.76090909090909,20.48090909090909,6.951818181818182,0.4125,0.45454545454545453,0.22338204592901878,0.3614457831325301,0.7142857142857143,0.32098765432098764,0.6666666666666666,0.2676056338028169,0.34709193245778613,0.42142857142857143,0.6139315230224321,0.47619047619047616,0.625,0.7061842442904799,0.07485465116279069,0.18277616279069767,0.11700581395348837,0.37536337209302323,0.16061046511627908,0.3397529069767442,0.4554569996143463,0.5764488286066585,0.9020408163265307,0.8198412698412698,0.3923809523809524,0.540268456375839,0.5988095238095238,0.7960088691796009,-0.129999999999999,20
11,Cal State Fullerton Titans,2023,96.54545454545455,1.5454545454545454,1.5454545454545454,13.545454545454545,5.545454545454546,321.0,218.72727272727272,46.03272727272727,137.0,22.818181818181817,54.45454545454545,59.72727272727273,96.18181818181819,38.54545454545455,41.27272727272727,16.363636363636363,242.9090909090909,121.0,6.2727272727272725,1.9090909090909092,39.09090909090909,8.909090909090908,0.7272727272727273,0.5454545454545454,24.454545454545453,3.3636363636363638,6.545454545454546,2.272727272727273,2.090909090909091,0.2727272727272727,0.18181818181818182,0.18181818181818182,19.181818181818183,3.6363636363636362,3.5454545454545454,5.636363636363637,24.454545454545453,5.7272727272727275,17.545454545454547,98.0,35.54545454545455,2.0,0.7272727272727273,11.181818181818182,4.818181818181818,80.27272727272727,53.63636363636363,28.818181818181817,15.636363636363637,3.1818181818181817,2.0,47.27272727272727,19.181818181818183,10.363636363636363,0.8181818181818182,0.0,132.9090909090909,79.81818181818181,32.0,26.636363636363637,103.63636363636364,78.36363636363636,40.81818181818182,17.363636363636363,46.36363636363637,24.363636363636363,70.63636363636364,40.72727272727273,36.18181818181818,26.727272727272727,13.768181818181818,2.2945454545454544,13.317272727272728,19.54,20.253636363636364,9.432727272727272,0.40939597315436244,0.3442622950819672,0.22790697674418606,0.30434782608695654,0.75,0.3472222222222222,1.0,0.1895734597156398,0.362708719851577,0.43089430894308944,0.6681766704416761,0.5425867507886435,0.6285714285714286,0.6813933729821581,0.07938487115544472,0.1862011637572735,0.1113881961762261,0.35827098919368244,0.12177888611803823,0.3649210307564422,0.4981287425149701,0.600547195622435,0.8323863636363636,0.756140350877193,0.42538975501113585,0.5254901960784314,0.5765765765765766,0.7386934673366834,0.0,21
12,Long Beach State University,2021,96.77777777777777,1.2222222222222223,1.4166666666666667,11.88888888888889,4.555555555555555,450.1111111111111,335.0,56.37,147.33333333333334,23.88888888888889,57.44444444444444,66.0,99.88888888888889,43.111111111111114,43.0,13.777777777777779,261.44444444444446,125.33333333333333,4.777777777777778,1.6666666666666667,41.666666666666664,8.444444444444445,2.7777777777777777,0.5555555555555556,24.444444444444443,2.7777777777777777,6.111111111111111,1.4444444444444444,1.6666666666666667,0.6666666666666666,0.0,0.0,19.0,4.666666666666667,4.777777777777778,7.333333333333333,29.333333333333332,5.888888888888889,18.666666666666668,96.33333333333333,34.111111111111114,2.4444444444444446,0.7777777777777778,11.333333333333334,4.555555555555555,84.44444444444444,54.888888888888886,29.333333333333332,15.0,4.777777777777778,2.5555555555555554,56.77777777777778,16.666666666666668,10.444444444444445,0.6666666666666666,0.0,179.44444444444446,114.77777777777777,57.0,51.22222222222222,152.66666666666666,125.55555555555556,58.77777777777778,25.11111111111111,67.77777777777777,42.44444444444444,98.55555555555556,66.33333333333333,33.888888888888886,29.22222222222222,14.795555555555556,3.086666666666667,13.270000000000001,17.950000000000003,19.83555555555556,6.412222222222223,0.38317757009345793,0.36585365853658536,0.20266666666666666,0.3488372093023256,0.2,0.23636363636363636,,0.24561403508771928,0.35409457900807384,0.4019607843137255,0.65,0.5113636363636364,0.5348837209302325,0.7442606763762034,0.07495854063018242,0.19800995024875623,0.12669983416252073,0.3747927031509121,0.15290215588723052,0.34262023217247095,0.4793880152996175,0.6396284829721363,0.898635477582846,0.8224163027656477,0.42722117202268434,0.6262295081967213,0.673055242390079,0.8622950819672132,-1.75,19
13,Long Beach State University,2022,98.75,1.9166666666666667,2.0166666666666666,15.666666666666666,6.5,370.75,266.5,50.2425,145.08333333333334,24.583333333333332,55.75,64.75,104.83333333333333,42.416666666666664,46.25,16.166666666666668,278.6666666666667,135.41666666666666,6.083333333333333,1.75,41.666666666666664,11.333333333333334,0.75,0.4166666666666667,27.0,3.5833333333333335,5.666666666666667,2.0833333333333335,3.3333333333333335,0.75,0.16666666666666666,0.16666666666666666,15.416666666666666,4.5,5.5,6.0,25.666666666666668,6.416666666666667,20.083333333333332,104.83333333333333,36.166666666666664,1.75,1.1666666666666667,13.416666666666666,5.5,104.75,69.0,34.666666666666664,15.5,3.5,1.75,49.833333333333336,20.916666666666668,11.5,0.8333333333333334,0.0,147.66666666666666,88.33333333333333,52.833333333333336,46.916666666666664,113.5,90.25,58.583333333333336,23.75,56.75,32.25,81.08333333333333,50.75,31.666666666666668,24.333333333333332,14.414166666666667,2.6058333333333334,15.847500000000002,18.356666666666666,19.591666666666665,6.5275,0.4148936170212766,0.2692307692307692,0.272,0.2876712328767123,0.5555555555555556,0.36764705882352944,1.0,0.2918918918918919,0.3449920508744038,0.40993788819875776,0.6587112171837709,0.44711538461538464,0.5,0.7188132164531356,0.08911819887429644,0.1904315196998124,0.12101313320825516,0.33864915572232646,0.1760475297060663,0.3314571607254534,0.485944976076555,0.5981941309255079,0.88801261829653,0.7951541850220264,0.40540540540540543,0.5682819383259912,0.6258992805755396,0.7684210526315789,-1.1999999999999993,18
14,Long Beach State University,2023,98.9090909090909,1.5454545454545454,1.8090909090909089,12.727272727272727,5.545454545454546,397.90909090909093,301.27272727272725,54.156363636363636,137.54545454545453,24.454545454545453,48.18181818181818,64.9090909090909,98.0,40.09090909090909,41.72727272727273,16.181818181818183,254.9090909090909,121.0909090909091,4.181818181818182,1.4545454545454546,36.0,8.818181818181818,1.1818181818181819,0.2727272727272727,28.636363636363637,3.1818181818181817,5.545454545454546,1.4545454545454546,2.909090909090909,1.0909090909090908,0.36363636363636365,0.2727272727272727,11.090909090909092,4.0,3.8181818181818183,8.090909090909092,25.363636363636363,4.363636363636363,17.727272727272727,100.45454545454545,35.0,2.090909090909091,1.2727272727272727,11.636363636363637,4.363636363636363,80.54545454545455,53.45454545454545,37.09090909090909,17.272727272727273,3.8181818181818183,2.090909090909091,45.72727272727273,19.181818181818183,9.818181818181818,0.8181818181818182,0.09090909090909091,159.27272727272728,100.45454545454545,56.18181818181818,51.0,123.63636363636364,105.54545454545455,60.36363636363637,28.90909090909091,56.45454545454545,32.0,81.36363636363636,53.0,34.63636363636363,28.0,14.214545454545457,2.86,15.436363636363637,17.14909090909091,19.176363636363636,7.863636363636363,0.4357142857142857,0.26229508196721313,0.24494949494949494,0.34782608695652173,0.23076923076923078,0.26229508196721313,0.75,0.36065573770491804,0.34841628959276016,0.375,0.6636568848758465,0.46568627450980393,0.5476190476190477,0.757139593328764,0.09595654797827399,0.17592033796016898,0.10621605310802655,0.35033192516596257,0.1692818346409173,0.3334339167169584,0.47503566333808844,0.6307077625570776,0.9077669902912622,0.8536764705882353,0.4789156626506024,0.5668276972624798,0.6513966480446928,0.8083989501312336,-2.8999999999999986,17
15,UC Davis Aggies,2021,94.75,1.25,1.44625,15.125,5.125,324.875,223.0,46.5175,138.0,18.75,54.25,65.0,95.125,37.375,43.125,14.625,270.625,134.75,7.75,2.25,37.875,10.875,1.5,0.5,25.125,3.25,4.875,2.0,3.5,0.375,0.0,0.0,11.75,4.0,4.125,5.625,21.375,4.625,17.375,91.625,35.25,2.125,1.125,10.125,3.875,85.625,58.75,44.125,20.75,2.25,1.125,44.875,15.25,7.75,0.5,0.0,136.125,79.125,37.75,32.5,107.75,82.625,54.625,24.125,48.875,25.25,72.0,43.875,32.125,23.625,13.595,2.395,17.28625,20.28875,20.8825,9.7325,0.33884297520661155,0.43902439024390244,0.2871287128712871,0.2903225806451613,0.3333333333333333,0.41025641025641024,,0.3404255319148936,0.38472032742155526,0.38271604938271603,0.6861313868613139,0.4702549575070821,0.5,0.6864178530203925,0.10818385650224215,0.19674887892376683,0.1132286995515695,0.37051569506726456,0.14573991031390135,0.3548206278026906,0.49792147806004616,0.581267217630854,0.8609271523178808,0.7668213457076566,0.4416475972540046,0.5166240409207161,0.609375,0.7354085603112841,-1.5700000000000003,15
16,UC Davis Aggies,2022,97.0,1.7,1.249,11.6,4.6,288.5,198.1,43.801,126.0,22.5,55.4,48.1,89.0,39.9,37.0,12.1,232.9,118.0,5.6,1.8,24.9,8.1,0.4,0.1,21.4,3.1,2.4,0.7,4.1,1.0,0.0,0.0,10.1,3.0,3.7,4.2,18.3,2.8,12.7,65.2,22.5,2.0,0.9,11.1,4.4,91.6,62.3,38.0,18.4,1.4,0.3,38.3,22.4,11.3,0.9,0.0,115.1,62.6,41.1,37.1,94.1,73.6,51.8,21.9,41.2,21.1,67.9,38.4,31.9,21.5,13.213,2.2359999999999998,18.666999999999998,19.688,21.351,10.931000000000001,0.39655172413793105,0.391304347826087,0.3253012048192771,0.32142857142857145,0.25,0.2916666666666667,,0.297029702970297,0.3450920245398773,0.3963963963963964,0.6801310043668122,0.4842105263157895,0.21428571428571427,0.6866551126516465,0.11055022715800102,0.19384149419485108,0.10651186269560828,0.37152953054013127,0.1872791519434629,0.3160020191822312,0.506655216831258,0.5438748913987836,0.902676399026764,0.7821466524973433,0.42277992277992277,0.5121359223300971,0.5655375552282769,0.6739811912225705,4.51,20
17,UC Davis Aggies,2023,96.81818181818181,1.1818181818181819,1.4236363636363636,14.636363636363637,5.181818181818182,314.09090909090907,216.63636363636363,46.940000000000005,134.72727272727272,21.09090909090909,51.81818181818182,61.81818181818182,102.27272727272727,42.0,44.72727272727273,15.545454545454545,255.27272727272728,125.54545454545455,7.818181818181818,2.6363636363636362,35.36363636363637,9.818181818181818,0.8181818181818182,0.5454545454545454,24.454545454545453,3.090909090909091,3.4545454545454546,1.2727272727272727,4.636363636363637,0.9090909090909091,0.09090909090909091,0.09090909090909091,10.818181818181818,3.272727272727273,3.8181818181818183,7.818181818181818,22.90909090909091,2.272727272727273,16.545454545454547,85.45454545454545,31.727272727272727,3.090909090909091,1.0,11.181818181818182,4.909090909090909,78.9090909090909,53.27272727272727,47.27272727272727,21.636363636363637,2.1818181818181817,1.3636363636363635,46.72727272727273,23.0,11.909090909090908,0.5454545454545454,0.0,131.36363636363637,77.63636363636364,39.81818181818182,35.27272727272727,99.9090909090909,74.0909090909091,57.36363636363637,27.727272727272727,50.09090909090909,27.0,77.54545454545455,48.63636363636363,28.818181818181817,21.454545454545453,13.799090909090909,2.291818181818182,18.849090909090908,20.804545454545455,19.89636363636364,8.035454545454545,0.35403726708074534,0.5087719298245614,0.2776349614395887,0.3372093023255814,0.6666666666666666,0.3684210526315789,1.0,0.3025210084033613,0.37127659574468086,0.43902439024390244,0.6751152073732719,0.4576923076923077,0.625,0.68972503617945,0.12798992866135123,0.22450692404532102,0.12463281577843055,0.3420058749475451,0.1628199748216534,0.35837180025178345,0.4918091168091168,0.5910034602076124,0.8858447488584474,0.7415832575068244,0.48335974643423135,0.5390199637023594,0.6271981242672919,0.7444794952681388,-2.66,20
18,UC Irvine Anteaters,2021,97.58333333333333,2.1666666666666665,1.9491666666666667,14.833333333333334,6.5,381.6666666666667,271.0833333333333,51.461666666666666,153.0,23.833333333333332,58.333333333333336,70.83333333333333,103.25,42.0,46.666666666666664,14.583333333333334,276.9166666666667,139.83333333333334,6.5,2.3333333333333335,42.0,10.333333333333334,3.0833333333333335,1.0,25.083333333333332,2.6666666666666665,4.666666666666667,1.5833333333333333,2.5,0.3333333333333333,0.4166666666666667,0.4166666666666667,15.416666666666666,5.333333333333333,5.666666666666667,8.666666666666666,30.75,5.833333333333333,20.25,95.91666666666667,39.166666666666664,2.6666666666666665,0.5,9.666666666666666,3.9166666666666665,87.66666666666667,59.75,36.833333333333336,16.5,4.5,2.25,48.916666666666664,19.666666666666668,11.75,0.6666666666666666,0.0,161.33333333333334,100.75,39.833333333333336,34.166666666666664,119.41666666666667,91.33333333333333,51.333333333333336,21.416666666666668,58.083333333333336,34.25,87.33333333333333,55.166666666666664,37.5,29.333333333333332,14.439166666666667,2.526666666666667,13.741666666666667,17.991666666666667,18.94,6.709166666666667,0.43820224719101125,0.358974358974359,0.24603174603174602,0.358974358974359,0.32432432432432434,0.3392857142857143,1.0,0.34594594594594597,0.40834057341442226,0.4051724137931034,0.6815589353612167,0.4479638009049774,0.5,0.7102620087336244,0.07900399631109745,0.20350445742391637,0.1263449123885644,0.33691976636950505,0.1260375038426068,0.37165693206271133,0.504965392717424,0.6244834710743802,0.8577405857740585,0.7648290300069783,0.4172077922077922,0.5896700143472023,0.6316793893129771,0.7822222222222223,2.6099999999999994,24
19,UC Irvine Anteaters,2022,99.91666666666667,1.3333333333333333,1.2316666666666667,15.25,5.666666666666667,406.25,289.75,53.95666666666667,152.08333333333334,23.25,60.0,68.83333333333333,109.58333333333333,44.833333333333336,49.75,15.0,238.83333333333334,117.25,7.5,1.9166666666666667,41.333333333333336,11.0,0.75,0.3333333333333333,26.916666666666668,3.5833333333333335,5.083333333333333,1.6666666666666667,3.1666666666666665,0.5,0.0,0.0,15.833333333333334,5.416666666666667,5.666666666666667,6.75,28.333333333333332,4.0,19.333333333333332,89.91666666666667,31.0,3.25,0.75,10.5,4.166666666666667,87.75,59.416666666666664,25.333333333333332,12.333333333333334,3.1666666666666665,1.8333333333333333,55.833333333333336,17.25,11.333333333333334,1.3333333333333333,0.08333333333333333,174.08333333333334,106.25,52.666666666666664,46.166666666666664,126.16666666666667,99.58333333333333,50.583333333333336,20.25,67.66666666666667,36.25,89.08333333333333,55.333333333333336,37.916666666666664,29.416666666666668,14.765,2.75,12.65,20.543333333333333,19.31,6.264166666666667,0.37158469945355194,0.3382352941176471,0.2661290322580645,0.25555555555555554,0.4444444444444444,0.32786885245901637,,0.34210526315789475,0.3447636700648749,0.3968253968253968,0.6771130104463438,0.4868421052631579,0.5789473684210527,0.7132307692307692,0.06988783433994823,0.1909692263445499,0.12510785159620363,0.3436870865688812,0.15933275812482026,0.36669542709232095,0.4909281228192603,0.6103398755385352,0.8765822784810127,0.7892998678996037,0.400329489291598,0.5357142857142857,0.6211412535079514,0.7758241758241758,1.2200000000000006,14
20,UC Irvine Anteaters,2023,97.6923076923077,1.0769230769230769,1.3723076923076922,12.846153846153847,4.769230769230769,376.6923076923077,264.84615384615387,53.900769230769235,144.53846153846155,21.692307692307693,50.38461538461539,72.46153846153847,103.07692307692308,34.61538461538461,48.07692307692308,20.384615384615383,254.23076923076923,125.0,6.384615384615385,2.076923076923077,42.84615384615385,8.692307692307692,0.9230769230769231,0.6153846153846154,22.53846153846154,3.0,5.076923076923077,1.3846153846153846,2.6153846153846154,0.5384615384615384,0.15384615384615385,0.07692307692307693,17.384615384615383,5.076923076923077,5.3076923076923075,7.384615384615385,29.615384615384617,3.3076923076923075,18.46153846153846,90.76923076923077,30.692307692307693,3.3846153846153846,0.6923076923076923,7.6923076923076925,2.8461538461538463,87.23076923076923,62.0,35.92307692307692,15.923076923076923,3.5384615384615383,2.076923076923077,44.76923076923077,17.692307692307693,10.0,0.7692307692307693,0.0,153.69230769230768,88.53846153846153,57.53846153846154,51.84615384615385,113.61538461538461,89.07692307692308,56.84615384615385,24.692307692307693,57.53846153846154,28.615384615384617,78.84615384615384,47.46153846153846,42.0,32.61538461538461,13.795384615384616,2.6215384615384614,15.715384615384616,20.279999999999998,19.955384615384617,6.4569230769230765,0.3712574850299401,0.43548387096774194,0.20287253141831238,0.3253012048192771,0.6666666666666666,0.2727272727272727,0.5,0.2920353982300885,0.338135593220339,0.37,0.7107583774250441,0.44325481798715205,0.5869565217391305,0.703083520522769,0.0932326459483009,0.17920418239907057,0.1080453093232646,0.33633459192564624,0.19575951205344178,0.3343014812663375,0.491679273827534,0.576076076076076,0.9010695187165776,0.7840216655382533,0.43437077131258456,0.49732620320855614,0.6019512195121951,0.7765567765567766,-3.84,13
21,UC Riverside Highlanders,2021,95.75,0.25,0.575,9.0,3.75,424.75,296.25,54.105000000000004,155.0,23.0,71.75,60.25,106.5,44.5,51.25,10.75,294.25,159.0,4.75,1.75,34.5,5.75,1.75,0.5,25.25,2.5,3.75,1.25,3.75,1.0,0.0,0.0,9.0,2.5,3.75,5.75,20.0,1.25,9.75,88.75,32.75,1.75,2.0,12.5,6.25,111.0,80.75,28.0,15.0,6.5,2.5,47.75,16.5,10.75,0.25,0.0,178.75,99.0,65.25,58.25,127.5,99.5,68.75,27.0,66.5,34.25,89.5,54.0,44.0,35.75,15.15,2.865,16.8575,21.380000000000003,19.677500000000002,6.28,0.4166666666666667,0.4666666666666667,0.16666666666666666,0.3684210526315789,0.2857142857142857,0.3333333333333333,,0.2777777777777778,0.36901408450704226,0.5,0.7274774774774775,0.5357142857142857,0.38461538461538464,0.6974690994702767,0.09113924050632911,0.18227848101265823,0.11561181434599156,0.3358649789029536,0.19662447257383966,0.3341772151898734,0.54035683942226,0.5538461538461539,0.89272030651341,0.7803921568627451,0.3927272727272727,0.5150375939849624,0.6033519553072626,0.8125,-1.2999999999999998,5
22,UC Riverside Highlanders,2022,97.11111111111111,1.1111111111111112,1.6288888888888888,12.11111111111111,4.444444444444445,489.77777777777777,390.44444444444446,60.62777777777779,124.11111111111111,23.444444444444443,44.666666666666664,56.0,89.77777777777777,42.22222222222222,34.333333333333336,13.222222222222221,258.6666666666667,125.33333333333333,4.777777777777778,1.4444444444444444,37.888888888888886,8.222222222222221,0.8888888888888888,0.4444444444444444,26.333333333333332,2.7777777777777777,4.555555555555555,1.7777777777777777,1.5555555555555556,0.1111111111111111,0.3333333333333333,0.2222222222222222,11.11111111111111,3.4444444444444446,2.888888888888889,6.444444444444445,22.666666666666668,6.0,17.11111111111111,105.66666666666667,39.22222222222222,2.7777777777777777,2.2222222222222223,13.88888888888889,7.222222222222222,92.88888888888889,59.888888888888886,22.88888888888889,10.777777777777779,4.666666666666667,2.4444444444444446,43.333333333333336,16.555555555555557,10.0,1.0,0.1111111111111111,171.66666666666666,116.11111111111111,84.88888888888889,77.77777777777777,171.11111111111111,149.66666666666666,52.77777777777778,25.77777777777778,57.666666666666664,34.333333333333336,79.77777777777777,50.55555555555556,28.444444444444443,25.88888888888889,14.314444444444446,3.842222222222222,10.996666666666666,18.28333333333333,19.392222222222223,6.883333333333334,0.3669724770642202,0.325,0.21700879765395895,0.3023255813953488,0.5,0.3902439024390244,0.6666666666666666,0.31,0.3711882229232387,0.52,0.6447368421052632,0.470873786407767,0.5238095238095238,0.7971869328493648,0.06602162777461583,0.1294820717131474,0.08793397837222539,0.38332384746727377,0.199203187250996,0.29738190096755834,0.4845360824742268,0.6763754045307443,0.9162303664921466,0.8746753246753247,0.4884210526315789,0.5953757225433526,0.6337047353760445,0.91015625,-4.66,3
23,UC Riverside Highlanders,2023,97.44444444444444,1.1111111111111112,0.63,5.555555555555555,2.111111111111111,441.0,321.55555555555554,52.41444444444445,146.88888888888889,26.22222222222222,65.88888888888889,54.77777777777778,103.44444444444444,48.22222222222222,43.22222222222222,12.0,239.22222222222223,112.0,2.0,0.2222222222222222,35.0,4.0,0.5555555555555556,0.1111111111111111,21.88888888888889,1.1111111111111112,1.4444444444444444,0.7777777777777778,2.6666666666666665,0.4444444444444444,0.2222222222222222,0.2222222222222222,10.333333333333334,3.4444444444444446,2.888888888888889,2.4444444444444446,16.88888888888889,2.111111111111111,8.11111111111111,82.11111111111111,25.88888888888889,1.4444444444444444,1.6666666666666667,11.777777777777779,5.555555555555555,89.33333333333333,58.44444444444444,29.555555555555557,12.666666666666666,3.2222222222222223,1.6666666666666667,48.44444444444444,17.11111111111111,11.777777777777779,0.7777777777777778,0.0,180.55555555555554,109.55555555555556,69.44444444444444,60.77777777777778,125.22222222222223,102.66666666666667,62.0,28.666666666666668,56.333333333333336,30.77777777777778,85.0,48.22222222222222,41.55555555555556,33.44444444444444,15.897777777777776,3.1277777777777778,14.302222222222222,19.209999999999997,18.28222222222222,9.124444444444444,0.38,0.10526315789473684,0.11428571428571428,0.1111111111111111,0.2,0.5384615384615384,1.0,0.3333333333333333,0.3152909336941813,0.4716981132075472,0.654228855721393,0.42857142857142855,0.5172413793103449,0.7291509196271101,0.08914996544574982,0.14996544574982723,0.09571527297857636,0.31928127159640635,0.18901174844505875,0.34070490670352455,0.46818392940083603,0.6067692307692307,0.8752,0.8198757763975155,0.46236559139784944,0.5463510848126233,0.5673202614379085,0.8048128342245989,4.33,9
24,UC San Diego Tritons,2021,97.0,1.3333333333333333,1.08,10.88888888888889,4.222222222222222,357.1111111111111,252.88888888888889,44.98111111111111,146.22222222222223,24.11111111111111,60.333333333333336,61.77777777777778,98.0,40.0,43.22222222222222,14.777777777777779,270.77777777777777,117.0,5.111111111111111,1.6666666666666667,38.44444444444444,7.222222222222222,1.1111111111111112,0.4444444444444444,22.0,2.6666666666666665,4.444444444444445,1.4444444444444444,3.111111111111111,0.6666666666666666,0.0,0.0,18.88888888888889,6.0,5.777777777777778,3.7777777777777777,21.22222222222222,2.0,13.88888888888889,85.22222222222223,27.0,1.5555555555555556,1.5555555555555556,13.0,5.555555555555555,90.44444444444444,53.22222222222222,35.22222222222222,15.777777777777779,5.444444444444445,2.7777777777777777,52.666666666666664,17.77777777777778,12.88888888888889,0.8888888888888888,0.0,152.66666666666666,92.11111111111111,46.888888888888886,42.333333333333336,109.55555555555556,85.44444444444444,44.77777777777778,19.22222222222222,53.55555555555556,30.88888888888889,81.22222222222223,50.888888888888886,39.22222222222222,31.77777777777778,14.827777777777776,2.4711111111111115,12.742222222222223,19.082222222222224,20.216666666666665,9.096666666666668,0.3877551020408163,0.39473684210526316,0.18786127167630057,0.32608695652173914,0.4,0.325,,0.3176470588235294,0.31681877444589307,0.42735042735042733,0.5884520884520884,0.4479495268138801,0.5102040816326531,0.7081518357187305,0.07601054481546574,0.20123022847100175,0.12214411247803164,0.3378734622144112,0.16739894551845344,0.36423550087873463,0.43208863356585964,0.6033478893740902,0.9028436018957346,0.7799188640973631,0.4292803970223325,0.5767634854771784,0.6265389876880985,0.8101983002832861,2.2799999999999994,10
25,UC San Diego Tritons,2022,94.4,0.8,1.319,11.2,4.8,320.2,224.9,44.852999999999994,129.2,23.8,50.2,55.2,87.2,40.6,35.0,11.6,233.2,107.1,4.9,1.8,36.4,8.4,0.4,0.0,26.9,2.4,4.8,1.3,1.7,0.4,0.1,0.0,17.7,4.9,5.5,3.5,23.1,3.3,13.2,87.4,28.7,1.9,1.7,15.6,7.2,83.4,52.2,33.6,13.9,1.8,0.8,46.1,13.2,7.7,0.8,0.0,137.4,84.3,42.2,37.8,92.3,68.5,41.6,19.6,50.5,29.4,79.3,49.8,29.3,24.4,13.771,2.491,13.055000000000001,18.781,19.519,10.953999999999999,0.42857142857142855,0.375,0.23076923076923078,0.3673469387755102,0.0,0.2708333333333333,0.0,0.2768361581920904,0.32837528604118993,0.46153846153846156,0.6258992805755396,0.41369047619047616,0.4444444444444444,0.7023735165521549,0.0871498443752779,0.22143174744330812,0.13072476656291684,0.3045798132503335,0.1680746998666074,0.3748332592263228,0.45926243567753,0.6135371179039302,0.8957345971563981,0.742145178764897,0.47115384615384615,0.5821782178217821,0.6279949558638083,0.8327645051194539,-5.1899999999999995,10
26,UC San Diego Tritons,2023,96.2,1.5,0.869,9.3,3.9,313.8,214.0,43.698,145.6,27.6,62.3,55.7,95.2,40.1,42.7,12.4,249.0,114.7,5.2,1.6,27.5,5.6,1.0,0.5,23.5,2.6,3.5,1.4,2.4,0.3,0.0,0.0,11.5,3.3,3.5,3.1,16.7,2.1,10.7,83.5,22.0,1.3,1.3,13.1,5.9,95.9,63.3,38.8,17.3,0.3,0.0,51.4,24.6,9.1,0.9,0.0,130.4,74.5,42.2,36.5,98.0,75.2,48.4,20.5,45.8,24.3,70.2,39.7,35.1,26.9,13.678,2.416,15.936000000000002,20.344,19.979,11.712,0.41935483870967744,0.41025641025641024,0.20363636363636364,0.3076923076923077,0.5,0.4,,0.28695652173913044,0.2634730538922156,0.45038167938931295,0.6600625651720542,0.44587628865979384,0.0,0.6819630337794774,0.09579439252336448,0.1855140186915888,0.11355140186915888,0.3514018691588785,0.1705607476635514,0.34813084112149534,0.4606425702811245,0.571319018404908,0.8649289099526066,0.7673469387755102,0.42355371900826444,0.5305676855895196,0.5655270655270656,0.7663817663817664,6.3100000000000005,15
