Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Shots / on target,,,Passes / accurate,,,"Possession, %",Losses / Low / Medium / High,,,,Recoveries / Low / Medium / High,,,,Duels / won,,,Shots from outside penalty area / on target,,,Positional attacks / with shots,,,Counterattacks / with shots,,,Corners / with shots,,,Free kicks / with shots,,,Penalties / converted,,,Crosses / accurate,,,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),,,Touches in penalty area,Offensive duels / won,,,Offsides,Conceded goals,Shots against / on target,,,Defensive duels / won,,,Aerial duels / won,,,Sliding tackles / successful,,,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes / accurate,,,Back passes / accurate,,,Lateral passes / accurate,,,Long passes / accurate,,,Passes to final third / accurate,,,Progressive passes / accurate,,,Smart passes / accurate,,,Throw ins / accurate,,,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA
2023-10-29,UC Davis Aggies - Sacramento State Hornets 0:1,United States. NCAA D1 Big West,15,Sacramento State Hornets,4-3-1-2 (100.0%),0,0.25,2,0,0,45,29,64.44,40.12,22,3,11,8,22,9,10,3,46,20,43.48,0,0,0,4,1,25,0,0,0,1,1,100,1,0,0,0,0,0,3,1,33.33,2,1,7,0,3,2,16,4,25,0,0,0,0,0,18,11,61.11,8,3,37.5,0,0,0,11,4,0,0,0,19,10,52.63,7,5,71.43,14,11,78.57,10,2,20,9,4,44.44,15,7,46.67,0,0,0,3,3,100,1,16.56,2.25,22.22,16.62,22.28,6.6
2023-10-29,UC Davis Aggies - Sacramento State Hornets 0:1,United States. NCAA D1 Big West,15,UC Davis Aggies,4-4-2 (0.0%),0,0,0,0,0,55,33,60,59.88,27,6,10,11,17,7,6,4,46,25,54.35,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,2,18,7,38.89,0,0,1,1,100,16,12,75,8,4,50,0,0,0,5,1,4,1,0,26,14,53.85,10,6,60,11,8,72.73,10,5,50,9,6,66.67,15,8,53.33,0,0,0,3,2,66.67,3,13.56,2.89,18.18,0,24,8
2023-10-22,Sacramento State Hornets - UC Irvine Anteaters 0:2,United States. NCAA D1 Big West,15,Sacramento State Hornets,4-3-1-2 (0.0%),0,0,0,0,0,27,18,66.67,30.27,9,4,2,3,6,5,1,0,20,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,7,2,28.57,1,0,3,3,100,7,2,28.57,3,1,33.33,0,0,0,7,4,5,1,0,10,6,60,4,2,50,10,7,70,6,3,50,2,1,50,7,2,28.57,0,0,0,1,1,100,1,13.85,2.08,22.22,0,24.73,4.4
2023-10-22,Sacramento State Hornets - UC Irvine Anteaters 0:2,United States. NCAA D1 Big West,15,UC Irvine Anteaters,4-2-3-1 (100.0%),0,0.73,4,3,75,40,31,77.5,69.73,10,1,5,4,8,2,4,2,20,12,60,1,1,100,5,2,40,0,0,0,2,0,0,2,0,0,0,0,0,3,3,100,3,3,8,2,3,8,7,5,71.43,2,0,0,0,0,7,5,71.43,3,1,33.33,1,0,0,2,0,2,1,0,18,11,61.11,5,5,100,12,10,83.33,5,2,40,7,3,42.86,10,7,70,1,0,0,2,2,100,0,8.91,2.35,12.5,17.12,19.63,4
2023-10-19,UC Santa Barbara Gauchos - Sacramento State Hornets 3:0,United States. NCAA D1 Big West,15,Sacramento State Hornets,4-3-1-2 (100.0%),0,0,0,0,0,66,53,80.3,52.19,22,1,6,15,20,5,9,6,44,18,40.91,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,33.33,0,0,4,1,2,2,16,1,6.25,0,1,1,1,100,16,9,56.25,3,2,66.67,1,1,100,9,0,1,0,0,16,11,68.75,7,7,100,28,23,82.14,5,3,60,7,4,57.14,5,4,80,2,1,50,3,3,100,0,16.27,4.4,7.58,0,16.23,4.15
2023-10-19,UC Santa Barbara Gauchos - Sacramento State Hornets 3:0,United States. NCAA D1 Big West,15,UC Santa Barbara Gauchos,3-5-2 (100.0%),1,0.76,1,1,100,86,74,86.05,47.81,22,6,8,8,17,11,6,0,44,24,54.55,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,100,3,2,66.67,1,3,3,1,0,6,16,7,43.75,1,0,0,0,0,16,15,93.75,3,1,33.33,0,0,0,9,4,1,0,0,21,19,90.48,8,7,87.5,25,22,88,5,4,80,7,6,85.71,15,11,73.33,4,3,75,3,2,66.67,0,23.14,4.53,5.81,10.5,14.61,4.75
2023-10-14,Sacramento State Hornets - Cal State Fullerton Titans 0:1,United States. NCAA D1 Big West,15,Sacramento State Hornets,4-3-1-2 (100.0%),0,0.05,2,0,0,74,65,87.84,63.16,17,4,9,4,11,5,3,3,37,15,40.54,0,0,0,6,2,33.33,0,0,0,1,0,0,0,0,0,0,0,0,2,1,50,1,3,3,0,1,4,19,6,31.58,0,0,1,1,100,9,6,66.67,6,3,50,0,0,0,6,4,0,0,0,23,19,82.61,13,11,84.62,30,28,93.33,8,5,62.5,9,6,66.67,9,9,100,0,0,0,5,4,80,2,14.95,3.7,10.81,14.86,21.35,15
2023-10-14,Sacramento State Hornets - Cal State Fullerton Titans 0:1,United States. NCAA D1 Big West,15,Cal State Fullerton Titans,4-2-3-1 (100.0%),0,0.09,4,1,25,44,33,75,36.84,14,5,3,6,6,1,4,1,37,18,48.65,3,1,33.33,8,3,37.5,2,0,0,1,1,100,0,0,0,0,0,0,1,0,0,0,0,4,2,0,2,9,3,33.33,2,0,0,0,0,19,13,68.42,6,1,16.67,1,0,0,7,4,1,0,0,16,12,75,8,7,87.5,14,9,64.29,3,1,33.33,6,4,66.67,11,7,63.64,1,0,0,6,6,100,2,15.24,2.32,6.82,23.54,18.04,16.67
2023-10-12,Sacramento State Hornets - Cal Poly Mustangs 0:0,United States. NCAA D1 Big West,15,Sacramento State Hornets,4-3-1-2 (100.0%),0,0.25,3,1,33.33,46,33,71.74,61.98,19,1,4,14,17,4,7,6,44,22,50,1,0,0,8,3,37.5,0,0,0,2,0,0,0,0,0,0,0,0,3,1,33.33,2,2,7,2,2,6,21,8,38.1,1,0,0,0,0,5,3,60,9,7,77.78,0,0,0,2,0,2,0,0,18,11,61.11,9,8,88.89,16,13,81.25,9,4,44.44,10,7,70,10,7,70,0,0,0,5,4,80,0,15.03,2.88,19.57,17.15,21.83,4.75
2023-10-12,Sacramento State Hornets - Cal Poly Mustangs 0:0,United States. NCAA D1 Big West,15,Cal Poly Mustangs,4-4-2 (100.0%),0,0,0,0,0,25,11,44,38.02,18,6,6,6,10,8,2,0,44,19,43.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,2,40,1,0,1,1,100,21,13,61.9,9,1,11.11,1,1,100,10,8,0,0,0,17,6,35.29,1,1,100,2,2,100,8,4,50,6,2,33.33,10,3,30,1,0,0,3,3,100,1,13.31,1.79,32,0,18.73,7.67
