Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Shots / on target,,,Passes / accurate,,,"Possession, %",Losses / Low / Medium / High,,,,Recoveries / Low / Medium / High,,,,Duels / won,,,Shots from outside penalty area / on target,,,Positional attacks / with shots,,,Counterattacks / with shots,,,Corners / with shots,,,Free kicks / with shots,,,Penalties / converted,,,Crosses / accurate,,,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),,,Touches in penalty area,Offensive duels / won,,,Offsides,Conceded goals,Shots against / on target,,,Defensive duels / won,,,Aerial duels / won,,,Sliding tackles / successful,,,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes / accurate,,,Back passes / accurate,,,Lateral passes / accurate,,,Long passes / accurate,,,Passes to final third / accurate,,,Progressive passes / accurate,,,Smart passes / accurate,,,Throw ins / accurate,,,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA
2023-11-12,UC Irvine Anteaters - UC Davis Aggies (P) 0:0,United States. NCAA D1 Big West,15,UC Davis Aggies,4-2-3-1 (100.0%),0,0.01,1,1,100,60,46,76.67,43.86,22,0,3,19,15,1,8,6,38,18,47.37,1,1,100,13,0,0,0,0,0,1,1,100,0,0,0,0,0,0,5,2,40,2,2,5,1,3,8,19,9,47.37,1,0,0,0,0,5,3,60,5,1,20,0,0,0,4,0,1,0,0,22,16,72.73,9,9,100,21,15,71.43,9,7,77.78,13,9,69.23,16,14,87.5,0,0,0,8,8,100,1,15.04,3,15,27.58,20.27,14.2
2023-11-12,UC Irvine Anteaters - UC Davis Aggies (P) 0:0,United States. NCAA D1 Big West,15,UC Irvine Anteaters,4-2-3-1 (100.0%),0,0.03,1,0,0,82,67,81.71,56.14,17,8,8,1,11,8,3,0,38,18,47.37,0,0,0,2,0,0,1,1,100,0,0,0,0,0,0,0,0,0,1,1,100,1,0,1,0,1,1,5,2,40,0,0,1,1,100,19,10,52.63,5,4,80,0,0,0,9,9,1,0,0,26,15,57.69,14,13,92.86,35,34,97.14,11,3,27.27,8,5,62.5,17,7,41.18,0,0,0,3,3,100,1,16.05,4.32,13.41,15.26,20.5,29
2023-11-05,Cal State Fullerton Titans - UC Davis Aggies 1:2 (E),United States. NCAA D1 Big West,15,UC Davis Aggies,4-2-3-1 (100.0%),0,0.17,2,0,0,48,37,77.08,32.51,15,2,7,6,11,4,7,0,43,20,46.51,1,0,0,6,1,16.67,0,0,0,2,1,50,0,0,0,0,0,0,1,0,0,0,1,2,1,1,3,15,7,46.67,1,0,1,1,100,12,8,66.67,6,2,33.33,1,1,100,5,5,1,0,0,11,7,63.64,11,11,100,14,11,78.57,8,4,50,4,1,25,10,8,80,1,0,0,4,4,100,2,17.31,2.53,16.67,15.6,18.33,17
2023-11-05,Cal State Fullerton Titans - UC Davis Aggies 1:2 (E),United States. NCAA D1 Big West,15,Cal State Fullerton Titans,4-1-3-2 (100.0%),0,0.1,2,1,50,80,66,82.5,67.49,14,1,6,7,15,5,9,1,43,19,44.19,1,0,0,7,1,14.29,1,0,0,2,1,50,0,0,0,0,0,0,4,0,0,0,2,5,0,3,2,12,4,33.33,1,0,0,0,0,15,8,53.33,6,3,50,0,0,0,5,5,1,0,0,27,22,81.48,17,16,94.12,31,24,77.42,8,5,62.5,10,9,90,17,16,94.12,0,0,0,4,4,100,1,13.9,3.81,10,20.31,22.08,9
2023-11-01,UC Davis Aggies - Cal Poly Mustangs 1:0,United States. NCAA D1 Big West,15,UC Davis Aggies,4-2-3-1 (100.0%),0,0,0,0,0,57,42,73.68,55.12,21,5,5,11,9,4,4,1,31,11,35.48,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,10,3,30,0,0,0,0,0,11,6,54.55,9,2,22.22,0,0,0,7,12,3,0,0,20,11,55,13,13,100,21,16,76.19,13,7,53.85,13,6,46.15,14,10,71.43,0,0,0,5,5,100,1,16.39,2.71,22.81,0,23.09,6.75
2023-11-01,UC Davis Aggies - Cal Poly Mustangs 1:0,United States. NCAA D1 Big West,15,Cal Poly Mustangs,4-4-2 (100.0%),0,0.04,1,0,0,46,30,65.22,44.88,21,2,6,13,12,6,3,3,31,20,64.52,0,0,0,7,1,14.29,0,0,0,3,0,0,0,0,0,0,0,0,5,2,40,2,2,9,1,3,4,11,5,45.45,0,0,0,0,0,10,7,70,9,7,77.78,0,0,0,4,5,1,0,0,17,7,41.18,9,9,100,16,11,68.75,8,2,25,8,1,12.5,8,7,87.5,0,0,0,6,6,100,1,16.24,2.09,17.39,20.08,24.56,15.5
2023-10-29,UC Davis Aggies - Sacramento State Hornets 0:1,United States. NCAA D1 Big West,15,UC Davis Aggies,4-4-2 (100.0%),0,0,0,0,0,67,56,83.58,57.42,27,5,12,10,18,4,10,4,60,28,46.67,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.67,2,3,5,3,1,4,17,5,29.41,2,0,1,1,100,19,11,57.89,13,9,69.23,2,1,50,10,3,2,0,0,26,20,76.92,13,12,92.31,21,19,90.48,9,5,55.56,5,4,80,13,11,84.62,0,0,0,4,3,75,2,14.36,2.68,13.43,0,19.27,7.5
2023-10-29,UC Davis Aggies - Sacramento State Hornets 0:1,United States. NCAA D1 Big West,15,Sacramento State Hornets,4-3-1-2 (100.0%),0,0.08,2,0,0,57,41,71.93,42.58,23,3,11,9,25,8,11,6,59,28,47.46,2,0,0,8,1,12.5,0,0,0,0,0,0,1,0,0,0,0,0,5,2,40,2,2,6,0,3,2,18,7,38.89,1,0,0,0,0,17,12,70.59,13,4,30.77,1,1,100,10,1,3,0,0,21,13,61.9,9,8,88.89,20,15,75,9,5,55.56,7,6,85.71,10,7,70,2,0,0,5,3,60,0,16.47,2.38,15.79,23.14,18.66,6.57
2023-10-22,UC San Diego Tritons - UC Davis Aggies 1:2,United States. NCAA D1 Big West,15,UC Davis Aggies,4-1-3-2 (100.0%),0,0.07,2,1,50,54,40,74.07,53.22,21,9,7,5,16,10,5,1,32,16,50,1,0,0,4,2,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,1,0,2,0,2,1,10,2,20,0,0,3,3,100,12,7,58.33,6,5,83.33,0,0,0,11,7,3,0,0,16,9,56.25,4,3,75,27,21,77.78,7,3,42.86,7,6,85.71,12,7,58.33,0,0,0,4,4,100,1,13.42,2.57,12.96,22.42,24,6.2
2023-10-22,UC San Diego Tritons - UC Davis Aggies 1:2,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-4-2 (100.0%),0,0.4,5,3,60,62,49,79.03,46.78,17,2,3,12,13,4,3,6,32,15,46.88,1,1,100,9,2,22.22,0,0,0,1,0,0,2,2,100,0,0,0,6,3,50,2,0,6,1,4,4,12,5,41.67,0,0,1,1,100,10,8,80,6,0,0,1,1,100,6,2,1,0,0,26,19,73.08,4,4,100,20,16,80,8,5,62.5,12,7,58.33,14,13,92.86,1,0,0,8,8,100,1,17.53,2.7,12.9,15.31,22.46,7.17
