Game,numOpportunity,Event,Result,Start Pos,End Pos,Team
Irvine,6,Pass,Successful,"[55.7142857142857, 74.47619047619048]","[44.09523809523808, 60.19047619047619]",UCSD
,,,,,,
Irvine,6,Tackle,Successful,"[38.57142857142856, 59.04761904761905]","[-1, -1]",Opponent
,,,,,,
Irvine,6,Pass,Successful,"[53.80952380952379, 53.333333333333336]","[76.66666666666666, 52.19047619047619]",Opponent
,,,,,,
Irvine,6,Pass,Successful,"[78.95238095238093, 49.904761904761905]","[76.09523809523807, 37.904761904761905]",Opponent
,,,,,,
Irvine,6,Pass,Successful,"[80.09523809523807, 31.04761904761905]","[90.76190476190476, 19.42857142857143]",Opponent
,,,,,,
Irvine,6,Shot(foot),Unsuccessful,"[97.04761904761904, 23.23809523809524]","[119.7142857142857, 41.904761904761905]",Opponent
,,,,,,
Irvine,7,Tackle,Successful,"[45.42857142857141, 46.476190476190474]","[54.38095238095237, 43.23809523809524]",Opponent
,,,,,,
Irvine,7,Pass,Successful,"[60.09523809523808, 38.285714285714285]","[47.90476190476189, 47.61904761904762]",Opponent
,,,,,,
Irvine,7,Pass,Successful,"[69.61904761904759, 61.333333333333336]","[78.38095238095238, 73.14285714285714]",Opponent
,,,,,,
Irvine,7,Pass,Successful,"[78.95238095238093, 71.61904761904762]","[89.42857142857142, 62.285714285714285]",Opponent
,,,,,,
Irvine,7,Pass,Successful,"[86.19047619047618, 58.666666666666664]","[99.9047619047619, 60.76190476190476]",Opponent
,,,,,,
Irvine,7,Pass,Successful,"[102.19047619047618, 58.476190476190474]","[99.7142857142857, 31.04761904761905]",Opponent
,,,,,,
Irvine,7,Shot(foot),Unsuccessful,"[98.95238095238093, 30.285714285714292]","[119.7142857142857, 46.095238095238095]",Opponent
,,,,,,
Irvine,8,Throw-in,Successful,"[45.23809523809522, 0.7619047619047592]","[64.66666666666666, 3.4285714285714306]",Opponent
,,,,,,
Irvine,8,Pass,Successful,"[67.9047619047619, 5.523809523809533]","[75.7142857142857, 6.285714285714292]",Opponent
,,,,,,
Irvine,8,Pass,Successful,"[65.42857142857142, 8.38095238095238]","[69.23809523809521, 61.142857142857146]",Opponent
,,,,,,
Irvine,8,Pass,Successful,"[70.38095238095238, 62.476190476190474]","[96.85714285714286, 59.23809523809524]",Opponent
,,,,,,
Irvine,8,Pass,Successful,"[97.23809523809524, 58.666666666666664]","[89.04761904761904, 48.76190476190476]",Opponent
,,,,,,
Irvine,8,Pass,Successful,"[90.57142857142856, 53.904761904761905]","[99.33333333333331, 40.952380952380956]",Opponent
,,,,,,
Irvine,8,Shot(foot),Unsuccessful,"[105.8095238095238, 36.0]","[118.76190476190476, 40.0]",Opponent
,,,,,,
Irvine,9,Set Piece,Successful,"[119.9047619047619, 79.80952380952381]","[115.9047619047619, 17.14285714285714]",Opponent
,,,,,,
Irvine,9,Pass,Successful,"[113.42857142857142, 18.095238095238102]","[106.38095238095238, 38.66666666666667]",Opponent
,,,,,,
Irvine,9,Shot(foot),Unsuccessful,"[105.42857142857142, 38.095238095238095]","[119.7142857142857, 36.952380952380956]",Opponent
Irvine,9,Tackle,Successful,"[31.33333333333332, 44.19047619047619]","[-1, -1]",Opponent
,,,,,,
Irvine,9,Pass,Successful,"[28.28571428571427, 42.85714285714286]","[40.28571428571427, 30.85714285714286]",Opponent
,,,,,,
Irvine,9,Pass,Successful,"[41.99999999999999, 29.14285714285714]","[45.42857142857141, 35.23809523809524]",Opponent
,,,,,,
Irvine,9,Pass,Successful,"[46.95238095238094, 36.19047619047619]","[52.66666666666665, 29.14285714285714]",Opponent
,,,,,,
Irvine,9,Pass,Successful,"[54.95238095238094, 28.38095238095238]","[53.23809523809522, 35.80952380952381]",Opponent
,,,,,,
Irvine,9,Pass,Successful,"[58.57142857142856, 37.333333333333336]","[74.38095238095238, 28.76190476190476]",Opponent
,,,,,,
Irvine,9,Tackle,Unsuccessful,"[70.19047619047618, 32.19047619047619]","[-1, -1]",UCSD
,,,,,,
Irvine,9,Pass,Successful,"[99.52380952380952, 24.95238095238095]","[87.33333333333331, 25.523809523809533]",Opponent
,,,,,,
Irvine,9,Pass,Successful,"[90.95238095238093, 40.19047619047619]","[94.95238095238093, 60.0]",Opponent
,,,,,,
Irvine,9,Pass,Successful,"[94.95238095238093, 62.476190476190474]","[88.47619047619045, 47.23809523809524]",Opponent
,,,,,,
Irvine,9,Pass,Successful,"[89.23809523809521, 55.80952380952381]","[82.76190476190476, 46.85714285714286]",Opponent
,,,,,,
Irvine,9,Shot(foot),Unsuccessful,"[104.47619047619045, 50.095238095238095]","[119.52380952380952, 39.61904761904762]",Opponent
,,,,,,
UC Davis,10,Tackle,Successful,"[42.19047619047618, 50.095238095238095]","[-1, -1]",Opponent
,,,,,,
UC Davis,10,Pass,Successful,"[44.09523809523808, 50.095238095238095]","[42.76190476190475, 36.38095238095238]",Opponent
,,,,,,
UC Davis,10,Shot(foot),Unsuccessful,"[23.14285714285713, 39.23809523809524]","[0.2857142857142776, 45.523809523809526]",Opponent
,,,,,,
UC Davis,11,Tackle,Successful,"[47.90476190476189, 2.857142857142861]","[-1, -1]",Opponent
,,,,,,
UC Davis,11,Pass,Successful,"[49.8095238095238, 4.38095238095238]","[29.619047619047613, 11.42857142857143]",Opponent
,,,,,,
UC Davis,11,Tackle,Successful,"[31.7142857142857, 18.66666666666667]","[43.14285714285713, 14.476190476190482]",UCSD
,,,,,,
UC Davis,11,Pass,Successful,"[39.52380952380951, 16.19047619047619]","[47.52380952380951, 26.85714285714286]",Opponent
,,,,,,
UC Davis,11,Pass,Successful,"[47.90476190476189, 31.80952380952381]","[46.38095238095237, 18.47619047619048]",Opponent
,,,,,,
UC Davis,11,Pass,Successful,"[49.6190476190476, 23.23809523809524]","[58.38095238095237, 47.61904761904762]",Opponent
,,,,,,
UC Davis,11,Pass,Successful,"[56.28571428571427, 52.19047619047619]","[45.99999999999999, 66.66666666666667]",Opponent
,,,,,,
UC Davis,11,Pass,Successful,"[51.90476190476189, 68.0]","[24.09523809523808, 73.9047619047619]",Opponent
,,,,,,
UC Davis,11,Pass,Successful,"[24.28571428571427, 57.904761904761905]","[4.476190476190467, 29.14285714285714]",Opponent
,,,,,,
UC Davis,11,Shot(head),Unsuccessful,"[4.095238095238088, 30.095238095238102]","[1.2380952380952266, 39.80952380952381]",Opponent
,,,,,,
UC Davis,12,Set Piece,Unsuccessful,"[26.190476190476176, 29.33333333333333]","[0.2857142857142776, 47.80952380952381]",Opponent
UC Davis,14,Set Piece,Successful,"[60.28571428571427, 39.61904761904762]","[41.04761904761903, 30.85714285714286]",Opponent
,,,,,,
UC Davis,14,Pass,Successful,"[41.04761904761903, 30.285714285714292]","[90.95238095238093, 45.142857142857146]",Opponent
,,,,,,
UC Davis,14,Pass,Successful,"[105.8095238095238, 58.666666666666664]","[114.19047619047618, 69.9047619047619]",Opponent
,,,,,,
UC Davis,14,Pass,Unsuccessful,"[116.28571428571428, 73.71428571428572]","[112.66666666666666, 39.61904761904762]",Opponent
,,,,,,
UC Davis,14,Tackle,Successful,"[112.47619047619045, 40.0]","[-1, -1]",UCSD
,,,,,,
UC Davis,14,Shot(foot),Successful,"[108.09523809523807, 39.80952380952381]","[119.7142857142857, 37.523809523809526]",Opponent
,,,,,,
UC Davis,15,Tackle,Successful,"[75.9047619047619, 16.38095238095238]","[58.95238095238094, 15.61904761904762]",UCSD
,,,,,,
UC Davis,15,Pass,Successful,"[53.80952380952379, 14.285714285714292]","[76.28571428571428, 5.142857142857153]",Opponent
,,,,,,
UC Davis,15,Pass,Unsuccessful,"[106.38095238095238, 13.333333333333343]","[111.33333333333331, 38.85714285714286]",Opponent
,,,,,,
UC Davis,15,Tackle,Unsuccessful,"[112.28571428571428, 39.23809523809524]","[-1, -1]",UCSD
,,,,,,
UC Davis,15,Shot(foot),Successful,"[104.09523809523807, 36.38095238095238]","[119.9047619047619, 42.85714285714286]",Opponent
,,,,,,
CSUN,16,Pass,Successful,"[95.14285714285714, 51.42857142857143]","[113.42857142857142, 29.904761904761912]",Opponent
,,,,,,
CSUN,16,Pass,Successful,"[114.38095238095238, 31.23809523809524]","[94.19047619047618, 2.6666666666666714]",Opponent
,,,,,,
CSUN,16,Pass,Successful,"[91.33333333333331, 2.6666666666666714]","[67.14285714285714, 2.857142857142861]",Opponent
,,,,,,
CSUN,16,Pass,Successful,"[68.85714285714283, 4.571428571428569]","[49.04761904761903, 8.952380952380949]",Opponent
,,,,,,
CSUN,16,Pass,Successful,"[48.09523809523808, 9.333333333333343]","[54.38095238095237, 1.9047619047619122]",Opponent
,,,,,,
CSUN,16,Pass,Successful,"[52.47619047619046, 4.952380952380949]","[46.19047619047618, 2.285714285714292]",Opponent
,,,,,,
CSUN,16,Pass,Successful,"[40.28571428571427, 1.5238095238095326]","[18.761904761904752, 61.904761904761905]",Opponent
,,,,,,
CSUN,16,Pass,Successful,"[9.428571428571416, 55.42857142857143]","[14.761904761904752, 43.23809523809524]",Opponent
,,,,,,
CSUN,16,Shot(foot),Unsuccessful,"[15.904761904761891, 43.61904761904762]","[0.2857142857142776, 32.19047619047619]",Opponent
,,,,,,
CSUN,17,Pass,Unsuccessful,"[18.952380952380942, 65.9047619047619]","[63.90476190476189, 59.04761904761905]",UCSD
,,,,,,
CSUN,17,Pass,Successful,"[67.33333333333331, 48.38095238095238]","[90.38095238095238, 38.476190476190474]",Opponent
,,,,,,
CSUN,17,Pass,Successful,"[89.42857142857142, 36.38095238095238]","[88.85714285714283, 48.952380952380956]",Opponent
,,,,,,
CSUN,17,Pass,Successful,"[88.47619047619045, 58.095238095238095]","[73.42857142857142, 29.523809523809533]",Opponent
,,,,,,
CSUN,17,Pass,Successful,"[75.14285714285714, 32.0]","[91.33333333333331, 22.47619047619048]",Opponent
,,,,,,
CSUN,17,Pass,Successful,"[75.33333333333331, 17.14285714285714]","[33.04761904761903, 24.57142857142857]",Opponent
,,,,,,
CSUN,17,Pass,Successful,"[29.999999999999993, 27.23809523809524]","[31.7142857142857, 39.04761904761905]",Opponent
,,,,,,
CSUN,17,Shot(foot),Unsuccessful,"[17.809523809523796, 38.285714285714285]","[0.0952380952380878, 32.952380952380956]",Opponent
,,,,,,
CSUN,18,Pass,Unsuccessful,"[6.190476190476183, 48.0]","[58.95238095238094, 48.0]",UCSD
,,,,,,
CSUN,18,Pass,Successful,"[59.14285714285713, 48.57142857142857]","[55.7142857142857, 36.19047619047619]",Opponent
,,,,,,
CSUN,18,Pass,Successful,"[49.42857142857141, 62.095238095238095]","[39.52380952380951, 73.52380952380952]",Opponent
,,,,,,
CSUN,18,Pass,Successful,"[39.14285714285713, 75.42857142857143]","[45.99999999999999, 68.0]",Opponent
,,,,,,
CSUN,18,Pass,Successful,"[41.61904761904761, 75.80952380952381]","[32.47619047619046, 75.61904761904762]",Opponent
,,,,,,
CSUN,18,Pass,Unsuccessful,"[24.857142857142847, 61.714285714285715]","[11.904761904761891, 32.38095238095238]",Opponent
,,,,,,
CSUN,18,Tackle,Successful,"[10.761904761904752, 30.095238095238102]","[21.047619047619037, 33.333333333333336]",UCSD
,,,,,,
CSUN,18,Shot(foot),Unsuccessful,"[21.809523809523796, 33.142857142857146]","[0.0952380952380878, 33.333333333333336]",Opponent
,,,,,,
CSUN,19,Throw-in,Successful,"[44.09523809523808, 79.80952380952381]","[63.7142857142857, 76.76190476190476]",Opponent
,,,,,,
CSUN,19,Pass,Successful,"[66.57142857142856, 75.23809523809524]","[70.19047619047618, 44.38095238095238]",Opponent
,,,,,,
CSUN,19,Pass,Successful,"[71.52380952380952, 44.952380952380956]","[29.04761904761903, 70.66666666666666]",Opponent
,,,,,,
CSUN,19,Pass,Successful,"[37.8095238095238, 58.857142857142854]","[25.999999999999986, 68.95238095238095]",Opponent
,,,,,,
CSUN,19,Pass,Successful,"[33.42857142857141, 67.61904761904762]","[21.809523809523796, 53.904761904761905]",Opponent
,,,,,,
CSUN,19,Shot(foot),Unsuccessful,"[23.14285714285713, 52.0]","[1.2380952380952266, 40.38095238095238]",Opponent
,,,,,,
CSUN,20,Set Piece,Successful,"[85.61904761904759, 27.80952380952381]","[87.52380952380952, 57.142857142857146]",Opponent
,,,,,,
CSUN,20,Pass,Successful,"[79.9047619047619, 67.23809523809524]","[54.95238095238094, 54.666666666666664]",Opponent
,,,,,,
CSUN,20,Pass,Successful,"[59.52380952380951, 56.57142857142857]","[70.95238095238093, 71.23809523809524]",Opponent
,,,,,,
CSUN,20,Pass,Successful,"[72.47619047619045, 75.04761904761905]","[79.7142857142857, 41.904761904761905]",Opponent
,,,,,,
CSUN,20,Pass,Successful,"[80.28571428571428, 38.66666666666667]","[69.8095238095238, 19.23809523809524]",Opponent
,,,,,,
CSUN,20,Pass,Successful,"[69.99999999999997, 13.142857142857139]","[50.76190476190475, 27.61904761904762]",Opponent
,,,,,,
CSUN,20,Pass,Successful,"[50.57142857142856, 39.42857142857143]","[62.76190476190475, 58.476190476190474]",Opponent
,,,,,,
CSUN,20,Pass,Successful,"[54.19047619047618, 58.095238095238095]","[40.47619047619046, 48.19047619047619]",Opponent
,,,,,,
CSUN,20,Pass,Successful,"[31.7142857142857, 36.952380952380956]","[14.761904761904752, 30.285714285714292]",Opponent
,,,,,,
CSUN,20,Shot(foot),Unsuccessful,"[14.380952380952372, 30.285714285714292]","[2.952380952380942, 40.0]",Opponent
,,,,,,
CSUN,21,Pass,Unsuccessful,"[87.9047619047619, 33.523809523809526]","[37.04761904761903, 55.61904761904762]",UCSD
,,,,,,
CSUN,21,Pass,Successful,"[35.14285714285713, 59.23809523809524]","[91.9047619047619, 47.23809523809524]",Opponent
,,,,,,
CSUN,21,Shot(foot),Successful,"[117.42857142857142, 45.523809523809526]","[119.9047619047619, 39.23809523809524]",Opponent
,,,,,,
CSUN,22,Set Piece,Successful,"[103.9047619047619, 4.952380952380949]","[94.19047619047618, 12.76190476190476]",Opponent
,,,,,,
CSUN,22,Pass,Successful,"[90.38095238095238, 14.857142857142861]","[91.33333333333331, 6.476190476190482]",Opponent
,,,,,,
CSUN,22,Pass,Successful,"[89.42857142857142, 5.904761904761912]","[113.42857142857142, 51.04761904761905]",Opponent
,,,,,,
CSUN,22,Pass,Successful,"[113.42857142857142, 50.666666666666664]","[111.33333333333331, 28.76190476190476]",Opponent
,,,,,,
CSUN,22,Pass,Successful,"[111.7142857142857, 30.285714285714292]","[113.61904761904762, 48.38095238095238]",Opponent
,,,,,,
CSUN,22,Tackle,Successful,"[114.38095238095238, 43.04761904761905]","[74.57142857142856, 56.19047619047619]",UCSD
,,,,,,
CSUN,22,Tackle,Successful,"[2.952380952380942, 51.42857142857143]","[-1, -1]",Opponent
,,,,,,
CSUN,22,Pass,Successful,"[7.714285714285701, 65.33333333333333]","[15.333333333333321, 64.19047619047619]",Opponent
,,,,,,
CSUN,22,Pass,Successful,"[20.476190476190467, 66.66666666666667]","[85.23809523809521, 61.523809523809526]",Opponent
,,,,,,
CSUN,22,Pass,Successful,"[90.38095238095238, 58.857142857142854]","[103.33333333333331, 28.0]",Opponent
,,,,,,
CSUN,22,Shot(foot),Unsuccessful,"[105.23809523809524, 30.47619047619048]","[119.7142857142857, 44.0]",Opponent
CSUN,23,Tackle,Successful,"[67.7142857142857, 4.761904761904759]","[-1, -1]",Opponent
,,,,,,
CSUN,23,Pass,Successful,"[104.28571428571428, 14.857142857142861]","[96.85714285714286, 42.476190476190474]",Opponent
,,,,,,
CSUN,23,Shot(foot),Unsuccessful,"[100.09523809523807, 38.095238095238095]","[103.33333333333331, 35.42857142857143]",Opponent
,,,,,,
CSUN,23,Tackle,Successful,"[103.14285714285714, 36.0]","[-1, -1]",UCSD
,,,,,,
CSUN,23,Pass,Successful,"[103.9047619047619, 33.714285714285715]","[97.23809523809524, 29.523809523809533]",Opponent
,,,,,,
CSUN,23,Shot(foot),Unsuccessful,"[96.28571428571428, 29.14285714285714]","[111.14285714285714, 31.23809523809524]",Opponent
,,,,,,
CSUN,24,Throw-in,Unsuccessful,"[111.52380952380952, 0.0]","[114.57142857142856, 28.38095238095238]",Opponent
,,,,,,
CSUN,24,Tackle,Successful,"[116.09523809523807, 28.57142857142857]","[100.66666666666666, 28.57142857142857]",UCSD
,,,,,,
CSUN,24,Shot(foot),Unsuccessful,"[95.52380952380952, 23.42857142857143]","[110.76190476190476, 28.57142857142857]",Opponent
,,,,,,
CSUN,24,Tackle,Successful,"[111.14285714285714, 27.61904761904762]","[89.61904761904759, 13.142857142857139]",UCSD
,,,,,,
CSUN,24,Pass,Successful,"[86.19047619047618, 12.19047619047619]","[96.85714285714286, 16.38095238095238]",Opponent
,,,,,,
CSUN,24,Pass,Successful,"[97.8095238095238, 17.904761904761912]","[110.0, 25.714285714285722]",Opponent
,,,,,,
CSUN,24,Tackle,Unsuccessful,"[110.57142857142856, 26.85714285714286]","[-1, -1]",UCSD
,,,,,,
