Game,numOpportunity,Event,Result,Start Pos,End Pos,Team,Player
Fullerton,16,Shot(foot),Unsuccessful,"[110.76190476190476, 46.095238095238095]","[115.9047619047619, 41.523809523809526]",Opponent,9
Fullerton,17,Set Piece,Successful,"[77.61904761904759, 44.19047619047619]","[97.04761904761904, 11.23809523809524]",Opponent,-1
Fullerton,17,Pass,Successful,"[106.76190476190476, 15.61904761904762]","[100.09523809523807, 26.66666666666667]",Opponent,-1
Fullerton,17,Shot(foot),Successful,"[100.47619047619045, 26.66666666666667]","[119.9047619047619, 42.85714285714286]",Opponent,-1
Fullerton,18,Pass,Unsuccessful,"[94.0, 14.857142857142861]","[76.66666666666666, 16.0]",UCSD,12
Fullerton,18,Pass,Successful,"[91.52380952380952, 31.42857142857143]","[85.8095238095238, 40.57142857142857]",Opponent,12
Fullerton,18,Shot(foot),Unsuccessful,"[95.9047619047619, 49.904761904761905]","[118.95238095238093, 34.66666666666667]",Opponent,12
Fullerton,19,Pass,Unsuccessful,"[41.04761904761903, 57.142857142857146]","[48.66666666666665, 26.47619047619048]",UCSD,29
Fullerton,19,Pass,Successful,"[89.99999999999997, 12.0]","[115.52380952380952, 28.38095238095238]",Opponent,29
Fullerton,19,Shot(foot),Successful,"[116.66666666666666, 29.714285714285722]","[119.33333333333331, 37.904761904761905]",Opponent,29
