Game,numOpportunity,Event,Result,Start Pos,End Pos,Team,Player
,,,,,,,
Bakersfield,0,Throw-in,Successful,"[29.619047619047613, 0.7619047619047592]","[56.66666666666665, 10.476190476190482]",Opponent,-1
,,,,,,,
Bakersfield,0,Pass,Successful,"[9.238095238095227, 72.19047619047619]","[9.809523809523796, 41.523809523809526]",Opponent,-1
,,,,,,,
Bakersfield,0,Shot(foot),Successful,"[10.571428571428562, 41.333333333333336]","[0.857142857142847, 37.523809523809526]",Opponent,-1
,,,,,,,
Bakersfield,1,Tackle,Successful,"[50.19047619047618, 17.523809523809533]","[51.90476190476189, 20.0]",Opponent,8
,,,,,,,
Bakersfield,1,Shot(foot),Successful,"[5.047619047619037, 28.76190476190476]","[1.4285714285714164, 35.80952380952381]",Opponent,8
,,,,,,,
Bakersfield,2,Pass,Successful,"[107.9047619047619, 32.0]","[103.14285714285714, 45.142857142857146]",Opponent,-1
,,,,,,,
Bakersfield,2,Pass,Successful,"[32.85714285714284, 65.14285714285714]","[19.14285714285713, 55.23809523809524]",Opponent,-1
,,,,,,,
Bakersfield,2,Shot(foot),Unsuccessful,"[21.428571428571416, 45.333333333333336]","[0.857142857142847, 37.904761904761905]",Opponent,-1
,,,,,,,
Bakersfield,3,Set Piece,Successful,"[0.6666666666666572, 0.3809523809523796]","[7.523809523809511, 3.4285714285714306]",Opponent,-1
,,,,,,,
Bakersfield,3,Pass,Successful,"[8.476190476190467, 3.4285714285714306]","[7.142857142857132, 20.0]",Opponent,-1
,,,,,,,
Bakersfield,3,Shot(foot),Unsuccessful,"[9.619047619047606, 23.23809523809524]","[0.6666666666666572, 34.095238095238095]",Opponent,-1
,,,,,,,
Bakersfield,4,Set Piece,Successful,"[0.2857142857142776, 79.42857142857143]","[8.857142857142847, 35.42857142857143]",Opponent,-1
,,,,,,,
Bakersfield,4,Shot(foot),Unsuccessful,"[10.571428571428562, 35.04761904761905]","[4.857142857142847, 39.04761904761905]",Opponent,-1
,,,,,,,
Bakersfield,5,Set Piece,Unsuccessful,"[0.6666666666666572, 0.0]","[5.428571428571416, 40.57142857142857]",Opponent,-1
,,,,,,,
Bakersfield,5,Tackle,Successful,"[3.714285714285701, 39.42857142857143]","[8.666666666666657, 39.61904761904762]",UCSD,-1
,,,,,,,
Bakersfield,5,Shot(foot),Unsuccessful,"[10.761904761904752, 39.80952380952381]","[4.666666666666657, 39.80952380952381]",UCSD,-1
,,,,,,,
Bakersfield,6,Pass,Successful,"[106.19047619047618, 29.523809523809533]","[91.9047619047619, 16.0]",Opponent,-1
,,,,,,,
Bakersfield,6,Pass,Successful,"[20.857142857142847, 36.38095238095238]","[24.476190476190467, 42.095238095238095]",Opponent,-1
,,,,,,,
Bakersfield,6,Shot(foot),Unsuccessful,"[24.857142857142847, 44.19047619047619]","[0.4761904761904674, 44.57142857142857]",Opponent,-1
,,,,,,,
Bakersfield,7,Tackle,Successful,"[39.7142857142857, 13.333333333333343]","[-1, -1]",Opponent,32
,,,,,,,
Bakersfield,7,Pass,Successful,"[65.42857142857142, 11.047619047619051]","[6.190476190476183, 25.33333333333333]",Opponent,32
,,,,,,,
Bakersfield,7,Shot(foot),Unsuccessful,"[5.999999999999986, 25.904761904761912]","[0.857142857142847, 35.23809523809524]",Opponent,32
,,,,,,,
Bakersfield,8,Throw-in,Successful,"[84.09523809523807, 80.0]","[99.7142857142857, 65.33333333333333]",Opponent,-1
,,,,,,,
Bakersfield,8,Pass,Successful,"[99.9047619047619, 73.9047619047619]","[99.7142857142857, 62.476190476190474]",Opponent,-1
,,,,,,,
