Game,numOpportunity,Event,Result,Start Pos,End Pos,Team
UNLV,0,1st Ball,Successful,"[22.571428571428562, 70.28571428571428]","[-1, -1]",Opponent
UNLV,0,2nd Ball,Successful,"[18.190476190476176, 62.857142857142854]","[18.190476190476176, 62.857142857142854]",UCSD
UNLV,0,Pass,Successful,"[21.619047619047606, 66.0952380952381]","[34.76190476190475, 57.333333333333336]",Quin
UNLV,0,Pass,Successful,"[34.38095238095237, 13.714285714285722]","[19.7142857142857, 8.952380952380949]",UCSD
UNLV,0,Pass,Unsuccessful,"[9.047619047619037, 11.42857142857143]","[0.857142857142847, 32.19047619047619]",UCSD
UNLV,0,1st Ball,Successful,"[65.04761904761904, 20.0]","[-1, -1]",Quin
UNLV,0,2nd Ball,Successful,"[44.66666666666665, 16.76190476190476]","[45.8095238095238, 17.904761904761912]",Opponent
UNLV,0,1st Ball,Successful,"[98.0, 21.14285714285714]","[98.76190476190476, 21.14285714285714]",Evan
UNLV,0,2nd Ball,Successful,"[98.57142857142856, 7.047619047619051]","[98.57142857142856, 7.047619047619051]",UCSD
UNLV,0,Tackle,Unsuccessful,"[85.23809523809521, 20.19047619047619]","[85.23809523809521, 20.19047619047619]",Quin
UNLV,0,1st Ball,Successful,"[110.0, 43.23809523809524]","[110.0, 43.23809523809524]",Evan
UNLV,0,2nd Ball,Successful,"[105.42857142857142, 43.23809523809524]","[105.42857142857142, 43.23809523809524]",Jonah
UNLV,0,1st Ball,Successful,"[84.85714285714283, 72.0]","[84.85714285714283, 72.0]",Opponent
UNLV,0,2nd Ball,Successful,"[91.9047619047619, 70.28571428571428]","[91.9047619047619, 70.28571428571428]",Opponent
UNLV,0,Tackle,Successful,"[93.61904761904762, 62.857142857142854]","[93.61904761904762, 62.857142857142854]",Jonah
UNLV,0,Pass,Successful,"[91.7142857142857, 51.80952380952381]","[90.38095238095238, 28.76190476190476]",Jonah
UNLV,0,Pass,Successful,"[81.23809523809521, 17.714285714285722]","[44.47619047619046, 16.38095238095238]",UCSD
UNLV,0,1st Ball,Successful,"[43.7142857142857, 16.95238095238095]","[-1, -1]",UCSD
UNLV,0,2nd Ball,Successful,"[29.809523809523803, 6.857142857142861]","[29.809523809523803, 6.857142857142861]",Opponent
UNLV,0,Tackle,Successful,"[86.19047619047618, 8.0]","[86.19047619047618, 8.0]",Quin
UNLV,0,Pass,Successful,"[88.47619047619045, 6.285714285714292]","[97.42857142857142, 13.523809523809533]",Quin
UNLV,0,1st Ball,Successful,"[94.95238095238093, 12.0]","[-1, -1]",Evan
UNLV,0,2nd Ball,Successful,"[86.19047619047618, 11.80952380952381]","[86.19047619047618, 11.80952380952381]",Jonah
UNLV,0,Pass,Successful,"[89.8095238095238, 15.42857142857143]","[82.76190476190476, 38.476190476190474]",Jonah
