Game,numOpportunity,Event,Result,Start Pos,End Pos,Team
,,,,,,
UNLV,1,Pass,Successful,"[90.95238095238093, 56.0]","[79.14285714285714, 68.38095238095238]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[78.76190476190476, 70.28571428571428]","[94.95238095238093, 77.71428571428571]",UCSD
,,,,,,
UNLV,1,Pass,Unsuccessful,"[58.95238095238094, 28.38095238095238]","[93.23809523809524, 72.19047619047619]",Adam
,,,,,,
UNLV,1,1st Ball,Successful,"[93.23809523809524, 72.57142857142857]","[-1, -1]",Opponent
,,,,,,
UNLV,1,2nd Ball,Successful,"[89.23809523809521, 62.285714285714285]","[91.33333333333331, 66.0952380952381]",Opponent
,,,,,,
UNLV,1,Tackle,Successful,"[54.57142857142856, 53.523809523809526]","[54.57142857142856, 53.523809523809526]",Jonah
,,,,,,
UNLV,1,Pass,Unsuccessful,"[92.47619047619048, 39.80952380952381]","[96.09523809523807, 30.095238095238102]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[29.809523809523803, 69.9047619047619]","[58.57142857142856, 73.52380952380952]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[33.04761904761903, 39.23809523809524]","[17.428571428571416, 28.76190476190476]",Opponent
,,,,,,
UNLV,1,Shot(foot),Unsuccessful,"[16.285714285714278, 30.285714285714292]","[0.857142857142847, 36.19047619047619]",Opponent
,,,,,,
UNLV,1,1st Ball,Successful,"[5.238095238095227, 37.904761904761905]","[-1, -1]",Nolan
,,,,,,
UNLV,1,2nd Ball,Successful,"[20.28571428571427, 33.333333333333336]","[20.28571428571427, 33.333333333333336]",UCSD
,,,,,,
UNLV,1,Tackle,Successful,"[31.33333333333332, 11.23809523809524]","[30.952380952380942, 10.857142857142861]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[31.90476190476189, 14.285714285714292]","[31.90476190476189, 5.142857142857153]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[31.33333333333332, 5.714285714285722]","[48.09523809523808, 7.428571428571431]",UCSD
,,,,,,
UNLV,1,1st Ball,Successful,"[33.61904761904761, 6.476190476190482]","[-1, -1]",Carter
,,,,,,
UNLV,1,2nd Ball,Successful,"[36.28571428571427, 20.0]","[35.33333333333332, 18.47619047619048]",Jonah
,,,,,,
UNLV,1,Tackle,Successful,"[46.19047619047618, 12.0]","[45.8095238095238, 12.952380952380949]",Jonah
,,,,,,
UNLV,1,Pass,Successful,"[40.85714285714284, 5.523809523809533]","[72.28571428571428, 18.095238095238102]",UCSD
UNLV,1,Pass,Successful,"[26.571428571428562, 60.0]","[89.8095238095238, 65.9047619047619]",Nolan
,,,,,,
UNLV,1,1st Ball,Successful,"[90.57142857142856, 64.95238095238095]","[-1, -1]",UCSD
,,,,,,
UNLV,1,2nd Ball,Successful,"[97.23809523809524, 76.57142857142857]","[97.23809523809524, 76.57142857142857]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[92.28571428571428, 66.0952380952381]","[97.42857142857142, 77.14285714285714]",UCSD
,,,,,,
UNLV,1,1st Ball,Successful,"[106.57142857142856, 34.095238095238095]","[-1, -1]",Opponent
,,,,,,
UNLV,1,2nd Ball,Successful,"[94.57142857142856, 31.23809523809524]","[94.57142857142856, 31.23809523809524]",Opponent
,,,,,,
UNLV,1,Pass,Successful,"[87.9047619047619, 31.61904761904762]","[92.47619047619048, 46.85714285714286]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[91.7142857142857, 56.19047619047619]","[97.04761904761904, 70.28571428571428]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[81.99999999999997, 48.952380952380956]","[72.47619047619045, 29.714285714285722]",Jonah
,,,,,,
UNLV,1,Pass,Successful,"[69.23809523809521, 15.42857142857143]","[87.14285714285714, 2.285714285714292]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[52.09523809523808, 5.142857142857153]","[75.9047619047619, 13.904761904761912]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[63.7142857142857, 5.142857142857153]","[41.99999999999999, 12.76190476190476]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[42.19047619047618, 19.80952380952381]","[58.95238095238094, 4.38095238095238]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[51.52380952380951, 6.095238095238102]","[86.76190476190476, 18.66666666666667]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[86.95238095238093, 18.285714285714292]","[94.19047619047618, 6.095238095238102]",UCSD
,,,,,,
UNLV,1,1st Ball,Successful,"[70.95238095238093, 27.61904761904762]","[-1, -1]",Jonah
,,,,,,
UNLV,1,2nd Ball,Successful,"[92.09523809523807, 36.0]","[92.09523809523807, 36.0]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[71.9047619047619, 33.142857142857146]","[93.23809523809524, 37.142857142857146]",Jonah
,,,,,,
UNLV,1,Pass,Successful,"[88.28571428571428, 39.80952380952381]","[94.95238095238093, 54.857142857142854]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[93.61904761904762, 57.523809523809526]","[109.42857142857142, 52.19047619047619]",UCSD
,,,,,,
UNLV,1,Shot(foot),Unsuccessful,"[110.76190476190476, 52.952380952380956]","[115.9047619047619, 48.952380952380956]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[61.23809523809522, 38.285714285714285]","[74.95238095238093, 33.142857142857146]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[77.42857142857142, 45.142857142857146]","[95.33333333333331, 69.9047619047619]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[94.76190476190476, 62.476190476190474]","[110.95238095238093, 61.142857142857146]",UCSD
,,,,,,
UNLV,1,Pass,Unsuccessful,"[118.38095238095238, 55.04761904761905]","[110.57142857142856, 38.66666666666667]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[73.23809523809521, 65.52380952380952]","[88.28571428571428, 74.0952380952381]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[86.76190476190476, 75.80952380952381]","[93.8095238095238, 61.333333333333336]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[84.47619047619045, 65.71428571428572]","[66.38095238095238, 74.0952380952381]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[48.09523809523808, 16.76190476190476]","[80.09523809523807, 16.0]",Jonah
,,,,,,
UNLV,1,Pass,Successful,"[13.999999999999986, 4.952380952380949]","[11.523809523809511, 18.66666666666667]",Opponent
,,,,,,
UNLV,1,Pass,Unsuccessful,"[5.238095238095227, 31.80952380952381]","[79.9047619047619, 2.095238095238102]",Nolan
,,,,,,
UNLV,1,1st Ball,Successful,"[80.09523809523807, 2.6666666666666714]","[-1, -1]",Opponent
,,,,,,
UNLV,1,Tackle,Unsuccessful,"[54.95238095238094, 7.428571428571431]","[54.57142857142856, 6.857142857142861]",Quin
,,,,,,
UNLV,1,Pass,Unsuccessful,"[17.999999999999986, 29.523809523809533]","[80.66666666666666, 17.904761904761912]",Nolan
,,,,,,
UNLV,1,1st Ball,Successful,"[80.66666666666666, 17.904761904761912]","[-1, -1]",Opponent
,,,,,,
UNLV,1,2nd Ball,Successful,"[52.85714285714284, 13.904761904761912]","[52.85714285714284, 13.904761904761912]",Opponent
,,,,,,
UNLV,1,Pass,Successful,"[49.99999999999999, 10.857142857142861]","[100.28571428571428, 12.19047619047619]",Adam
,,,,,,
UNLV,1,1st Ball,Successful,"[100.28571428571428, 11.23809523809524]","[-1, -1]",UCSD
,,,,,,
UNLV,1,2nd Ball,Successful,"[89.23809523809521, 10.857142857142861]","[89.23809523809521, 10.857142857142861]",Opponent
,,,,,,
UNLV,1,Pass,Unsuccessful,"[75.33333333333331, 25.14285714285714]","[96.47619047619045, 37.142857142857146]",Jonah
,,,,,,
UNLV,1,Tackle,Successful,"[90.19047619047618, 33.333333333333336]","[-1, -1]",Quin
,,,,,,
UNLV,1,Pass,Unsuccessful,"[89.04761904761904, 16.38095238095238]","[109.8095238095238, 19.04761904761905]",UCSD
,,,,,,
UNLV,1,1st Ball,Successful,"[86.38095238095238, 52.57142857142857]","[-1, -1]",UCSD
,,,,,,
UNLV,1,2nd Ball,Unsuccessful,"[94.19047619047618, 42.476190476190474]","[94.19047619047618, 42.476190476190474]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[46.57142857142856, 63.23809523809524]","[72.66666666666666, 30.095238095238102]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[78.76190476190476, 31.61904761904762]","[105.23809523809524, 35.61904761904762]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[111.52380952380952, 19.42857142857143]","[107.7142857142857, 26.095238095238102]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[56.66666666666665, 15.42857142857143]","[85.42857142857142, 16.19047619047619]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[81.8095238095238, 19.42857142857143]","[93.61904761904762, 22.285714285714292]",Jonah
,,,,,,
UNLV,1,1st Ball,Successful,"[86.57142857142856, 30.66666666666667]","[-1, -1]",Opponent
,,,,,,
UNLV,1,Tackle,Successful,"[81.8095238095238, 27.04761904761905]","[81.8095238095238, 27.04761904761905]",Jonah
,,,,,,
UNLV,1,Pass,Successful,"[86.95238095238093, 23.61904761904762]","[90.95238095238093, 9.904761904761912]",Jonah
,,,,,,
UNLV,1,Pass,Unsuccessful,"[82.95238095238093, 18.47619047619048]","[88.66666666666666, 22.285714285714292]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[58.95238095238094, 6.476190476190482]","[69.61904761904759, 13.333333333333343]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[70.19047619047618, 17.33333333333333]","[88.09523809523807, 25.33333333333333]",Jonah
,,,,,,
UNLV,1,Pass,Unsuccessful,"[87.7142857142857, 39.61904761904762]","[105.23809523809524, 55.23809523809524]",Quin
,,,,,,
UNLV,1,Shot(foot),Unsuccessful,"[97.04761904761904, 45.523809523809526]","[119.33333333333331, 40.19047619047619]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[26.571428571428562, 63.80952380952381]","[52.09523809523808, 70.28571428571428]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[44.66666666666665, 68.57142857142857]","[71.52380952380952, 62.857142857142854]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[64.66666666666666, 67.42857142857143]","[72.66666666666666, 76.0]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[43.90476190476189, 25.523809523809533]","[83.52380952380952, 8.57142857142857]",UCSD
,,,,,,
UNLV,1,Pass,Unsuccessful,"[77.99999999999997, 7.238095238095241]","[99.9047619047619, 21.14285714285714]",UCSD
,,,,,,
UNLV,1,Tackle,Successful,"[40.09523809523808, 34.85714285714286]","[-1, -1]",Jonah
,,,,,,
UNLV,1,Pass,Successful,"[83.14285714285714, 18.095238095238102]","[85.04761904761904, 29.904761904761912]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[82.76190476190476, 21.14285714285714]","[98.57142857142856, 9.904761904761912]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[92.28571428571428, 21.714285714285722]","[110.95238095238093, 8.952380952380949]",Quin
,,,,,,
UNLV,1,Pass,Successful,"[114.95238095238093, 3.6190476190476204]","[111.14285714285714, 35.42857142857143]",Quin
,,,,,,
UNLV,1,Shot(foot),Unsuccessful,"[110.95238095238093, 35.42857142857143]","[119.33333333333331, 40.19047619047619]",UCSD
,,,,,,
UNLV,1,Pass,Unsuccessful,"[33.61904761904761, 28.19047619047619]","[78.38095238095238, 1.3333333333333428]",UCSD
UNLV,1,Tackle,Successful,"[79.14285714285714, 4.571428571428569]","[-1, -1]",Quin
,,,,,,
UNLV,1,Tackle,Successful,"[47.90476190476189, 18.47619047619048]","[47.90476190476189, 18.285714285714292]",Quin
,,,,,,
UNLV,1,1st Ball,Successful,"[34.19047619047618, 9.523809523809533]","[33.99999999999999, 7.80952380952381]",Opponent
,,,,,,
UNLV,1,2nd Ball,Successful,"[23.14285714285713, 10.857142857142861]","[23.14285714285713, 10.857142857142861]",Opponent
,,,,,,
UNLV,1,Pass,Successful,"[32.09523809523808, 18.85714285714286]","[56.09523809523808, 22.095238095238102]",UCSD
,,,,,,
UNLV,1,Pass,Successful,"[53.6190476190476, 31.04761904761905]","[69.04761904761904, 40.0]",Jonah
,,,,,,
UNLV,1,Pass,Successful,"[85.61904761904759, 36.952380952380956]","[96.85714285714286, 30.66666666666667]",Jonah
,,,,,,
UNLV,1,Shot(foot),Unsuccessful,"[25.999999999999986, 46.666666666666664]","[0.6666666666666572, 36.952380952380956]",Opponent
,,,,,,
UNLV,1,Pass,Unsuccessful,"[50.76190476190475, 74.47619047619048]","[91.9047619047619, 70.47619047619048]",UCSD
,,,,,,
UNLV,1,1st Ball,Successful,"[93.61904761904762, 69.14285714285714]","[-1, -1]",Opponent
UNLV,1,2nd Ball,Successful,"[59.90476190476189, 60.76190476190476]","[60.66666666666665, 61.333333333333336]",Jonah
UNLV,1,1st Ball,Successful,"[39.7142857142857, 68.95238095238095]","[39.7142857142857, 68.95238095238095]",Opponent
UNLV,1,2nd Ball,Successful,"[32.85714285714284, 69.71428571428572]","[32.85714285714284, 69.52380952380952]",UCSD
UNLV,1,Pass,Successful,"[31.52380952380951, 61.714285714285715]","[21.428571428571416, 71.23809523809524]",Jonah
UNLV,1,Pass,Unsuccessful,"[25.809523809523796, 67.42857142857143]","[90.38095238095238, 34.285714285714285]",UCSD
UNLV,1,1st Ball,Successful,"[44.28571428571427, 32.19047619047619]","[-1, -1]",Adam
UNLV,1,2nd Ball,Successful,"[84.28571428571428, 26.095238095238102]","[84.28571428571428, 26.095238095238102]",Opponent
UNLV,1,1st Ball,Successful,"[43.7142857142857, 32.761904761904766]","[43.7142857142857, 33.523809523809526]",Opponent
UNLV,1,2nd Ball,Successful,"[48.09523809523808, 46.85714285714286]","[48.09523809523808, 47.04761904761905]",Opponent
UNLV,1,1st Ball,Successful,"[36.09523809523808, 30.47619047619048]","[36.85714285714284, 30.66666666666667]",Adam
UNLV,1,2nd Ball,Unsuccessful,"[44.28571428571427, 26.85714285714286]","[42.38095238095237, 26.85714285714286]",Quin
UNLV,1,Tackle,Unsuccessful,"[45.23809523809522, 27.42857142857143]","[45.23809523809522, 27.42857142857143]",Quin
UNLV,1,1st Ball,Successful,"[33.99999999999999, 11.23809523809524]","[33.99999999999999, 11.23809523809524]",Opponent
UNLV,1,2nd Ball,Successful,"[32.85714285714284, 3.4285714285714306]","[32.85714285714284, 3.4285714285714306]",UCSD
UNLV,1,Pass,Unsuccessful,"[48.28571428571427, 1.3333333333333428]","[71.9047619047619, 31.23809523809524]",UCSD
UNLV,1,Pass,Successful,"[21.428571428571416, 2.4761904761904816]","[18.952380952380942, 46.476190476190474]",Opponent
UNLV,1,1st Ball,Successful,"[7.714285714285701, 48.76190476190476]","[-1, -1]",Nolan
UNLV,1,Pass,Unsuccessful,"[5.809523809523796, 44.38095238095238]","[82.19047619047618, 50.666666666666664]",Nolan
UNLV,1,1st Ball,Successful,"[81.23809523809521, 50.666666666666664]","[-1, -1]",Opponent
UNLV,1,2nd Ball,Successful,"[64.28571428571428, 50.095238095238095]","[64.28571428571428, 50.095238095238095]",Jonah
UNLV,1,Pass,Successful,"[66.57142857142856, 51.04761904761905]","[57.42857142857141, 74.0952380952381]",Jonah
UNLV,1,Pass,Unsuccessful,"[56.47619047619046, 69.71428571428572]","[91.9047619047619, 63.04761904761905]",UCSD
UNLV,1,1st Ball,Successful,"[91.33333333333331, 62.857142857142854]","[-1, -1]",Opponent
UNLV,1,2nd Ball,Successful,"[83.9047619047619, 37.904761904761905]","[84.66666666666666, 39.80952380952381]",Opponent
UNLV,1,Pass,Successful,"[80.66666666666666, 38.85714285714286]","[74.19047619047618, 4.38095238095238]",Jonah
UNLV,1,Pass,Successful,"[78.95238095238093, 9.714285714285722]","[72.28571428571428, 3.80952380952381]",Quin
UNLV,1,Pass,Successful,"[45.04761904761903, 29.14285714285714]","[66.19047619047618, 40.38095238095238]",UCSD
UNLV,1,Pass,Successful,"[67.9047619047619, 48.38095238095238]","[71.9047619047619, 70.47619047619048]",Jonah
UNLV,1,Pass,Successful,"[71.52380952380952, 58.857142857142854]","[66.38095238095238, 75.42857142857143]",Jonah
UNLV,1,Pass,Successful,"[69.04761904761904, 53.523809523809526]","[84.85714285714283, 7.61904761904762]",Jonah
UNLV,1,Pass,Successful,"[85.8095238095238, 5.142857142857153]","[111.52380952380952, 14.857142857142861]",UCSD
UNLV,1,Pass,Successful,"[108.47619047619045, 14.857142857142861]","[102.95238095238093, 23.04761904761905]",UCSD
UNLV,1,1st Ball,Unsuccessful,"[45.6190476190476, 26.47619047619048]","[-1, -1]",Jonah
UNLV,1,2nd Ball,Successful,"[34.57142857142856, 21.14285714285714]","[34.57142857142856, 21.14285714285714]",Adam
UNLV,1,Tackle,Successful,"[29.809523809523803, 14.666666666666671]","[29.809523809523803, 14.666666666666671]",Jonah
UNLV,1,Pass,Successful,"[34.19047619047618, 25.904761904761912]","[24.857142857142847, 49.904761904761905]",Jonah
UNLV,1,Pass,Successful,"[25.238095238095227, 60.57142857142857]","[53.99999999999999, 72.19047619047619]",UCSD
UNLV,1,Pass,Unsuccessful,"[31.7142857142857, 67.23809523809524]","[84.66666666666666, 64.38095238095238]",UCSD
UNLV,1,1st Ball,Successful,"[85.99999999999997, 61.333333333333336]","[-1, -1]",Opponent
UNLV,1,2nd Ball,Successful,"[71.7142857142857, 63.80952380952381]","[72.47619047619045, 64.95238095238095]",Opponent
UNLV,1,1st Ball,Successful,"[21.999999999999986, 48.952380952380956]","[21.999999999999986, 48.952380952380956]",Evan
UNLV,1,Pass,Unsuccessful,"[21.809523809523796, 54.666666666666664]","[58.95238095238094, 57.333333333333336]",UCSD
UNLV,1,1st Ball,Successful,"[59.52380952380951, 57.714285714285715]","[-1, -1]",Opponent
UNLV,1,2nd Ball,Successful,"[32.28571428571427, 77.9047619047619]","[32.28571428571427, 77.9047619047619]",Opponent
UNLV,1,Pass,Unsuccessful,"[35.52380952380951, 65.52380952380952]","[66.19047619047618, 55.61904761904762]",Jonah
UNLV,1,Pass,Successful,"[87.14285714285714, 50.85714285714286]","[104.47619047619045, 26.66666666666667]",Quin
UNLV,1,1st Ball,Successful,"[49.23809523809522, 23.80952380952381]","[-1, -1]",Evan
UNLV,1,Pass,Successful,"[52.09523809523808, 28.57142857142857]","[70.95238095238093, 17.33333333333333]",UCSD
UNLV,1,Pass,Unsuccessful,"[66.38095238095238, 20.38095238095238]","[80.66666666666666, 19.42857142857143]",Quin
UNLV,1,Tackle,Successful,"[54.76190476190475, 45.714285714285715]","[-1, -1]",Jonah
UNLV,1,Pass,Successful,"[60.47619047619046, 51.80952380952381]","[79.9047619047619, 49.333333333333336]",UCSD
UNLV,1,Pass,Unsuccessful,"[80.09523809523807, 48.76190476190476]","[88.09523809523807, 46.285714285714285]",UCSD
UNLV,1,Pass,Successful,"[60.47619047619046, 4.0]","[74.76190476190476, 17.33333333333333]",UCSD
UNLV,1,Pass,Successful,"[75.52380952380952, 19.80952380952381]","[94.76190476190476, 4.38095238095238]",UCSD
UNLV,1,Pass,Unsuccessful,"[102.38095238095238, 6.857142857142861]","[119.52380952380952, 52.952380952380956]",UCSD
UNLV,1,Pass,Unsuccessful,"[5.809523809523796, 33.714285714285715]","[69.42857142857142, 22.47619047619048]",Nolan
UNLV,1,1st Ball,Successful,"[69.42857142857142, 22.66666666666667]","[-1, -1]",Opponent
UNLV,1,2nd Ball,Successful,"[62.76190476190475, 4.571428571428569]","[61.23809523809522, 4.38095238095238]",Carter
UNLV,1,Pass,Unsuccessful,"[62.19047619047618, 8.0]","[117.8095238095238, 11.80952380952381]",UCSD
UNLV,1,1st Ball,Successful,"[102.76190476190476, 37.333333333333336]","[-1, -1]",Opponent
UNLV,1,2nd Ball,Successful,"[86.19047619047618, 32.19047619047619]","[87.33333333333331, 33.523809523809526]",Carter
UNLV,1,Pass,Successful,"[85.04761904761904, 30.66666666666667]","[105.42857142857142, 8.57142857142857]",UCSD
UNLV,1,1st Ball,Successful,"[27.33333333333332, 19.80952380952381]","[-1, -1]",UCSD
UNLV,1,1st Ball,Successful,"[33.04761904761903, 13.904761904761912]","[33.04761904761903, 13.904761904761912]",Opponent
UNLV,1,2nd Ball,Successful,"[44.09523809523808, 19.04761904761905]","[45.6190476190476, 19.80952380952381]",UCSD
UNLV,1,Pass,Successful,"[22.952380952380942, 2.285714285714292]","[14.761904761904752, 40.0]",Opponent
UNLV,1,1st Ball,Successful,"[16.285714285714278, 39.42857142857143]","[16.285714285714278, 39.42857142857143]",Opponent
UNLV,1,2nd Ball,Successful,"[18.380952380952372, 31.23809523809524]","[18.380952380952372, 31.23809523809524]",UCSD
UNLV,1,Shot(foot),Unsuccessful,"[27.7142857142857, 24.76190476190476]","[0.6666666666666572, 39.04761904761905]",Opponent
UNLV,1,Pass,Successful,"[17.999999999999986, 29.33333333333333]","[87.14285714285714, 21.904761904761912]",Nolan
UNLV,1,1st Ball,Successful,"[86.76190476190476, 22.285714285714292]","[-1, -1]",UCSD
UNLV,1,1st Ball,Unsuccessful,"[50.95238095238094, 66.47619047619048]","[51.33333333333332, 67.23809523809524]",Cole
